|Unnamed: 0|seller_nickname|products|stock|price|seller_reputation|Lt|condition|isrefu|category_id|regular_price1|pxp|mix|tokens|embedding|cluster
507|507|02e854e9f0|5|5|13567.0|green|Cross Docking|new|is refubirshed|SMARTPHONES & TABLETS|yes|2713.4|reputation: green; products: 5; stock: 5; priceproduct: 2713.4; logistictype: Cross Docking; refurbished: is refubirshed; conditionproduct: new; Categories: SMARTPHONES & TABLETS; regularprice: yes; Cluster:1|59|"[-0.01177754  0.02055947 -0.00849226 ... -0.00238977  0.0273985
  0.01456826]"|1
508|508|02e8fd5c14|1|0|1057.0|newbie|Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|inf|reputation: newbie; products: 1; stock: 0; priceproduct: inf; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES; regularprice: no; Cluster:2|59|"[-0.0248911  -0.00178474 -0.00851692 ...  0.00391764  0.01754691
  0.02351315]"|2
509|509|02e9ccc2c5|5|71|6753.0|green_silver|Cross Docking|new|not refubirshed|HOME OUTDOORS,SMARTPHONES & TABLETS,CONSTRUCTION,INDUSTRY,HEALTH|no|95.11|reputation: green_silver; products: 5; stock: 71; priceproduct: 95.11; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HOME OUTDOORS,SMARTPHONES & TABLETS,CONSTRUCTION,INDUSTRY,HEALTH; regularprice: no; Cluster:1|76|"[ 0.00199052  0.00911643 -0.00771788 ... -0.00304683  0.01758168
  0.02043797]"|1
510|510|02ead125bb|1|1|1612.98|green_silver|Cross Docking|new|is refubirshed|ACC CARS & VANS|yes|1612.98|reputation: green_silver; products: 1; stock: 1; priceproduct: 1612.98; logistictype: Cross Docking; refurbished: is refubirshed; conditionproduct: new; Categories: ACC CARS & VANS; regularprice: yes; Cluster:1|61|"[-0.00408122 -0.01370747  0.0168847  ... -0.00099761  0.02024348
  0.02257344]"|1
511|511|02ec8bd245|2|2|5055.0|green|Other|used|not refubirshed|OTHER|no|2527.5|reputation: green; products: 2; stock: 2; priceproduct: 2527.5; logistictype: Other; refurbished: not refubirshed; conditionproduct: used; Categories: OTHER; regularprice: no; Cluster:1|52|"[-0.00956289 -0.00584563  0.02245136 ... -0.00545395  0.0217419
  0.0067694 ]"|1
512|512|02f06e0991|1|1|329.0|red|Cross Docking|new|not refubirshed|HEALTH|no|329.0|reputation: red; products: 1; stock: 1; priceproduct: 329.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HEALTH; regularprice: no; Cluster:1|53|"[-0.00936466  0.00644903  0.01167004 ...  0.01125567  0.01359872
  0.01087144]"|1
513|513|02f5df062c|4|4|5500.0|green|DropShipping|used|not refubirshed|APPAREL,ANTIQUES & HOBBIES,FOOTWEAR|no|1375.0|reputation: green; products: 4; stock: 4; priceproduct: 1375.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; Categories: APPAREL,ANTIQUES & HOBBIES,FOOTWEAR; regularprice: no; Cluster:3|68|"[ 0.01873918  0.0200924   0.02276943 ... -0.01189217  0.03035924
  0.0041994 ]"|3
514|514|02f712aa98|1|1|450.0|orange|Cross Docking|used|not refubirshed|TOYS AND GAMES|no|450.0|reputation: orange; products: 1; stock: 1; priceproduct: 450.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: TOYS AND GAMES; regularprice: no; Cluster:1|57|"[-0.00777152  0.0025051  -0.0163541  ...  0.01184161  0.01504164
  0.01769605]"|1
515|515|02f84e1091|15|961|3216.99|green_platinum|FulfilledbyMerchant|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES,TEXTILES,APPAREL,SPORTS,MANICURE & PEDICURE,INDUSTRY,BABY,HOUSEHOLD ITEMS,APPAREL ACCESSORIES,DECOR,FOOTWEAR|yes|3.35|reputation: green_platinum; products: 15; stock: 961; priceproduct: 3.35; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES,TEXTILES,APPAREL,SPORTS,MANICURE & PEDICURE,INDUSTRY,BABY,HOUSEHOLD ITEMS,APPAREL ACCESSORIES,DECOR,FOOTWEAR; regularprice: yes; Cluster:0|110|"[ 0.01867231  0.00473223  0.01924591 ... -0.00415863  0.03278598
  0.00607567]"|0
516|516|02f8cac607|1|2|549.0|green_gold|Cross Docking|new|not refubirshed|ACC CARS & VANS|no|274.5|reputation: green_gold; products: 1; stock: 2; priceproduct: 274.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: ACC CARS & VANS; regularprice: no; Cluster:1|59|"[-0.01525767 -0.00475486  0.01995234 ... -0.00473981  0.02895046
  0.01479874]"|1
517|517|02ffc84169|4|84|10400.5|green_silver|Other,Cross Docking|used,new|not refubirshed|GAMING,OTHER,HEALTH|yes,no|123.82|reputation: green_silver; products: 4; stock: 84; priceproduct: 123.82; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: used,new; Categories: GAMING,OTHER,HEALTH; regularprice: yes,no; Cluster:1|65|"[ 0.00486359 -0.00401692  0.02246136 ... -0.00108776  0.020563
  0.03848349]"|1
518|518|030199a6c2|1|430|366.75|green_platinum|Cross Docking|new|not refubirshed|HAIR|yes|0.85|reputation: green_platinum; products: 1; stock: 430; priceproduct: 0.85; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HAIR; regularprice: yes; Cluster:0|56|"[ 0.00443265 -0.01115635 -0.00488473 ... -0.01085752  0.01766932
  0.01140154]"|0
519|519|0304f3fb5e|3|1300|853.1800000000001|green|DropShipping|new|not refubirshed|CPG PERSONAL CARE,WEARABLES,APPAREL ACCESSORIES|yes|0.66|reputation: green; products: 3; stock: 1300; priceproduct: 0.66; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: CPG PERSONAL CARE,WEARABLES,APPAREL ACCESSORIES; regularprice: yes; Cluster:3|68|[0.0268678  0.00575685 0.02746786 ... 0.00013314 0.04239442 0.01818189]|3
520|520|0305adeddd|1|6|216.05|green_gold|FulfilledbyMerchant|new|not refubirshed|MUSICAL INSTRUMENTS|yes|36.01|reputation: green_gold; products: 1; stock: 6; priceproduct: 36.01; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: MUSICAL INSTRUMENTS; regularprice: yes; Cluster:3|61|"[-0.01921639 -0.00581963  0.01738769 ... -0.00674897  0.03990175
 -0.00347192]"|3
521|521|0308f3156a|3|7|20541.0|green|Cross Docking|new|not refubirshed|AUDIO & GENERAL ELECTRONICS,TELEVISIONS & STREAMING DEVICES,HOUSEHOLD APPLIANCES|yes,no|2934.43|reputation: green; products: 3; stock: 7; priceproduct: 2934.43; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: AUDIO & GENERAL ELECTRONICS,TELEVISIONS & STREAMING DEVICES,HOUSEHOLD APPLIANCES; regularprice: yes,no; Cluster:1|78|"[-0.00877126  0.00308174  0.0048762  ...  0.00143298  0.02472771
  0.02474247]"|1
522|522|03095e9e28|2|21|458.0|orange|Cross Docking|new|not refubirshed|TEXTILES|no|21.81|reputation: orange; products: 2; stock: 21; priceproduct: 21.81; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: TEXTILES; regularprice: no; Cluster:1|54|"[-0.02276044  0.00460252  0.00712393 ... -0.00380658  0.0012259
  0.00605891]"|1
523|523|030966f224|1|9|2250.0|newbie|Cross Docking|used|not refubirshed|AUDIO & GENERAL ELECTRONICS|no|250.0|reputation: newbie; products: 1; stock: 9; priceproduct: 250.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: AUDIO & GENERAL ELECTRONICS; regularprice: no; Cluster:2|58|"[-0.02353336  0.00982048 -0.01091662 ...  0.00258561  0.02271312
  0.0092314 ]"|2
524|524|0309c523df|2|41|426.5|green|FulfilledbyMerchant|new|not refubirshed|HOUSEHOLD ITEMS,APPAREL ACCESSORIES|yes,no|10.4|reputation: green; products: 2; stock: 41; priceproduct: 10.4; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD ITEMS,APPAREL ACCESSORIES; regularprice: yes,no; Cluster:3|64|"[ 0.01109557  0.00244219  0.01732133 ... -0.00350473  0.02064563
  0.00185534]"|3
525|525|0311c87237|1|5|116.55|green_gold|FulfilledbyMerchant|new|not refubirshed|TOYS AND GAMES|yes|23.31|reputation: green_gold; products: 1; stock: 5; priceproduct: 23.31; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: TOYS AND GAMES; regularprice: yes; Cluster:3|59|"[-0.00211374  0.0035908  -0.00125779 ... -0.00150274  0.03279239
  0.00588986]"|3
526|526|0314212115|2|2|5990.0|green|Cross Docking|new|not refubirshed|MUSICAL INSTRUMENTS,WEARABLES|no|2995.0|reputation: green; products: 2; stock: 2; priceproduct: 2995.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: MUSICAL INSTRUMENTS,WEARABLES; regularprice: no; Cluster:1|65|"[ 0.00833115  0.00724365  0.01487157 ... -0.01114407  0.02387137
  0.00130559]"|1
527|527|031479e0b4|1|2|2850.0|newbie|Cross Docking|new|not refubirshed|TOOLS|no|1425.0|reputation: newbie; products: 1; stock: 2; priceproduct: 1425.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: TOOLS; regularprice: no; Cluster:2|55|"[-0.01625047  0.0066207  -0.00331414 ...  0.0051427   0.01096755
  0.01564411]"|2
528|528|0315eafd6e|5|22|2712.34|green_silver|FulfilledbyMerchant,Cross Docking|new|not refubirshed|BEAUTY PERSONAL CARE,SPORTS,HOUSEHOLD ITEMS,ACC CARS & VANS|yes,no|123.29|reputation: green_silver; products: 5; stock: 22; priceproduct: 123.29; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: BEAUTY PERSONAL CARE,SPORTS,HOUSEHOLD ITEMS,ACC CARS & VANS; regularprice: yes,no; Cluster:0|81|"[ 0.01137363  0.00692096 -0.00280965 ... -0.00419384  0.01892104
  0.0206766 ]"|0
529|529|0317ea84af|2|373|1058.0|green_silver|Cross Docking|new|not refubirshed|FOOTWEAR|no|2.84|reputation: green_silver; products: 2; stock: 373; priceproduct: 2.84; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: FOOTWEAR; regularprice: no; Cluster:1|57|"[ 0.0161775  -0.00752836  0.01756372 ... -0.01187874  0.0147839
  0.01782917]"|1
530|530|031904ea04|6|150|1349.6|green_gold|FulfilledbyMerchant|new|not refubirshed|ANTIQUES & HOBBIES,SPORTS,INDUSTRY,HOUSEHOLD ITEMS,LIGHTING|yes,no|9.0|reputation: green_gold; products: 6; stock: 150; priceproduct: 9.0; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: ANTIQUES & HOBBIES,SPORTS,INDUSTRY,HOUSEHOLD ITEMS,LIGHTING; regularprice: yes,no; Cluster:3|79|"[-0.00092552  0.00520792  0.02494342 ...  0.00134276  0.04181512
  0.00664551]"|3
531|531|031a8b8ed2|1|22|1500.3|green_platinum|FulfilledbyMerchant|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|yes|68.2|reputation: green_platinum; products: 1; stock: 22; priceproduct: 68.2; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES; regularprice: yes; Cluster:0|65|"[-0.00170479 -0.01241776 -0.00337852 ... -0.00631121  0.02609265
  0.02237975]"|0
532|532|031ec0e57e|1|1|2499.0|red|Cross Docking|used|not refubirshed|TOYS AND GAMES|no|2499.0|reputation: red; products: 1; stock: 1; priceproduct: 2499.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: TOYS AND GAMES; regularprice: no; Cluster:2|58|[0.00454711 0.00178157 0.00373459 ... 0.01188956 0.01939601 0.00896003]|2
533|533|031f204ae4|12|1013|112962.78|green_platinum|Other,DropShipping|new|not refubirshed|ACC VEHICULAR MULTIMEDIA,ACC TIRES,ACC CARS & VANS|no|111.51|reputation: green_platinum; products: 12; stock: 1013; priceproduct: 111.51; logistictype: Other,DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: ACC VEHICULAR MULTIMEDIA,ACC TIRES,ACC CARS & VANS; regularprice: no; Cluster:0|75|"[ 0.01857856 -0.02844657  0.02633942 ...  0.00583919  0.02877303
  0.01782177]"|0
534|534|031fefe4f4|1|99|268.81|green_silver|FulfilledbyMerchant|new|not refubirshed|PARTY|yes|2.72|reputation: green_silver; products: 1; stock: 99; priceproduct: 2.72; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: PARTY; regularprice: yes; Cluster:3|56|"[-0.0058572  -0.01610355 -0.01945908 ... -0.0093101   0.01676267
  0.01074069]"|3
535|535|0320177b26|4|1802|608.31|green_platinum|FulfilledbyMerchant|new|not refubirshed|ACC CARS & VANS|yes|0.34|reputation: green_platinum; products: 4; stock: 1802; priceproduct: 0.34; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: ACC CARS & VANS; regularprice: yes; Cluster:0|62|"[-0.00339731 -0.02218713 -0.00116414 ... -0.0050446   0.02640238
  0.02410453]"|0
536|536|03249ca708|1|4|100.0|newbie|Cross Docking|used|not refubirshed|PET|no|25.0|reputation: newbie; products: 1; stock: 4; priceproduct: 25.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: PET; regularprice: no; Cluster:2|53|"[-0.02461543  0.00091747 -0.00713773 ...  0.00284125  0.01948285
  0.00817023]"|2
537|537|0325405eac|2|4|2700.0|newbie|Cross Docking|new|not refubirshed|FRAGRANCES & MAKE UP|no|675.0|reputation: newbie; products: 2; stock: 4; priceproduct: 675.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: FRAGRANCES & MAKE UP; regularprice: no; Cluster:2|58|"[ 1.98389916e-03 -4.65099514e-03 -1.55558717e-02 ... -8.20211833e-04
  6.68650973e-05  1.42870769e-02]"|2
538|538|0327c37c96|3|9|943.0|green|Other,Cross Docking|new|not refubirshed|APPAREL ACCESSORIES,CPG HOME CARE|no|104.78|reputation: green; products: 3; stock: 9; priceproduct: 104.78; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL ACCESSORIES,CPG HOME CARE; regularprice: no; Cluster:1|64|"[ 0.01187989  0.00744815  0.0485597  ... -0.00581364  0.03266041
  0.01497802]"|1
539|539|032a90e41c|1|1|12000.0|green|Cross Docking|used|not refubirshed|AUDIO & GENERAL ELECTRONICS|no|12000.0|reputation: green; products: 1; stock: 1; priceproduct: 12000.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: AUDIO & GENERAL ELECTRONICS; regularprice: no; Cluster:1|59|"[-0.00347614  0.00794233  0.01534197 ... -0.01181449  0.02788249
  0.01582599]"|1
540|540|032ac960ed|2|2|6450.0|newbie|DropShipping|new|not refubirshed|FRAGRANCES & MAKE UP|no|3225.0|reputation: newbie; products: 2; stock: 2; priceproduct: 3225.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: FRAGRANCES & MAKE UP; regularprice: no; Cluster:4|58|"[ 0.01081174 -0.00843011 -0.02638675 ...  0.00622637  0.00026344
  0.01270688]"|4
541|541|032d1129a8|1|1|4000.0|yellow|Cross Docking|used|not refubirshed|TOYS AND GAMES|no|4000.0|reputation: yellow; products: 1; stock: 1; priceproduct: 4000.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: TOYS AND GAMES; regularprice: no; Cluster:1|58|"[-0.01469136 -0.00324085 -0.00994503 ...  0.00792785  0.04105571
  0.01824369]"|1
542|542|032ebc1adf|1|52|108.87|green_silver|FulfilledbyMerchant|new|not refubirshed|SPORTS|yes|2.09|reputation: green_silver; products: 1; stock: 52; priceproduct: 2.09; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS; regularprice: yes; Cluster:3|57|"[ 0.00292358 -0.00212222 -0.01240911 ...  0.00507344  0.02621831
  0.02642464]"|3
543|543|032f794748|5|720|4207.17|green_platinum|Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS,CONSTRUCTION,ANTIQUES & HOBBIES,INDUSTRY|yes,no|5.84|reputation: green_platinum; products: 5; stock: 720; priceproduct: 5.84; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD ITEMS,CONSTRUCTION,ANTIQUES & HOBBIES,INDUSTRY; regularprice: yes,no; Cluster:0|75|"[ 0.01382426 -0.00608388  0.01472028 ... -0.01618854  0.02492283
  0.01060914]"|0
544|544|03315124b0|1|1|5319.05|green|Cross Docking|new|is refubirshed|COMPUTERS & NOTEBOOKS|yes|5319.05|reputation: green; products: 1; stock: 1; priceproduct: 5319.05; logistictype: Cross Docking; refurbished: is refubirshed; conditionproduct: new; Categories: COMPUTERS & NOTEBOOKS; regularprice: yes; Cluster:1|59|"[-0.00784631 -0.00852734  0.02173493 ... -0.01522894  0.03112442
  0.01194697]"|1
545|545|033389ff7c|1|1|199.0|red|Cross Docking|used|not refubirshed|ANTIQUES & HOBBIES|no|199.0|reputation: red; products: 1; stock: 1; priceproduct: 199.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: ANTIQUES & HOBBIES; regularprice: no; Cluster:2|60|"[-0.0211987  -0.00027098  0.02003734 ... -0.00027461  0.01384342
 -0.00030341]"|2
546|546|0335da3125|1|10|211.0|newbie|Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|21.1|reputation: newbie; products: 1; stock: 10; priceproduct: 21.1; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES; regularprice: no; Cluster:2|62|"[-0.02147017 -0.00085666 -0.00106786 ...  0.00058628  0.02187801
  0.00813507]"|2
547|547|03367ed9b9|2|200|706.34|green|DropShipping|new|not refubirshed|SPORTS,BEAUTY PROFESSIONAL|yes|3.53|reputation: green; products: 2; stock: 200; priceproduct: 3.53; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS,BEAUTY PROFESSIONAL; regularprice: yes; Cluster:3|61|"[ 0.01500839  0.0038859   0.01200231 ... -0.00047153  0.02558831
  0.01904826]"|3
548|548|033bf9e1db|5|17540|2395.89|green_gold|Cross Docking|new|not refubirshed|CPG PERSONAL CARE,CPG HOME CARE,BEAUTY PROFESSIONAL|yes|0.14|reputation: green_gold; products: 5; stock: 17540; priceproduct: 0.14; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: CPG PERSONAL CARE,CPG HOME CARE,BEAUTY PROFESSIONAL; regularprice: yes; Cluster:3|72|"[ 0.00090461  0.00498312  0.03935151 ... -0.00967932  0.03935151
  0.00890166]"|3
549|549|033dc577ba|3|17|4931.73|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|ACC MOTORCYCLES|yes,no|290.1|reputation: green_platinum; products: 3; stock: 17; priceproduct: 290.1; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: ACC MOTORCYCLES; regularprice: yes,no; Cluster:0|65|"[ 0.01676183 -0.00364574 -0.00012909 ...  0.00455485  0.02556663
  0.02248792]"|0
550|550|033e5901d9|1|1|990.0|newbie|Cross Docking|used|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|990.0|reputation: newbie; products: 1; stock: 1; priceproduct: 990.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: BOOKS, MULTIMEDIA & OTHER E!; regularprice: no; Cluster:2|62|"[-0.00811911  0.00962038 -0.00469529 ...  0.0039753   0.01982288
 -0.00034779]"|2
551|551|033e834557|1|1|561.6|green|Cross Docking|new|not refubirshed|ANTIQUES & HOBBIES|yes|561.6|reputation: green; products: 1; stock: 1; priceproduct: 561.6; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: ANTIQUES & HOBBIES; regularprice: yes; Cluster:1|60|"[-0.00542389 -0.00087232  0.02533994 ... -0.01237532  0.01454643
  0.00256656]"|1
552|552|034083b64e|1|67|86.4|green_silver|FulfilledbyMerchant|new|not refubirshed|SMARTPHONES & TABLETS|yes|1.29|reputation: green_silver; products: 1; stock: 67; priceproduct: 1.29; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: SMARTPHONES & TABLETS; regularprice: yes; Cluster:3|61|"[ 0.00659122 -0.00582095 -0.02398724 ...  0.0003792   0.01171225
  0.02325566]"|3
553|553|0341ed2fe6|2|5|1048.0|green_silver|Other|used|not refubirshed|GAMING|no|209.6|reputation: green_silver; products: 2; stock: 5; priceproduct: 209.6; logistictype: Other; refurbished: not refubirshed; conditionproduct: used; Categories: GAMING; regularprice: no; Cluster:3|54|"[ 0.00423654 -0.01048125  0.00917482 ...  0.0039342   0.02078332
  0.02775589]"|3
554|554|03468bb887|298|3218|183936.0|green_platinum|Cross Docking|new|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|57.16|reputation: green_platinum; products: 298; stock: 3218; priceproduct: 57.16; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: BOOKS, MULTIMEDIA & OTHER E!; regularprice: no; Cluster:0|65|"[ 0.01582324 -0.00865404  0.01242612 ... -0.01238112  0.02111765
  0.02417731]"|0
555|555|0346be0ef6|5|24|1516.0|green|Cross Docking|new|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|63.17|reputation: green; products: 5; stock: 24; priceproduct: 63.17; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: BOOKS, MULTIMEDIA & OTHER E!; regularprice: no; Cluster:1|62|"[-0.00153084  0.0201772   0.01520384 ... -0.01190321  0.02924276
  0.00447677]"|1
556|556|0346c6e9b6|10|565|6921.0|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|ACC TIRES,ACC MOTORCYCLES|no|12.25|reputation: green_platinum; products: 10; stock: 565; priceproduct: 12.25; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: ACC TIRES,ACC MOTORCYCLES; regularprice: no; Cluster:0|68|"[ 0.03508379 -0.02345946  0.01538868 ... -0.00025598  0.03427069
  0.01011106]"|0
557|557|0347f756c5|4|27|1041.0|green_gold|FulfilledbyMerchant,Cross Docking|new|not refubirshed|OTHER,DECOR|no|38.56|reputation: green_gold; products: 4; stock: 27; priceproduct: 38.56; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: OTHER,DECOR; regularprice: no; Cluster:3|62|"[-0.01437524  0.00219443  0.02461089 ... -0.01627129  0.02754183
  0.01040939]"|3
558|558|0349dd5508|1|500|1001.15|red|Cross Docking|new|not refubirshed|SPORTS|no|2.0|reputation: red; products: 1; stock: 500; priceproduct: 2.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS; regularprice: no; Cluster:1|54|"[-0.00354699  0.00321309  0.00355463 ...  0.0181948   0.03171878
  0.01473748]"|1
559|559|034a5636a4|2|60|1228.42|green|DropShipping|new|not refubirshed|HOUSEHOLD APPLIANCES,PET|no|20.47|reputation: green; products: 2; stock: 60; priceproduct: 20.47; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD APPLIANCES,PET; regularprice: no; Cluster:3|60|"[ 0.0168134  -0.00404832  0.01734895 ... -0.00380874  0.0223521
  0.00981604]"|3
560|560|034ac2ce0b|3|4|10558.0|green|Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|2639.5|reputation: green; products: 3; stock: 4; priceproduct: 2639.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES; regularprice: no; Cluster:1|63|"[-0.00717076  0.00415839  0.03163722 ... -0.00117148  0.02389527
  0.02328406]"|1
561|561|034afc2d48|3|154|693.92|green_gold|FulfilledbyMerchant,Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS,SPORTS|yes|4.51|reputation: green_gold; products: 3; stock: 154; priceproduct: 4.51; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD ITEMS,SPORTS; regularprice: yes; Cluster:3|65|"[-0.00252998  0.00478755  0.02126973 ... -0.00077896  0.03994232
  0.01506046]"|3
562|562|034f1b3ee1|3|132|6153.15|green_silver|DropShipping|new|not refubirshed|FOOTWEAR|yes|46.61|reputation: green_silver; products: 3; stock: 132; priceproduct: 46.61; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: FOOTWEAR; regularprice: yes; Cluster:3|56|"[ 0.02629155 -0.00820446  0.00727213 ...  0.00049306  0.01878993
  0.01376972]"|3
563|563|0351e56eab|1|1|1400.0|light_green|Cross Docking|new|not refubirshed|SPORTS|no|1400.0|reputation: light_green; products: 1; stock: 1; priceproduct: 1400.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS; regularprice: no; Cluster:1|56|"[ 0.00399711 -0.00025967  0.00551528 ...  0.00447016  0.03499855
  0.03077409]"|1
564|564|0351eb9f0f|1|1|550.0|orange|Cross Docking|new|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|550.0|reputation: orange; products: 1; stock: 1; priceproduct: 550.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: BOOKS, MULTIMEDIA & OTHER E!; regularprice: no; Cluster:2|62|"[-0.01205159  0.01323638 -0.00410901 ...  0.00349209  0.01601345
  0.00280349]"|2
565|565|03567fbed3|6|1140|1724.0|green_gold|FulfilledbyMerchant,Cross Docking|new|not refubirshed|SMARTPHONES & TABLETS|no|1.51|reputation: green_gold; products: 6; stock: 1140; priceproduct: 1.51; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: SMARTPHONES & TABLETS; regularprice: no; Cluster:3|65|"[-0.00062413  0.00352971  0.01357165 ... -0.00304552  0.03237037
  0.01968429]"|3
566|566|0357a46d1a|1|8|450.0|green|Cross Docking|new|not refubirshed|SPORTS|no|56.25|reputation: green; products: 1; stock: 8; priceproduct: 56.25; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS; regularprice: no; Cluster:1|54|[0.00331913 0.02004307 0.01403161 ... 0.00090813 0.03551156 0.028767  ]|1
567|567|03586b9c81|1|100|3752.5|green|Cross Docking|new|not refubirshed|ACC CARS & VANS|yes|37.52|reputation: green; products: 1; stock: 100; priceproduct: 37.52; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: ACC CARS & VANS; regularprice: yes; Cluster:1|58|"[-0.00973197 -0.00466354  0.01866889 ... -0.01053438  0.02343918
  0.01687267]"|1
568|568|035a578163|1|1|9500.0|newbie|Cross Docking|used|not refubirshed|MUSICAL INSTRUMENTS|no|9500.0|reputation: newbie; products: 1; stock: 1; priceproduct: 9500.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: MUSICAL INSTRUMENTS; regularprice: no; Cluster:2|60|"[-0.01783571 -0.00362429 -0.0124068  ...  0.00500031  0.01845229
 -0.00534244]"|2
