|Unnamed: 0|seller_nickname|products|stock|price|seller_reputation|Lt|condition|isrefu|category_id|regular_price1|pxp|mix|tokens|embedding|cluster
1433|1433|084080b3c5|1|9|487.0|green|Cross Docking|new|not refubirshed|DECOR|no|54.11|reputation: green; products: 1; stock: 9; priceproduct: 54.11; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: DECOR; regularprice: no; Cluster:1|54|"[ 0.00231017  0.00884507  0.03090175 ... -0.01439842  0.02185515
  0.01628686]"|1
1434|1434|0840c11f96|1|1|6699.0|newbie|DropShipping|new|not refubirshed|ANTIQUES & HOBBIES|no|6699.0|reputation: newbie; products: 1; stock: 1; priceproduct: 6699.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: ANTIQUES & HOBBIES; regularprice: no; Cluster:4|60|"[-0.00191395 -0.00605974 -0.01435321 ...  0.00225637  0.02026958
 -0.00171869]"|4
1435|1435|0840cab2c8|2|125|1360.88|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS,FURNITURE|yes|10.89|reputation: green_platinum; products: 2; stock: 125; priceproduct: 10.89; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD ITEMS,FURNITURE; regularprice: yes; Cluster:0|67|"[ 0.02357709 -0.01375576  0.02379812 ... -0.00672684  0.01302634
  0.01582612]"|0
1436|1436|08412a39c8|12|80|9445.0|green_gold|Cross Docking|new|not refubirshed|DECOR|no|118.06|reputation: green_gold; products: 12; stock: 80; priceproduct: 118.06; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: DECOR; regularprice: no; Cluster:1|55|"[-0.00266906  0.00750745  0.03979744 ... -0.01468931  0.04091806
  0.01289479]"|1
1437|1437|0842f51a7b|2|152|1682.0|green_gold|Cross Docking|new|not refubirshed|FOODS|no|11.07|reputation: green_gold; products: 2; stock: 152; priceproduct: 11.07; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: FOODS; regularprice: no; Cluster:1|55|"[-0.00963848 -0.02089564  0.03908367 ...  0.00715528  0.02845927
  0.0110585 ]"|1
1438|1438|084561da05|1|2|1500.0|newbie|Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS|no|750.0|reputation: newbie; products: 1; stock: 2; priceproduct: 750.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD ITEMS; regularprice: no; Cluster:2|56|"[-0.00709665 -0.00602826 -0.00131323 ...  0.00196429  0.01084716
  0.00627681]"|2
1439|1439|0845e2598b|1|32|405.0|green_gold|FulfilledbyMerchant|new|not refubirshed|TOOLS|yes|12.66|reputation: green_gold; products: 1; stock: 32; priceproduct: 12.66; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: TOOLS; regularprice: yes; Cluster:3|56|"[-0.00534456  0.01074965  0.0223163  ... -0.00744381  0.02882206
  0.01030332]"|3
1440|1440|0847dfa1f6|3|3|6647.0|yellow|Cross Docking|new|not refubirshed|ACC VEHICULAR MULTIMEDIA|no|2215.67|reputation: yellow; products: 3; stock: 3; priceproduct: 2215.67; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: ACC VEHICULAR MULTIMEDIA; regularprice: no; Cluster:1|61|"[-0.01792672 -0.01102659  0.00185918 ...  0.01296891  0.03301176
  0.01952893]"|1
1441|1441|084908010b|1|1500|49.0|green|Cross Docking|new|not refubirshed|PARTY|no|0.03|reputation: green; products: 1; stock: 1500; priceproduct: 0.03; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: PARTY; regularprice: no; Cluster:1|54|"[-0.00177074 -0.00789733  0.01542109 ... -0.00817377  0.02283278
  0.01721424]"|1
1442|1442|084b5a3e57|1|34|261.88|green_platinum|FulfilledbyMerchant|new|not refubirshed|SPORTS|yes|7.7|reputation: green_platinum; products: 1; stock: 34; priceproduct: 7.7; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS; regularprice: yes; Cluster:0|57|"[ 0.00813244  0.01091862 -0.01493743 ...  0.00998503  0.0366142
  0.02186641]"|0
1443|1443|084ba13705|1|867|240.0|red|Cross Docking|new|not refubirshed|FOODS|no|0.28|reputation: red; products: 1; stock: 867; priceproduct: 0.28; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: FOODS; regularprice: no; Cluster:1|54|"[-0.01195809 -0.01951608  0.02101272 ...  0.02087802  0.01761536
  0.00673859]"|1
1444|1444|084c634511|3|91|3560.0|green_silver|Cross Docking|new|not refubirshed|INDUSTRY,FOOTWEAR|no|39.12|reputation: green_silver; products: 3; stock: 91; priceproduct: 39.12; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: INDUSTRY,FOOTWEAR; regularprice: no; Cluster:1|63|"[ 0.00415526 -0.01199341  0.02463632 ... -0.00027446  0.01520396
  0.01935184]"|1
1445|1445|084d42e5ec|1|9|4000.0|newbie|Cross Docking|new|not refubirshed|HOUSEHOLD APPLIANCES|no|444.44|reputation: newbie; products: 1; stock: 9; priceproduct: 444.44; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD APPLIANCES; regularprice: no; Cluster:2|59|"[-0.00813566 -0.00867658 -0.00796023 ...  0.00477687  0.0203355
  0.02092028]"|2
1446|1446|084e898f10|11|383|11070.99|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|STATIONERY,HOUSEHOLD APPLIANCES,TOOLS,INDUSTRY,ACC MOTORCYCLES|yes,no|28.91|reputation: green_platinum; products: 11; stock: 383; priceproduct: 28.91; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: STATIONERY,HOUSEHOLD APPLIANCES,TOOLS,INDUSTRY,ACC MOTORCYCLES; regularprice: yes,no; Cluster:0|84|"[ 0.01186072 -0.00082397  0.02080671 ... -0.00128734  0.01804145
  0.02684544]"|0
1447|1447|084ed0a42b|2|3|1585.05|green_silver|Cross Docking|new|not refubirshed|TOYS AND GAMES,TEXTILES|yes,no|528.35|reputation: green_silver; products: 2; stock: 3; priceproduct: 528.35; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: TOYS AND GAMES,TEXTILES; regularprice: yes,no; Cluster:1|63|"[ 0.01009573 -0.00418678  0.01241492 ... -0.00235937  0.01633381
  0.02052824]"|1
1448|1448|084fd2cbf2|1|1|2300.0|newbie|Cross Docking|used|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|2300.0|reputation: newbie; products: 1; stock: 1; priceproduct: 2300.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: IT PERIPHERALS, PARTS & ACCESSORIES; regularprice: no; Cluster:2|63|"[-0.02850929 -0.00849512 -0.00259881 ...  0.00343243  0.01885339
  0.01988848]"|2
1449|1449|08512e9a84|14|20541|5012.09|green_gold|DropShipping|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES,HAIR,PET,TOYS AND GAMES,SPORTS,BEAUTY PERSONAL CARE,APPAREL ACCESSORIES,HOUSEHOLD ITEMS,FOOTWEAR|yes,no|0.24|reputation: green_gold; products: 14; stock: 20541; priceproduct: 0.24; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES,HAIR,PET,TOYS AND GAMES,SPORTS,BEAUTY PERSONAL CARE,APPAREL ACCESSORIES,HOUSEHOLD ITEMS,FOOTWEAR; regularprice: yes,no; Cluster:3|101|"[ 0.01092616  0.00733918  0.02656644 ... -0.00705281  0.03774226
  0.00713358]"|3
1450|1450|08521a3530|1|0|366.0|green_silver|Cross Docking|new|not refubirshed|FOODS|no|inf|reputation: green_silver; products: 1; stock: 0; priceproduct: inf; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: FOODS; regularprice: no; Cluster:1|53|"[-0.00710327 -0.01695595  0.01308009 ...  0.00969335  0.01164239
  0.01765257]"|1
1451|1451|085432c61f|1|1|2850.0|newbie|Cross Docking|used|not refubirshed|MUSICAL INSTRUMENTS|no|2850.0|reputation: newbie; products: 1; stock: 1; priceproduct: 2850.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: MUSICAL INSTRUMENTS; regularprice: no; Cluster:2|60|"[-0.02174992 -0.00782696 -0.01688818 ...  0.0066341   0.01474329
  0.00239136]"|2
1452|1452|08567a4999|1|1|600.0|green|Cross Docking|used|not refubirshed|TOYS AND GAMES|no|600.0|reputation: green; products: 1; stock: 1; priceproduct: 600.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: TOYS AND GAMES; regularprice: no; Cluster:1|57|"[ 0.00900463  0.00065071  0.01610429 ... -0.00456093  0.02886757
  0.015313  ]"|1
1453|1453|085890379e|4|336|794.7|green_platinum|FulfilledbyMerchant|new|not refubirshed|HOUSEHOLD ITEMS,DECOR,HOUSEHOLD APPLIANCES,HABERDASHERY|yes|2.37|reputation: green_platinum; products: 4; stock: 336; priceproduct: 2.37; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD ITEMS,DECOR,HOUSEHOLD APPLIANCES,HABERDASHERY; regularprice: yes; Cluster:0|77|"[ 0.01638605 -0.00830354  0.01455146 ... -0.00828881  0.01799223
  0.00688155]"|0
1454|1454|0859d260c9|2|4|478.0|green|Cross Docking|new|not refubirshed|CONSTRUCTION|no|119.5|reputation: green; products: 2; stock: 4; priceproduct: 119.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: CONSTRUCTION; regularprice: no; Cluster:1|54|"[-0.0024421   0.00932069  0.02850518 ... -0.01117015  0.01605801
  0.01723227]"|1
1455|1455|085c90d912|1|1|469.0|green|Cross Docking|new|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|469.0|reputation: green; products: 1; stock: 1; priceproduct: 469.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: BOOKS, MULTIMEDIA & OTHER E!; regularprice: no; Cluster:1|62|"[-0.00333834  0.01134923  0.02325392 ... -0.01065117  0.02633142
  0.00536311]"|1
1456|1456|085f6f3e1c|1|1|195000.0|newbie|DropShipping|used|not refubirshed|SPORTS|no|195000.0|reputation: newbie; products: 1; stock: 1; priceproduct: 195000.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; Categories: SPORTS; regularprice: no; Cluster:4|54|"[ 0.00676906  0.01616952 -0.04260075 ...  0.01460094  0.02885006
  0.00901564]"|4
1457|1457|0860f36ef1|2|59|500.0|green_silver|Cross Docking|new|not refubirshed|SPORTS|no|8.47|reputation: green_silver; products: 2; stock: 59; priceproduct: 8.47; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS; regularprice: no; Cluster:1|56|[0.00815881 0.00398669 0.00166699 ... 0.00076674 0.02492144 0.03352527]|1
1458|1458|086669783e|1|187|196.98|green_platinum|FulfilledbyMerchant|new|not refubirshed|AUDIO & GENERAL ELECTRONICS|yes|1.05|reputation: green_platinum; products: 1; stock: 187; priceproduct: 1.05; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: AUDIO & GENERAL ELECTRONICS; regularprice: yes; Cluster:0|61|"[-0.00061966 -0.01057607 -0.02030486 ... -0.01252331  0.02788573
  0.02202913]"|0
1459|1459|08698a8731|1|6|179.0|green|Cross Docking|new|not refubirshed|SPORTS|no|29.83|reputation: green; products: 1; stock: 6; priceproduct: 29.83; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS; regularprice: no; Cluster:1|54|[0.00826139 0.01885198 0.00874179 ... 0.00594311 0.03377343 0.0251845 ]|1
1460|1460|086fbd4acd|17|355|2292.75|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|BEAUTY PERSONAL CARE,FOODS,DRINKS|yes,no|6.46|reputation: green_platinum; products: 17; stock: 355; priceproduct: 6.46; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: BEAUTY PERSONAL CARE,FOODS,DRINKS; regularprice: yes,no; Cluster:0|74|"[ 0.00711885 -0.00740436  0.01836251 ... -0.00163696  0.0157028
  0.01525952]"|0
1461|1461|087099473b|1|1|410.0|red|Other|new|not refubirshed|PET|no|410.0|reputation: red; products: 1; stock: 1; priceproduct: 410.0; logistictype: Other; refurbished: not refubirshed; conditionproduct: new; Categories: PET; regularprice: no; Cluster:2|51|"[-0.02087517 -0.01585133  0.00970275 ...  0.0094778   0.03425207
  0.00138437]"|2
1462|1462|0873ab59a2|1|12|297.0|green|Cross Docking|new|not refubirshed|HEALTH|no|24.75|reputation: green; products: 1; stock: 12; priceproduct: 24.75; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HEALTH; regularprice: no; Cluster:1|53|"[-0.00041918  0.01438878  0.02842025 ... -0.00472678  0.02448995
  0.01508849]"|1
1463|1463|0877265910|12|17586|9859.95|green_gold|DropShipping,Cross Docking|new|not refubirshed|HOUSEHOLD APPLIANCES,APPAREL,TOYS AND GAMES,SMARTPHONES & TABLETS,ANTIQUES & HOBBIES,ACC CARS & VANS,SPORTS,BABY,ACC MOTORCYCLES|yes,no|0.56|reputation: green_gold; products: 12; stock: 17586; priceproduct: 0.56; logistictype: DropShipping,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD APPLIANCES,APPAREL,TOYS AND GAMES,SMARTPHONES & TABLETS,ANTIQUES & HOBBIES,ACC CARS & VANS,SPORTS,BABY,ACC MOTORCYCLES; regularprice: yes,no; Cluster:3|109|"[ 0.02065139  0.01577393  0.02180775 ... -0.00010852  0.0356396
  0.00981423]"|3
1464|1464|0879f17512|1|5|480.0|green|Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS|no|96.0|reputation: green; products: 1; stock: 5; priceproduct: 96.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD ITEMS; regularprice: no; Cluster:1|56|"[ 0.00705415  0.01190342  0.01695047 ... -0.00882684  0.02099397
  0.00816758]"|1
1465|1465|087ab83b70|3|390|1536.0|green_gold|Cross Docking|new|not refubirshed|APPAREL ACCESSORIES|no|3.94|reputation: green_gold; products: 3; stock: 390; priceproduct: 3.94; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL ACCESSORIES; regularprice: no; Cluster:1|58|"[ 0.00102579 -0.00172455  0.02693868 ... -0.00155247  0.05393821
  0.01975909]"|1
1466|1466|087ad2b682|1|17|106.62|green_gold|FulfilledbyMerchant|new|not refubirshed|LIGHTING|yes|6.27|reputation: green_gold; products: 1; stock: 17; priceproduct: 6.27; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: LIGHTING; regularprice: yes; Cluster:3|56|"[-0.01172326 -0.00566513  0.01122645 ... -0.0170992   0.0294824
  0.00732611]"|3
1467|1467|087d62ce48|25|59|47083.0|green|Other,Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES,OTHER,HOME OUTDOORS,CONSTRUCTION,TOOLS,FURNITURE,SPORTS,INDUSTRY,HOUSEHOLD ITEMS,LIGHTING|no|798.02|reputation: green; products: 25; stock: 59; priceproduct: 798.02; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES,OTHER,HOME OUTDOORS,CONSTRUCTION,TOOLS,FURNITURE,SPORTS,INDUSTRY,HOUSEHOLD ITEMS,LIGHTING; regularprice: no; Cluster:1|96|"[-0.00372801 -0.00026668  0.02452001 ... -0.01394159  0.0206383
  0.01702326]"|1
1468|1468|087f5ddfba|1|2|550.0|green_silver|Cross Docking|new|not refubirshed|HABERDASHERY|no|275.0|reputation: green_silver; products: 1; stock: 2; priceproduct: 275.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HABERDASHERY; regularprice: no; Cluster:1|61|"[ 0.00409306 -0.00374579  0.02553383 ... -0.00906014  0.01371897
 -0.00632883]"|1
1469|1469|0880339105|5|54|1990.4|green_gold|FulfilledbyMerchant,Cross Docking|new|not refubirshed|FRAGRANCES & MAKE UP,APPAREL ACCESSORIES,FOODS|yes|36.86|reputation: green_gold; products: 5; stock: 54; priceproduct: 36.86; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: FRAGRANCES & MAKE UP,APPAREL ACCESSORIES,FOODS; regularprice: yes; Cluster:3|74|"[-0.00851091  0.00200376  0.01995253 ... -0.00893275  0.03058006
  0.00666441]"|3
1470|1470|088116ec5a|1|1|10000.0|newbie|Other|used|not refubirshed|OTHER|no|10000.0|reputation: newbie; products: 1; stock: 1; priceproduct: 10000.0; logistictype: Other; refurbished: not refubirshed; conditionproduct: used; Categories: OTHER; regularprice: no; Cluster:4|52|"[-0.01948302 -0.00926632 -0.00490417 ...  0.01217689  0.0268337
 -0.00057682]"|4
1471|1471|0883600441|2|62|524.0|yellow|Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|8.45|reputation: yellow; products: 2; stock: 62; priceproduct: 8.45; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES; regularprice: no; Cluster:1|62|"[-0.02377196 -0.00423666  0.00637322 ... -0.00253033  0.02959098
  0.01938217]"|1
1472|1472|08839d6f57|1|12|379.0|yellow|Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|31.58|reputation: yellow; products: 1; stock: 12; priceproduct: 31.58; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES; regularprice: no; Cluster:1|62|"[-0.02476589 -0.00286509  0.00882231 ... -0.00063068  0.03667312
  0.01613098]"|1
1473|1473|08880db064|1|4|450.0|green|Cross Docking|new|not refubirshed|OTHER|no|112.5|reputation: green; products: 1; stock: 4; priceproduct: 112.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: OTHER; regularprice: no; Cluster:1|53|"[-0.01193647  0.0067045   0.02531573 ... -0.01085066  0.02216242
  0.01372136]"|1
1474|1474|0889a57773|1|1|9499.0|newbie|DropShipping|used|not refubirshed|FURNITURE|no|9499.0|reputation: newbie; products: 1; stock: 1; priceproduct: 9499.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; Categories: FURNITURE; regularprice: no; Cluster:4|56|"[-0.01290633 -0.003075   -0.01436442 ...  0.00053912  0.01694858
 -0.0039448 ]"|4
1475|1475|08918d357b|5|13|15877.34|green_platinum|Cross Docking|new|not refubirshed|ACC MOTORCYCLES|yes,no|1221.33|reputation: green_platinum; products: 5; stock: 13; priceproduct: 1221.33; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: ACC MOTORCYCLES; regularprice: yes,no; Cluster:0|61|"[ 0.02356162  0.00433086 -0.00692278 ... -0.00416245  0.03007804
  0.022683  ]"|0
1476|1476|08936a9b71|3|179|2770.73|green|DropShipping,Cross Docking|new|not refubirshed|HEALTH|yes,no|15.48|reputation: green; products: 3; stock: 179; priceproduct: 15.48; logistictype: DropShipping,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: HEALTH; regularprice: yes,no; Cluster:3|57|"[ 0.00108338  0.01125037  0.02530971 ... -0.00417341  0.01906596
  0.01889132]"|3
1477|1477|08944ec79f|2|2|1400.0|green|Cross Docking|new|not refubirshed|STATIONERY|no|700.0|reputation: green; products: 2; stock: 2; priceproduct: 700.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: STATIONERY; regularprice: no; Cluster:1|55|"[-0.00800457  0.00188082  0.03518754 ... -0.00465761  0.01603876
  0.0259908 ]"|1
1478|1478|0898f73abb|9|10299|6181.95|green_silver|DropShipping|new|not refubirshed|MUSICAL INSTRUMENTS,TOYS AND GAMES,APPAREL,ACC CARS & VANS,PARTY,APPAREL ACCESSORIES|yes,no|0.6|reputation: green_silver; products: 9; stock: 10299; priceproduct: 0.6; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: MUSICAL INSTRUMENTS,TOYS AND GAMES,APPAREL,ACC CARS & VANS,PARTY,APPAREL ACCESSORIES; regularprice: yes,no; Cluster:3|88|"[ 0.01945754 -0.00251682 -0.0072929  ...  0.00334288  0.0274937
  0.00574748]"|3
1479|1479|08990a843b|2|702|5398.0|newbie|Other|new|not refubirshed|OTHER|no|7.69|reputation: newbie; products: 2; stock: 702; priceproduct: 7.69; logistictype: Other; refurbished: not refubirshed; conditionproduct: new; Categories: OTHER; regularprice: no; Cluster:4|51|"[-0.03317763 -0.01507802 -0.02071732 ...  0.01012681  0.01841373
  0.00654054]"|4
1480|1480|089c027e83|1|235|201.09|green_platinum|FulfilledbyMerchant|new|not refubirshed|APPAREL|yes|0.86|reputation: green_platinum; products: 1; stock: 235; priceproduct: 0.86; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL; regularprice: yes; Cluster:0|58|"[ 0.01899236 -0.01333075 -0.01162399 ... -0.00291728  0.03215018
  0.013233  ]"|0
1481|1481|089c104a23|12|6108|6803.56|green_gold|DropShipping,Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES,HOUSEHOLD APPLIANCES,APPAREL,SPORTS,AUDIO & GENERAL ELECTRONICS,PARTY,FOOTWEAR|yes|1.11|reputation: green_gold; products: 12; stock: 6108; priceproduct: 1.11; logistictype: DropShipping,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES,HOUSEHOLD APPLIANCES,APPAREL,SPORTS,AUDIO & GENERAL ELECTRONICS,PARTY,FOOTWEAR; regularprice: yes; Cluster:3|97|"[ 0.01257384  0.00543383  0.04026597 ... -0.00561187  0.04400474
  0.00331964]"|3
1482|1482|089c1d5737|3|899|536.5|green_platinum|FulfilledbyMerchant|new|not refubirshed|HOUSEHOLD ITEMS,PARTY,SMARTPHONES & TABLETS|yes|0.6|reputation: green_platinum; products: 3; stock: 899; priceproduct: 0.6; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD ITEMS,PARTY,SMARTPHONES & TABLETS; regularprice: yes; Cluster:0|69|"[ 0.01617164 -0.0167451  -0.01400682 ...  0.01359823  0.01870921
  0.02498863]"|0
1483|1483|08a00d6a3b|1|73|549.0|green_gold|Cross Docking|new|not refubirshed|CPG HOME CARE|no|7.52|reputation: green_gold; products: 1; stock: 73; priceproduct: 7.52; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: CPG HOME CARE; regularprice: no; Cluster:1|57|"[ 0.00093125 -0.00116537  0.03692699 ... -0.00373639  0.03574168
  0.00704728]"|1
1484|1484|08a03a4593|3|297|1124.0|green_silver|Cross Docking|new|not refubirshed|ACC CARS & VANS,INDUSTRY|no|3.78|reputation: green_silver; products: 3; stock: 297; priceproduct: 3.78; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: ACC CARS & VANS,INDUSTRY; regularprice: no; Cluster:1|65|"[-0.01500859 -0.01583128  0.01149547 ...  0.00137208  0.01467506
  0.03367853]"|1
1485|1485|08a2aa4b54|6|8122|5674.400000000001|green_platinum|Cross Docking|new|not refubirshed|APPAREL,HEALTH,INDUSTRY|yes,no|0.7|reputation: green_platinum; products: 6; stock: 8122; priceproduct: 0.7; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL,HEALTH,INDUSTRY; regularprice: yes,no; Cluster:0|67|"[ 0.01117307 -0.01026694  0.02286832 ...  0.00133616  0.03191429
  0.02008849]"|0
1486|1486|08a2e39fd4|4|385|4523.0|green_gold|Cross Docking|new|not refubirshed|SPORTS,TOYS AND GAMES,BABY|no|11.75|reputation: green_gold; products: 4; stock: 385; priceproduct: 11.75; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS,TOYS AND GAMES,BABY; regularprice: no; Cluster:3|64|[0.00799464 0.01772851 0.01224042 ... 0.01392119 0.04931244 0.02722853]|3
1487|1487|08a37e2dfe|1|95|155.0|green|Other|used|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|1.63|reputation: green; products: 1; stock: 95; priceproduct: 1.63; logistictype: Other; refurbished: not refubirshed; conditionproduct: used; Categories: BOOKS, MULTIMEDIA & OTHER E!; regularprice: no; Cluster:3|60|"[-0.00225413  0.01181727  0.01506409 ... -0.00875326  0.02509707
  0.00624867]"|3
1488|1488|08a401ee21|2|2|4400.0|red|Cross Docking|used|not refubirshed|ACC CARS & VANS|no|2200.0|reputation: red; products: 2; stock: 2; priceproduct: 2200.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: ACC CARS & VANS; regularprice: no; Cluster:2|59|"[-0.01884174 -0.0107118   0.01484566 ...  0.00778183  0.01137902
  0.00976898]"|2
1489|1489|08a4ec6b59|2|8|664.0|yellow|Cross Docking|new|not refubirshed|TOYS AND GAMES|no|83.0|reputation: yellow; products: 2; stock: 8; priceproduct: 83.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: TOYS AND GAMES; regularprice: no; Cluster:1|57|"[-0.01005275  0.00651485 -0.00407682 ...  0.00715644  0.02478357
  0.02529684]"|1
1490|1490|08a70988a9|1|5|349.0|green|Cross Docking|new|not refubirshed|STATIONERY|no|69.8|reputation: green; products: 1; stock: 5; priceproduct: 69.8; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: STATIONERY; regularprice: no; Cluster:1|55|"[-0.00244829  0.01569229  0.02731621 ... -0.00166277  0.01431195
  0.02390169]"|1
1491|1491|08a819f350|4|4|1840.0|green|Cross Docking|used|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|460.0|reputation: green; products: 4; stock: 4; priceproduct: 460.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: BOOKS, MULTIMEDIA & OTHER E!; regularprice: no; Cluster:1|62|"[-3.85691646e-06  1.52664110e-02  1.79978292e-02 ... -8.59289337e-03
  2.31506117e-02  6.51110988e-03]"|1
1492|1492|08aa053e5c|1|13|389.0|green|DropShipping|new|not refubirshed|MUSICAL INSTRUMENTS|no|29.92|reputation: green; products: 1; stock: 13; priceproduct: 29.92; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: MUSICAL INSTRUMENTS; regularprice: no; Cluster:3|58|"[ 0.01489388  0.00109832  0.00130898 ... -0.00929787  0.02461668
  0.0048542 ]"|3
1493|1493|08aa535e10|5|34|3747.01|green_gold|FulfilledbyMerchant,Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES,AUDIO & GENERAL ELECTRONICS|yes,no|110.21|reputation: green_gold; products: 5; stock: 34; priceproduct: 110.21; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES,AUDIO & GENERAL ELECTRONICS; regularprice: yes,no; Cluster:3|76|"[-0.02134363  0.00569854  0.01212975 ... -0.02186167  0.03886849
  0.00669023]"|3
