|Unnamed: 0|seller_nickname|products|stock|price|seller_reputation|Lt|condition|isrefu|category_id|regular_price1|pxp|mix|tokens|totalcat|embedding|cluster
346|346|0218afc974|1|3|298.0|newbie|Cross Docking|new|not refubirshed|CPG HOME CARE|no|99.33|reputation: newbie; products: 1; stock: 3; priceproduct: 99.33; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[-0.01578639 -0.00429058 -0.00395769 ... -0.00305889  0.02004738
  0.01979586]"|2
347|347|021a88c003|2|17|4869.0|green|DropShipping|new|not refubirshed|MUSICAL INSTRUMENTS|no|286.41|reputation: green; products: 2; stock: 17; priceproduct: 286.41; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:3|54|1|"[ 0.00901655  0.00091489  0.00885593 ... -0.00841788  0.02003354
  0.01405414]"|3
348|348|021e8c4803|2|3|798.0|green|Cross Docking|used|not refubirshed|GAMING,ANTIQUES & HOBBIES|no|266.0|reputation: green; products: 2; stock: 3; priceproduct: 266.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 2; regularprice: no; Cluster:1|55|2|"[-0.00504456  0.00022894  0.0260715  ... -0.00127308  0.0149022
  0.02338205]"|1
349|349|021ece5f55|1|1|1997.0|green|Cross Docking|used|not refubirshed|DECOR|no|1997.0|reputation: green; products: 1; stock: 1; priceproduct: 1997.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.02550508  0.01086411  0.01879401 ... -0.01136067  0.02696466
  0.00589852]"|1
350|350|021ee23921|1|1|4874.0|green|Cross Docking|new|not refubirshed|MUSICAL INSTRUMENTS|no|4874.0|reputation: green; products: 1; stock: 1; priceproduct: 4874.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.01087583  0.00145054  0.01941741 ... -0.01257076  0.02475497
  0.01894164]"|1
351|351|021ee39b5b|4|6|2993.92|green_silver|Cross Docking|new|not refubirshed|SPORTS|yes|498.99|reputation: green_silver; products: 4; stock: 6; priceproduct: 498.99; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|57|1|"[-0.00319399 -0.00127079  0.0077155  ... -0.01161106  0.02046876
  0.02723116]"|1
352|352|021ffc6f09|1|32|729.53|green_platinum|FulfilledbyMerchant|new|not refubirshed|ACC CARS & VANS|yes|22.8|reputation: green_platinum; products: 1; stock: 32; priceproduct: 22.8; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:0|58|1|"[ 0.00946238 -0.00949244  0.00046598 ... -0.00618174  0.02111937
  0.01805293]"|0
353|353|02207775bd|1|0|679.0|green|Cross Docking|new|not refubirshed|FOODS|no|inf|reputation: green; products: 1; stock: 0; priceproduct: inf; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|52|1|"[-0.00901162  0.01062946  0.01994123 ... -0.00891645  0.01645664
  0.02434821]"|1
354|354|0221edce16|1|11|319.0|green|Cross Docking|new|not refubirshed|OTHER|no|29.0|reputation: green; products: 1; stock: 11; priceproduct: 29.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00822564  0.00558883  0.02667213 ... -0.00771385  0.02116859
  0.01094774]"|1
355|355|02222b8a8e|31|703|4596.92|green_platinum|FulfilledbyMerchant|new|not refubirshed|BEAUTY PROFESSIONAL,OTHER,TOYS AND GAMES,ANTIQUES & HOBBIES,INDUSTRY,HOUSEHOLD ITEMS,PARTY,APPAREL ACCESSORIES,DECOR,HEALTH,HABERDASHERY|yes,no|6.54|reputation: green_platinum; products: 31; stock: 703; priceproduct: 6.54; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 11; regularprice: yes,no; Cluster:0|59|11|"[ 0.00319562 -0.01697707  0.01178921 ... -0.00230932  0.01891774
  0.0140737 ]"|0
356|356|02236d483a|1|5|153.3|green_silver|Cross Docking|new|not refubirshed|HEALTH|yes|30.66|reputation: green_silver; products: 1; stock: 5; priceproduct: 30.66; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|57|1|"[-0.00670958 -0.00248266  0.01111357 ... -0.00946348  0.02222713
  0.01770636]"|1
357|357|0223e08171|3|17|1505.0|green|Cross Docking|new|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|yes,no|88.53|reputation: green; products: 3; stock: 17; priceproduct: 88.53; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes,no; Cluster:1|56|2|"[-0.01318916  0.00220322  0.02447691 ... -0.00694921  0.02245477
  0.02121735]"|1
358|358|0225a58608|1|1|23000.0|newbie|Other|used|not refubirshed|SPORTS|no|23000.0|reputation: newbie; products: 1; stock: 1; priceproduct: 23000.0; logistictype: Other; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|54|1|"[-0.020591   -0.00914567 -0.01278427 ...  0.00734907  0.02537186
  0.00647913]"|2
359|359|0225d658e6|1|180|249.0|green_gold|Cross Docking|new|not refubirshed|ACC CARS & VANS|no|1.38|reputation: green_gold; products: 1; stock: 180; priceproduct: 1.38; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.01676991  0.00257162  0.02643781 ... -0.01473858  0.03295944
  0.02057292]"|1
360|360|022765c1c2|7|7|10698.0|green|Cross Docking|used|not refubirshed|GAMING|no|1528.29|reputation: green; products: 7; stock: 7; priceproduct: 1528.29; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.00958699  0.01214253  0.02692924 ... -0.00608973  0.02518615
  0.0200012 ]"|1
361|361|0228976d80|4|2800|2466.57|green|DropShipping|new|not refubirshed|ANTIQUES & HOBBIES,PARTY,MANICURE & PEDICURE,FOOTWEAR|yes|0.88|reputation: green; products: 4; stock: 2800; priceproduct: 0.88; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 4; regularprice: yes; Cluster:3|55|4|"[ 0.00661238 -0.00422911  0.00816169 ... -0.00741669  0.03223165
  0.01908102]"|3
362|362|022a6e1c5e|2|627|795.94|green|DropShipping|new|not refubirshed|SPORTS,INDUSTRY|no|1.27|reputation: green; products: 2; stock: 627; priceproduct: 1.27; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:3|54|2|"[ 0.01667969 -0.00363639  0.0100151  ... -0.0117559   0.01997192
  0.01829667]"|3
363|363|022b41b343|1|20|1700.0|green|Cross Docking|new|not refubirshed|DECOR|no|85.0|reputation: green; products: 1; stock: 20; priceproduct: 85.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00801198  0.01023631  0.01640443 ... -0.01154603  0.02181892
  0.01536544]"|1
364|364|022f11227a|2|5|2218.2|yellow|Cross Docking|new|not refubirshed|TOYS AND GAMES|yes,no|443.64|reputation: yellow; products: 2; stock: 5; priceproduct: 443.64; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes,no; Cluster:1|56|1|"[-2.40485538e-02 -1.00485899e-03 -2.78421794e-05 ... -4.99499030e-03
  3.01438794e-02  1.70003604e-02]"|1
365|365|0230ad8450|1|130|841.64|green_platinum|FulfilledbyMerchant|new|not refubirshed|ANTIQUES & HOBBIES|yes|6.47|reputation: green_platinum; products: 1; stock: 130; priceproduct: 6.47; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:0|58|1|"[ 0.00771875 -0.01395428  0.00244427 ... -0.00212644  0.02825666
  0.0189639 ]"|0
366|366|02320fa93f|1|26|3500.0|newbie|DropShipping|new|not refubirshed|FURNITURE|no|134.62|reputation: newbie; products: 1; stock: 26; priceproduct: 134.62; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|54|1|"[ 0.00730366 -0.00531506 -0.02477937 ...  0.00028879  0.01903533
  0.0086815 ]"|2
367|367|0233fa2e39|1|19|1190.0|green_gold|Cross Docking|new|not refubirshed|SPORTS|no|62.63|reputation: green_gold; products: 1; stock: 19; priceproduct: 62.63; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.00677705 -0.00083587  0.02692808 ... -0.01038697  0.03197146
  0.01441718]"|1
368|368|0235936b94|1|0|599.0|green|Cross Docking|new|not refubirshed|GAMING|no|inf|reputation: green; products: 1; stock: 0; priceproduct: inf; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|52|1|"[-0.00901162  0.01062946  0.01994123 ... -0.00891645  0.01645664
  0.02434821]"|1
369|369|023679826b|1|25|1399.0|green_silver|Cross Docking|new|not refubirshed|SPORTS|no|55.96|reputation: green_silver; products: 1; stock: 25; priceproduct: 55.96; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[ 0.00267621 -0.00798756  0.0082787  ... -0.01434029  0.01740841
  0.01824449]"|1
370|370|0237192a93|6|90|2471.38|green_gold|FulfilledbyMerchant,DropShipping|new|not refubirshed|FRAGRANCES & MAKE UP,HEALTH,BEAUTY PROFESSIONAL,HAIR|yes,no|27.46|reputation: green_gold; products: 6; stock: 90; priceproduct: 27.46; logistictype: FulfilledbyMerchant,DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 4; regularprice: yes,no; Cluster:3|61|4|"[-4.81917616e-03  7.20991011e-05  2.25689393e-02 ... -4.45047580e-03
  3.66465934e-02  5.01283724e-03]"|3
371|371|0237a83a59|2|3|28571.25|green|Cross Docking|used,new|not refubirshed,is refubirshed|COMPUTERS & NOTEBOOKS|yes,no|9523.75|reputation: green; products: 2; stock: 3; priceproduct: 9523.75; logistictype: Cross Docking; refurbished: not refubirshed,is refubirshed; conditionproduct: used,new; totalCategories: 1; regularprice: yes,no; Cluster:1|63|1|"[-0.0048281  -0.00149815  0.0327872  ... -0.00519484  0.02259413
  0.01657508]"|1
372|372|023829d439|1|6|1399.0|newbie|Cross Docking|new|not refubirshed|FOOTWEAR|no|233.17|reputation: newbie; products: 1; stock: 6; priceproduct: 233.17; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[-0.01234987 -0.00195608 -0.00196543 ...  0.00430488  0.01798248
  0.01852106]"|2
373|373|023af3fe6f|1|1|10950.0|green|Other|new|not refubirshed|ACC CARS & VANS|no|10950.0|reputation: green; products: 1; stock: 1; priceproduct: 10950.0; logistictype: Other; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:3|54|1|"[-0.00710332 -0.00027499  0.02404316 ... -0.00614041  0.03173163
  0.00554044]"|3
374|374|023b9fe67c|2|168|2326.5|green_silver|Cross Docking|new|not refubirshed|SPORTS,ANTIQUES & HOBBIES|no|13.85|reputation: green_silver; products: 2; stock: 168; priceproduct: 13.85; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|57|2|"[ 0.00371349 -0.01058362  0.01627001 ... -0.00782524  0.01471381
  0.03327756]"|1
375|375|023c5ae948|1|1|550.0|orange|Cross Docking|used|not refubirshed|AUDIO & GENERAL ELECTRONICS|no|550.0|reputation: orange; products: 1; stock: 1; priceproduct: 550.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.02544519  0.00749496 -0.00328799 ...  0.00451204  0.01218024
  0.01138932]"|1
376|376|023d612567|3|6|2699.5|green_gold|Cross Docking|new|not refubirshed|ACC VEHICULAR MULTIMEDIA,ACC CARS & VANS|yes,no|449.92|reputation: green_gold; products: 3; stock: 6; priceproduct: 449.92; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes,no; Cluster:1|57|2|"[-0.01503109 -0.00688124  0.02695601 ... -0.00460159  0.03573631
  0.01543858]"|1
377|377|023fa48c3e|5|140|4599.0|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|SPORTS,FOOTWEAR|no|32.85|reputation: green_platinum; products: 5; stock: 140; priceproduct: 32.85; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:0|62|2|"[ 8.94134399e-03  6.11151336e-05  1.99509831e-03 ... -1.12386160e-02
  2.25523058e-02  2.13511176e-02]"|0
378|378|0240810279|1|164|239.81|green_platinum|FulfilledbyMerchant|new|not refubirshed|ACC CARS & VANS|yes|1.46|reputation: green_platinum; products: 1; stock: 164; priceproduct: 1.46; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:0|58|1|"[ 8.38916469e-03 -1.52253443e-02 -7.17256407e-05 ... -6.94656326e-03
  2.30968464e-02  1.67478789e-02]"|0
379|379|02424ccc39|1|1|120.0|green|Cross Docking|new|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|120.0|reputation: green; products: 1; stock: 1; priceproduct: 120.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|55|2|"[-0.00249347  0.00437869  0.02519486 ... -0.01351348  0.02265926
  0.01708971]"|1
380|380|0242efca08|3|5|2314.16|green_silver|FulfilledbyMerchant,DropShipping|new|not refubirshed|APPAREL,HEALTH|yes,no|462.83|reputation: green_silver; products: 3; stock: 5; priceproduct: 462.83; logistictype: FulfilledbyMerchant,DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes,no; Cluster:3|62|2|"[ 0.005494   -0.01511777  0.00035357 ... -0.00108527  0.01552556
  0.02007795]"|3
381|381|0243f568d1|3|3|15798.0|green|Cross Docking|used|not refubirshed|ACC CARS & VANS|no|5266.0|reputation: green; products: 3; stock: 3; priceproduct: 5266.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-9.06622689e-03  8.37843108e-04  2.99573187e-02 ... -5.90054988e-05
  2.27997713e-02  1.71482898e-02]"|1
382|382|0244547748|2|7|1833.0|green_platinum|Cross Docking|new|not refubirshed|STATIONERY,CPG HOME CARE|no|261.86|reputation: green_platinum; products: 2; stock: 7; priceproduct: 261.86; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:0|57|2|"[ 0.00735046 -0.01132509  0.01613807 ... -0.0044462   0.01694647
  0.02790479]"|0
383|383|0244c93d11|3|124|1306.0|yellow|Cross Docking|new|not refubirshed|APPAREL|no|10.53|reputation: yellow; products: 3; stock: 124; priceproduct: 10.53; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.01823246 -0.0003778   0.00882946 ...  0.00140083  0.03426132
  0.01598359]"|1
384|384|02463abc22|1|1499|295.55|green_silver|DropShipping|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|yes|0.2|reputation: green_silver; products: 1; stock: 1499; priceproduct: 0.2; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes; Cluster:3|57|2|"[ 0.01748103 -0.014956    0.00378942 ... -0.00713809  0.01607657
  0.01697304]"|3
385|385|02468d3cd8|1|1|8600.0|green|Cross Docking|used|not refubirshed|MUSICAL INSTRUMENTS|no|8600.0|reputation: green; products: 1; stock: 1; priceproduct: 8600.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[ 0.00063389  0.00039255  0.03140049 ... -0.00263106  0.02013467
  0.01532572]"|1
386|386|02498fca33|1|25|1050.0|green|Cross Docking|new|not refubirshed|TELEVISIONS & STREAMING DEVICES|no|42.0|reputation: green; products: 1; stock: 25; priceproduct: 42.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00664641  0.00379638  0.01682247 ... -0.01392859  0.01900018
  0.01492245]"|1
387|387|024a764a96|8|99|20226.2|green_platinum|Cross Docking|new|not refubirshed|ACC TIRES|yes|204.31|reputation: green_platinum; products: 8; stock: 99; priceproduct: 204.31; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:0|57|1|"[ 0.00300282 -0.00959997  0.01822035 ... -0.01148379  0.02702158
  0.03167839]"|0
388|388|024aaa5497|1|1|450.0|green|Other|used|not refubirshed|GAMING|no|450.0|reputation: green; products: 1; stock: 1; priceproduct: 450.0; logistictype: Other; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:3|53|1|"[-0.00709273 -0.00365343  0.01088704 ... -0.00580792  0.0294228
  0.00690865]"|3
389|389|024b183647|1|0|104.94|green|FulfilledbyMerchant|new|not refubirshed|HEALTH|yes|inf|reputation: green; products: 1; stock: 0; priceproduct: inf; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:3|53|1|"[-0.01625697  0.00438394  0.00479919 ... -0.00842981  0.01909385
  0.00902512]"|3
390|390|024c42153c|2|12|1498.0|green|Cross Docking|new|not refubirshed|APPAREL|no|124.83|reputation: green; products: 2; stock: 12; priceproduct: 124.83; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[ 0.00078149  0.00339697  0.02661145 ... -0.00859081  0.02188911
  0.02506704]"|1
391|391|024cb8374c|1|30|295.45|green|Cross Docking|new|not refubirshed|SPORTS|yes|9.85|reputation: green; products: 1; stock: 30; priceproduct: 9.85; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|55|1|"[-0.00644769  0.01128158  0.021122   ... -0.00974284  0.02669148
  0.01114647]"|1
392|392|024fdf4ae3|1|10|145.91|green_silver|FulfilledbyMerchant|new|not refubirshed|CONSTRUCTION|yes|14.59|reputation: green_silver; products: 1; stock: 10; priceproduct: 14.59; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:3|58|1|"[ 0.0005769  -0.00937925 -0.00049967 ... -0.00630122  0.02160206
  0.00918571]"|3
393|393|02501f8e46|1|1|3650.0|newbie|DropShipping|new|not refubirshed|ACC MOTORCYCLES|no|3650.0|reputation: newbie; products: 1; stock: 1; priceproduct: 3650.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[-0.00020066 -0.00870762 -0.02153481 ...  0.00175026  0.01653778
  0.00712002]"|2
