,seller_nickname,stock,price,regular_price,Products,total_amount,regular_total_amount,Kmeans,AgC
19237bc740,,4,2499.0,0.0,1,9996.0,0.0,,
19247aeba3,,1,600.0,0.0,1,600.0,0.0,,
1925c2a775,,1,350.0,0.0,1,350.0,0.0,,
1926d619c3,,3,917.0,0.0,3,2751.0,0.0,,
192b1c8f0c,,602,2299.0,0.0,1,1383998.0,0.0,,
192baa26cc,,2,229.46,298.0,1,458.92,68379.08,,
192f574cb0,,200,1197.75,1910.44,1,239550.0,2288229.5100000002,,
19308e870c,,2,850.0,0.0,1,1700.0,0.0,,
1931962d0c,,2,1188.0,0.0,2,2376.0,0.0,,
1931da41c4,,5,4157.360000000001,4498.0,2,20786.800000000003,18699805.28,,
19325de23f,,19996,9058.0,0.0,2,181123768.0,0.0,,
19356ef507,,2,855.0,0.0,1,1710.0,0.0,,
1935bedd9e,,1,350.0,0.0,1,350.0,0.0,,
1935fcc1e9,,113,1565.0,0.0,5,176845.0,0.0,,
1937cc9229,,1,823.0,0.0,1,823.0,0.0,,
193aaa5c11,,5,5250.0,0.0,1,26250.0,0.0,,
193ca4c42d,,1,999.99,0.0,1,999.99,0.0,,
193dff993c,,1,1600.0,0.0,1,1600.0,0.0,,
193f9d0ad3,,1,15000.0,0.0,1,15000.0,0.0,,
193fcf8eb9,,10,1604.55,1689.0,1,16045.5,2710084.9499999997,,
194119044a,,15,395.0,0.0,1,5925.0,0.0,,
1941e3893a,,2,2590.0,0.0,1,5180.0,0.0,,
19433db681,,1,10000.0,0.0,1,10000.0,0.0,,
1947359ae9,,30,2350.0,0.0,2,70500.0,0.0,,
19476255fa,,6,12000.0,0.0,2,72000.0,0.0,,
1947821f3b,,515,5302.98,8492.52,4,2731034.6999999997,45035663.7096,,
194b0fa402,,39,3767.0,0.0,5,146913.0,0.0,,
194b23ffff,,4950,23870.78,27442.0,47,118160361.0,655061944.76,,
194e370e93,,1,1282.5,1350.0,1,1282.5,1731375.0,,
194e62453b,,7000,550.0,0.0,1,3850000.0,0.0,,
195158caa3,,49830,977.0,0.0,3,48683910.0,0.0,,
1953b66402,,1,119.0,0.0,1,119.0,0.0,,
19565c5823,,99990,334.09,0.0,1,33405659.099999998,0.0,,
1956d5ad0e,,1042,127025.38,61970.0,82,132360445.96000001,7871762798.6,,
195767e73c,,1,399.9,0.0,1,399.9,0.0,,
1958377bf1,,15,1347.0,0.0,3,20205.0,0.0,,
1958da513d,,120,1250.0,0.0,4,150000.0,0.0,,
195ad9c1ee,,101,98.8,120.0,1,9978.8,11856.0,,
195bd0f510,,2994,909.85,0.0,3,2724090.9,0.0,,
195e43f285,,184,718.88,411.53,2,132273.92,295840.6864,,
195fe59362,,58,193.23,205.58,1,11207.34,39724.2234,,
195fedf429,,188,32214.15,26437.0,30,6056260.2,851645483.5500001,,
195ff67c8a,,173,638.01,1251.0,1,110375.73,798150.51,,
196075f5d5,,104,1450.0,0.0,1,150800.0,0.0,,
196387285a,,7,1700.0,0.0,1,11900.0,0.0,,
196414099d,,0,1620.5,0.0,1,0.0,0.0,,
1964b0e6e5,,15,3990.0,0.0,1,59850.0,0.0,,
196526777e,,1,8250.0,0.0,1,8250.0,0.0,,
196588eef8,,59,8645.91,12065.369999999999,5,510108.69,104316103.13669999,,
19676faa56,,1,3700.0,0.0,1,3700.0,0.0,,
19677842d5,,1,1399.0,0.0,1,1399.0,0.0,,
196a812533,,13,5746.2,0.0,4,74700.59999999999,0.0,,
1971507813,,34,44.0,112.0,1,1496.0,4928.0,,
19719b3e1b,,2196,8426.87,9914.94,8,18505406.520000003,83551910.4378,,
1971be7bd4,,141,357.0,0.0,3,50337.0,0.0,,
1971c35e5b,,11,170.0,0.0,1,1870.0,0.0,,
19741fdd45,,20,862.15,297.0,2,17243.0,256058.55,,
1975d9cf5d,,196,289.0,0.0,1,56644.0,0.0,,
197756cbf2,,9998,725.04,0.0,2,7248949.92,0.0,,
1977ce18cf,,475,330.0,0.0,1,156750.0,0.0,,
1978f179aa,,54,763.0,0.0,1,41202.0,0.0,,
197c8ff358,,2,275.0,0.0,1,550.0,0.0,,
197ca6b181,,1,2350.0,0.0,1,2350.0,0.0,,
197d0c971d,,1,3000.0,0.0,1,3000.0,0.0,,
197f49bb4f,,1,4500.0,0.0,1,4500.0,0.0,,
19834da498,,1196,567.91,668.18,1,679220.36,379466.1037999999,,
198641af9c,,65,945.0,0.0,5,61425.0,0.0,,
198775887c,,2,2850.0,0.0,2,5700.0,0.0,,
198786c908,,25,1452.77,1259.98,3,36319.25,1830461.1446,,
1987acf63c,,20,260.0,0.0,1,5200.0,0.0,,
19881b26d6,,8,380.0,0.0,1,3040.0,0.0,,
19881d47a5,,161,55.0,0.0,1,8855.0,0.0,,
19888ab29d,,1,2350.0,0.0,1,2350.0,0.0,,
1988c1c7a6,,499,381.23,423.59,1,190233.77000000002,161485.2157,,
1988fe20e0,,1,1500.0,0.0,1,1500.0,0.0,,
19898f1bd1,,8,585.0,0.0,2,4680.0,0.0,,
198990380b,,1,1850.0,0.0,1,1850.0,0.0,,
1989fb9896,,5,947.0,0.0,2,4735.0,0.0,,
198ad120ae,,41,179.0,0.0,1,7339.0,0.0,,
198b0434fd,,1,1000000.0,0.0,1,1000000.0,0.0,,
198b64faa9,,246,4596.0,0.0,4,1130616.0,0.0,,
199147bfbf,,5998,640.0,0.0,1,3838720.0,0.0,,
199194a8ee,,8,540.0,0.0,1,4320.0,0.0,,
1991a33b02,,9,4200.0,0.0,1,37800.0,0.0,,
19925d97ae,,145,247.72,392.0,3,35919.4,97106.24,,
1992ac175b,,89,357168.0,0.0,32,31787952.0,0.0,,
1992c44425,,21,99.5,199.0,1,2089.5,19800.5,,
1994799786,,1,10900.0,0.0,1,10900.0,0.0,,
199784b98e,,10,1231.0,0.0,2,12310.0,0.0,,
19978fca58,,56,2100.0,0.0,1,117600.0,0.0,,
1997adfc44,,81,1030.0,0.0,3,83430.0,0.0,,
1999998084,,1,20000.0,0.0,1,20000.0,0.0,,
199af1349d,,10,1499.0,0.0,1,14990.0,0.0,,
199c6b08bc,,14,273.11,374.12,1,3823.54,102175.91320000001,,
199cb4be18,,444,2402.0,0.0,6,1066488.0,0.0,,
199d01ed85,,1,900.0,0.0,1,900.0,0.0,,
199dc75953,,100,1099.0,0.0,1,109900.0,0.0,,
199f3d4fea,,36,2396.91,1587.0,6,86288.76,3803896.17,,
19a1ecc793,,2583,298.0,596.0,1,769734.0,177608.0,,
19a22e2db7,,16864,37768.74,40455.45,51,636932031.36,1527951372.633,,
19a2a19825,,1,1100.0,0.0,1,1100.0,0.0,,
19a327691d,,1,5000.0,0.0,1,5000.0,0.0,,
19a3281944,,49,399.0,0.0,1,19551.0,0.0,,
19a3532b17,,22,589.24,1683.54,1,12963.28,992009.1096,,
19a368ab3e,,17314,88617.21,50231.0,233,1534318373.94,4451331075.51,,
19a4cbba76,,1,995.0,0.0,1,995.0,0.0,,
19a9f838c9,,647,600.0,0.0,1,388200.0,0.0,,
19aa398b01,,0,2390.0,0.0,2,0.0,0.0,,
19aaad6efb,,123,207.64,280.59,1,25539.719999999998,58261.707599999994,,
19aafb4976,,1,2300.0,0.0,1,2300.0,0.0,,
19aca20fff,,37,511.5,0.0,4,18925.5,0.0,,
19add83a24,,1,850.0,0.0,1,850.0,0.0,,
19af1a3a27,,1,3000.0,0.0,1,3000.0,0.0,,
19b274c063,,6,43800.0,0.0,2,262800.0,0.0,,
19b2ee9381,,1,1500.0,0.0,1,1500.0,0.0,,
19b357d912,,120,183.13,538.73,1,21975.6,98657.6249,,
19b5b1fd03,,3,250.0,0.0,1,750.0,0.0,,
19b80b4e96,,4,588.0,0.0,2,2352.0,0.0,,
19b9abe935,,742,1170.62,2394.36,6,868600.0399999999,2802885.7032,,
19ba0088ae,,20,167.7,260.0,2,3354.0,43602.0,,
19bb9d38df,,30,417.28,439.25,1,12518.4,183290.24,,
19bd665fc8,,1,800.0,0.0,1,800.0,0.0,,
19bdb5b667,,2,1127.06,1199.0,1,2254.12,1351344.94,,
19be1eb774,,1,600.0,0.0,1,600.0,0.0,,
19bec9aa7b,,1,650.0,0.0,1,650.0,0.0,,
19c1c97496,,17,4299.0,0.0,1,73083.0,0.0,,
19c1e8be31,,4482,4239.0,0.0,6,18999198.0,0.0,,
19c66d377a,,1,439.0,0.0,1,439.0,0.0,,
19c6cf4b7c,,58,199.43,259.0,1,11566.94,51652.37,,
19c7260f1b,,1,470.0,0.0,1,470.0,0.0,,
19c7a8f1d0,,10,2023.5,2698.0,2,20235.0,5459403.0,,
19c7e00909,,1,90000.0,0.0,1,90000.0,0.0,,
19c8363101,,5,5580.0,0.0,5,27900.0,0.0,,
19c8911633,,21,4360.37,1084.95,3,91567.77,4730783.4315,,
19c8cedb11,,5,8500.0,0.0,1,42500.0,0.0,,
19c928ec77,,0,1010.12,0.0,1,0.0,0.0,,
19cc2dff7f,,1,45000.0,0.0,1,45000.0,0.0,,
19d1a4f3c0,,1,219.0,0.0,1,219.0,0.0,,
19d3f16861,,98,1039.2,1299.0,1,101841.6,1349920.8,,
19d508f0e2,,9,23600.85,20923.0,6,212407.65,493800584.54999995,,
19d5a66ec5,,249,1922.39,716.0,11,478675.11000000004,1376431.24,,
19d64d7b1c,,1,14500.0,0.0,1,14500.0,0.0,,
19d68ca4f6,,1510,747.6800000000001,2199.82,2,1128996.8,1644761.4176000003,,
19d977ea77,,200,515.91,0.0,1,103182.0,0.0,,
19da072845,,97,2359.0,0.0,4,228823.0,0.0,,
19dab359de,,1,849.0,0.0,1,849.0,0.0,,
19de8c8bb7,,35,12219.689999999999,15712.09,5,427689.14999999997,191996869.05209997,,
19deb490a4,,1,165.45,295.46,1,165.45,48883.856999999996,,
19def4d405,,1,100000.0,0.0,1,100000.0,0.0,,
19dfd2d447,,13,4788.0,0.0,6,62244.0,0.0,,
19e007489f,,4,3279.99,0.0,4,13119.96,0.0,,
19e5418427,,1,700.0,0.0,1,700.0,0.0,,
19e93f0931,,87,301.57,495.0,2,26236.59,149277.15,,
19eb2bc06e,,27,43.92,48.8,1,1185.8400000000001,2143.296,,
19ee2731a2,,0,1300.0,0.0,1,0.0,0.0,,
19eefa052d,,8,344.0,0.0,2,2752.0,0.0,,
19ef9d0250,,46,4444.55,6172.98,1,204449.30000000002,27436118.259,,
19efba32c1,,11,608.25,315.0,2,6690.75,191598.75,,
19f144d262,,18,13894.0,0.0,3,250092.0,0.0,,
19f2fb4ed0,,4,676.3,134.0,2,2705.2,90624.2,,
19f5592d35,,300,1014.05,1411.3700000000001,2,304215.0,1431199.7485,,
19f64ca9f0,,1,132999.0,0.0,1,132999.0,0.0,,
19f7fc3b4c,,3,202.64,298.0,1,607.92,60386.719999999994,,
19fa7231d5,,20,1130.52,1524.0,4,22610.4,1722912.48,,
1a01cc7d30,,3,3300.0,0.0,1,9900.0,0.0,,
1a01e53b07,,3,1000.0,0.0,1,3000.0,0.0,,
1a0284c15d,,100,470.0,0.0,1,47000.0,0.0,,
1a0487d47d,,983,224.66,0.0,1,220840.78,0.0,,
1a04b470b6,,2,7098.0,0.0,2,14196.0,0.0,,
1a068fa873,,100,6191.12,4548.82,3,619112.0,28162290.4784,,
1a076f9138,,46,4728.0,0.0,6,217488.0,0.0,,
1a07eaa825,,23,115.2,192.0,1,2649.6,22118.4,,
1a0942c4fc,,383,55.37,149.65,1,21206.71,8286.120499999999,,
1a0a7dc1d8,,1,3199.0,0.0,1,3199.0,0.0,,
1a0b8bf15f,,47,212.0,0.0,2,9964.0,0.0,,
1a0bd18840,,45,5360.6,4948.0,8,241227.00000000003,26524248.8,,
1a0c101aee,,627,1366.88,1733.0,5,857033.7600000001,2368803.04,,
1a0c4026e2,,4,1199.0,0.0,1,4796.0,0.0,,
1a0db232ab,,256,1966.38,2069.63,2,503393.28,4069679.0394000006,,
1a0f2a8c59,,297,1045.0,0.0,2,310365.0,0.0,,
1a1283df54,,196,1101.78,0.0,2,215948.88,0.0,,
1a140b9d21,,4842,12910.0,0.0,5,62510220.0,0.0,,
1a14841826,,10,355.41,0.0,1,3554.1000000000004,0.0,,
1a154fd350,,3,1621.0,0.0,3,4863.0,0.0,,
1a16ab500e,,2,925.0,0.0,1,1850.0,0.0,,
1a189cfab1,,100,2200.0,0.0,1,220000.0,0.0,,
1a190b3446,,88,759.05,799.0,1,66796.4,606480.95,,
1a1a2cd64f,,1,4400.0,0.0,1,4400.0,0.0,,
1a1a3f414f,,63,1141.0,0.0,5,71883.0,0.0,,
1a1eae5b55,,23,112.73,150.31,1,2592.79,16944.4463,,
1a1fa88388,,4,999.0,0.0,1,3996.0,0.0,,
1a20472ff0,,2,790.0,0.0,1,1580.0,0.0,,
1a2591f546,,4,227.05,239.0,1,908.2,54264.950000000004,,
1a2593e2fa,,2470,1423.0,0.0,6,3514810.0,0.0,,
1a25d5b91a,,29,190.0,0.0,1,5510.0,0.0,,
1a260e36b0,,45,4335.0,0.0,7,195075.0,0.0,,
1a272d15d1,,29,550.0,0.0,1,15950.0,0.0,,
1a279731df,,154,4040.0,0.0,8,622160.0,0.0,,
1a2a26c64c,,193,14881.0,0.0,51,2872033.0,0.0,,
1a2e5317bc,,1796,6364.7300000000005,2548.5,9,11431055.08,16220514.405000001,,
1a2eff8599,,1113,1980.41,2406.9,3,2204196.33,4766648.829000001,,
1a2f633324,,47,269.0,0.0,1,12643.0,0.0,,
1a30e8a680,,73,531.05,650.0,1,38766.649999999994,345182.49999999994,,
1a348a4a2d,,93,650.0,0.0,1,60450.0,0.0,,
1a348a7ce2,,1,5000.0,0.0,1,5000.0,0.0,,
1a364126f8,,1,2380.0,0.0,1,2380.0,0.0,,
1a376a1adf,,900,1019.85,1073.54,2,917865.0,1094849.769,,
1a3901b883,,170,615.0,0.0,4,104550.0,0.0,,
1a392ba096,,1141,433.0,0.0,4,494053.0,0.0,,
1a39d5068a,,9,837.0,0.0,3,7533.0,0.0,,
1a3a21b3b2,,6,280.0,0.0,1,1680.0,0.0,,
1a3fb96eff,,1,1800.0,0.0,1,1800.0,0.0,,
1a3fe59e29,,303,13476.69,16683.0,18,4083437.0700000003,224831619.27,,
1a4164b1d0,,1,1250.0,0.0,1,1250.0,0.0,,
1a477912a4,,1,800.0,0.0,1,800.0,0.0,,
1a479bc1e3,,111,62779.0,33290.0,7,6968469.0,2089912910.0,,
1a4826f407,,344,25394.0,0.0,6,8735536.0,0.0,,
1a4a7a13cf,,12,726.0,0.0,2,8712.0,0.0,,
1a4b3cc18b,,1,6550.0,0.0,1,6550.0,0.0,,
1a4d50b0e0,,1,17000.0,0.0,1,17000.0,0.0,,
1a4fe60d6a,,1,3500.0,0.0,1,3500.0,0.0,,
1a50bbee32,,2,3198.0,0.0,2,6396.0,0.0,,
1a53c9fa7f,,6,1399.0,0.0,1,8394.0,0.0,,
1a5448a0d5,,52,159.0,0.0,1,8268.0,0.0,,
1a55869154,,59,3761.0,0.0,6,221899.0,0.0,,
1a56fc2f5e,,5,158.07,243.18,1,790.3499999999999,38439.4626,,
1a58b1d183,,1,750.0,0.0,1,750.0,0.0,,
1a59e364fe,,1353,750.0,0.0,2,1014750.0,0.0,,
1a59fe230f,,1119,135088.72,170518.0,7,151164277.68,23035058356.96,,
1a6029e920,,85,1086.0,0.0,3,92310.0,0.0,,
1a60d93d3c,,4,787.0,0.0,2,3148.0,0.0,,
1a64d509e3,,140,330.0,0.0,3,46200.0,0.0,,
1a655132f2,,4,619.0,0.0,1,2476.0,0.0,,
1a664ecc54,,2837,1409.88,1532.77,4,3999829.5600000005,2161021.7676000004,,
1a68681bc3,,37,899.0,0.0,1,33263.0,0.0,,
1a69e90893,,885005,413480.0,0.0,65,365931867400.0,0.0,,
1a6b814323,,16130,4370.860000000001,0.0,11,70501971.80000001,0.0,,
1a6bfcadea,,32,645.12,768.0,1,20643.84,495452.16000000003,,
1a6c3db1d4,,1,2600.0,0.0,1,2600.0,0.0,,
1a6e029e88,,15,6716.0,0.0,7,100740.0,0.0,,
1a6ed57978,,1,6999.0,0.0,1,6999.0,0.0,,
1a7009e530,,2000,561.18,0.0,1,1122360.0,0.0,,
1a71289386,,500,1991.25,0.0,5,995625.0,0.0,,
1a713ea2fe,,26,2349.9700000000003,4099.97,3,61099.22000000001,9634806.500900002,,
1a72bd5c1c,,1568,2985.13,2416.99,5,4680683.84,7215029.3587,,
1a72cb3a2a,,10,9077.2,2099.0,3,90772.0,19053042.8,,
1a73625036,,3879,1813.5,1330.0,4,7034566.5,2411955.0,,
1a73d5f0c6,,50,18000.0,0.0,1,900000.0,0.0,,
1a73e47957,,490,5428.16,9480.0,7,2659798.4,51458956.8,,
1a74d2c011,,210,1240.91,389.9,2,260591.1,483830.809,,
1a7539723e,,1,10000.0,0.0,1,10000.0,0.0,,
1a760bee93,,21978,559.31,0.0,1,12292515.18,0.0,,
1a786cf398,,1,23000.0,0.0,1,23000.0,0.0,,
1a796cc605,,220,3865.1,3469.12,11,850322.0,13408495.712,,
1a797bcb86,,10,3500.0,0.0,1,35000.0,0.0,,
1a7b44eef0,,32,1488.0,0.0,3,47616.0,0.0,,
1a7b83f3bc,,1,1290.0,0.0,1,1290.0,0.0,,
1a7be93471,,78,2101.63,2613.22,7,163927.14,5492021.5486,,
1a7c77f0ee,,10,5593.09,0.0,1,55930.9,0.0,,
1a7d0a6c4f,,25,279.0,0.0,1,6975.0,0.0,,
1a7ddf793e,,0,232.0,0.0,1,0.0,0.0,,
1a7eaf4198,,7,4146.0,0.0,7,29022.0,0.0,,
1a8143e261,,591,2000.0,0.0,1,1182000.0,0.0,,
1a825879e4,,500,1431.95,1473.6599999999999,3,715975.0,2110207.437,,
1a83a7c59e,,1,8999.0,0.0,1,8999.0,0.0,,
1a85623487,,3,248.0,0.0,2,744.0,0.0,,
1a86341c7d,,1,1975.0,0.0,1,1975.0,0.0,,
1a874e10d5,,144,6135.45,4091.0,3,883504.7999999999,25100125.95,,
1a87c9e436,,7,2694.0,0.0,2,18858.0,0.0,,
1a88543b1d,,24,10447.06,0.0,3,250729.44,0.0,,
1a889e6af0,,30,2569.75,2705.0,6,77092.5,6951173.75,,
1a88e536c7,,396,2030.54,2137.53,3,804093.84,4340340.166200001,,
1a89031ddb,,2,358.0,0.0,1,716.0,0.0,,
1a89668c2a,,1,3200.0,0.0,1,3200.0,0.0,,
1a8a920c0e,,40,11677.33,0.0,2,467093.2,0.0,,
1a8aa5fa15,,25,22982.0,0.0,5,574550.0,0.0,,
1a8d509859,,1,5699.0,0.0,1,5699.0,0.0,,
1a8e071859,,1568,965.2,1016.0,3,1513433.6,980643.2000000001,,
1a91c8ea23,,676,3754.81,3609.35,16,2538251.56,13552423.4735,,
1a91c96556,,454,11393.52,0.0,5,5172658.08,0.0,,
1a91cbf69e,,1,500.0,0.0,1,500.0,0.0,,
1a92413d53,,2,3490.0,0.0,2,6980.0,0.0,,
1a92f4fd0a,,30,1103.0,0.0,5,33090.0,0.0,,
1a92f8b935,,30,699.0,0.0,1,20970.0,0.0,,
1a938ee657,,45,680.0,0.0,1,30600.0,0.0,,
1a9516d591,,1,503.5,530.0,1,503.5,266855.0,,
1a98147759,,561,759.52,755.0,5,426090.72,573437.6,,
1a9ad3e00f,,2,634.5,110.0,3,1269.0,69795.0,,
1a9dbb7005,,2,2600.0,0.0,2,5200.0,0.0,,
1a9eb7dad5,,37,2742.0,0.0,1,101454.0,0.0,,
1a9fc45e2d,,1,650.0,0.0,1,650.0,0.0,,
1aa6f96fdd,,583,4402.27,7089.2,8,2566523.41,31208572.484,,
1aabdc601b,,198,355.41,0.0,1,70371.18000000001,0.0,,
1aad4c62a7,,109,2838.1,298.0,6,309352.89999999997,845753.7999999999,,
1ab0111047,,8,910.0,0.0,1,7280.0,0.0,,
1ab28f4ce4,,1,130.0,0.0,1,130.0,0.0,,
1ab2b6dfba,,825,678.0,0.0,2,559350.0,0.0,,
1ab32c53e9,,132,230.0,0.0,1,30360.0,0.0,,
1ab4c11251,,1,0.0,0.0,1,0.0,0.0,,
1ab4f9fcee,,2,99.0,0.0,1,198.0,0.0,,
1ab8efafed,,5,517.12,689.5,1,2585.6,356554.24,,
1ab9dc0711,,60,15610.0,0.0,12,936600.0,0.0,,
1abb6a7ee0,,3,22609.15,26599.0,1,67827.45000000001,601380780.85,,
1abb6e192f,,19,89.7,115.0,1,1704.3,10315.5,,
1abbc9fb71,,10,4959.89,0.0,4,49598.9,0.0,,
1abcef488b,,12,1298.0,0.0,2,15576.0,0.0,,
1abd0a0cea,,1,2030.0,0.0,1,2030.0,0.0,,
1ac29bb40c,,47,259.13,159.0,2,12179.11,41201.67,,
1ac360f4b0,,18,888.0,0.0,2,15984.0,0.0,,
1ac3bf0ca9,,0,2119.0,0.0,1,0.0,0.0,,
1ac6286f6e,,2,13500.0,0.0,1,27000.0,0.0,,
1ac71f0bf9,,1,1950.0,0.0,1,1950.0,0.0,,
1ac7e61dd4,,3,1366.1,1438.0,3,4098.299999999999,1964451.7999999998,,
1ac84429fe,,80,1604.22,1838.61,2,128337.6,2949534.9342,,
1ac8c0f0c1,,1,499.0,0.0,1,499.0,0.0,,
1acb377350,,4,4400.0,0.0,2,17600.0,0.0,,
1acb89f846,,116,6861.700000000001,8246.0,2,795957.2000000001,56581578.2,,
1acc4e31ee,,1,5500.0,0.0,1,5500.0,0.0,,
1ace507d7a,,98,1100.0,0.0,1,107800.0,0.0,,
1ace6e6709,,169,1183.0,720.0,3,199927.0,851760.0,,
1aceb77252,,49508,1543.0,0.0,7,76390844.0,0.0,,
1acee3416c,,1,2700.0,0.0,1,2700.0,0.0,,
1ad01f58ee,,2,499.79999999999995,0.0,2,999.5999999999999,0.0,,
1ad427a27c,,1,125.0,0.0,1,125.0,0.0,,
1ad8ee57bf,,2,5400.0,0.0,1,10800.0,0.0,,
1adb708450,,100,79.0,0.0,1,7900.0,0.0,,
1adf84bee7,,528,1450.0,0.0,2,765600.0,0.0,,
1adfb131fe,,600,923.1400000000001,1387.79,3,553884.0000000001,1281124.4606,,
1ae1eba106,,1,700.0,0.0,1,700.0,0.0,,
1ae224363d,,20,6000.0,0.0,1,120000.0,0.0,,
1ae4e80bef,,1,35000.0,0.0,1,35000.0,0.0,,
1ae577b9e2,,815,2058.0,0.0,4,1677270.0,0.0,,
1ae643d810,,1,550.0,0.0,1,550.0,0.0,,
1ae672b0fa,,9,889.0,0.0,1,8001.0,0.0,,
1ae937239c,,254,1165.1399999999999,1997.0,3,295945.55999999994,2326784.5799999996,,
1ae9eb26a9,,3,6997.0,0.0,3,20991.0,0.0,,
1ae9ffd5b8,,11,1050.0,0.0,1,11550.0,0.0,,
1aeb30167a,,45,15304.0,0.0,7,688680.0,0.0,,
1aeb79bdc7,,3,4548.0,0.0,3,13644.0,0.0,,
1aeda30123,,97,465.0,0.0,1,45105.0,0.0,,
1aee119dee,,2,1341.4099999999999,1497.0,2,2682.8199999999997,2008090.7699999998,,
1aee78aeb8,,1,525.0,0.0,1,525.0,0.0,,
1aeea6ab59,,1,600.0,0.0,1,600.0,0.0,,
1af0077b10,,170,23878.0,0.0,11,4059260.0,0.0,,
1af0453d1a,,5,699.0,0.0,1,3495.0,0.0,,
1af07c1a10,,21,1705.24,2197.96,5,35810.04,3748049.3104000003,,
1af12592bc,,4278,2236.08,2353.7799999999997,9,9565950.24,5263240.3824,,
1af450b6f7,,119,585.0,650.0,1,69615.0,380250.0,,
1af6b002e0,,37,1557.07,1499.0,2,57611.59,2334047.9299999997,,
1af7b452be,,1,45000.0,0.0,1,45000.0,0.0,,
1af7bea77f,,65,963.18,1051.28,5,62606.7,1012571.8703999999,,
1af98c0934,,2,2480.0,0.0,2,4960.0,0.0,,
1af9d3d868,,24253,4094.01,0.0,9,99292024.53,0.0,,
1afa4e4124,,125,407.55,429.0,1,50943.75,174838.95,,
1afa844aa7,,21,2889.0,0.0,11,60669.0,0.0,,
1afaca9621,,5465,9183.4,10804.0,7,50187281.0,99217453.6,,
1afb88f760,,48,1857.1299999999999,3198.36,4,89142.23999999999,5939770.306799999,,
1aff0a1f52,,2689,673.42,0.0,1,1810826.38,0.0,,
1b01087e3d,,41,522.99,0.0,3,21442.59,0.0,,
1b01e6af01,,13,20546.0,0.0,10,267098.0,0.0,,
1b02074888,,24279,6393.15,1697.0,6,155219288.85,10849175.549999999,,
1b04e28689,,108,4913.13,1528.0,8,530618.04,7507262.640000001,,
1b0674d2f3,,114,238.5,467.65,1,27189.0,111534.525,,
1b0728a80a,,1,12499.0,0.0,1,12499.0,0.0,,
1b073c08de,,0,292.0,0.0,1,0.0,0.0,,
1b07b7608d,,137,579.89,794.63,2,79444.93,460797.99069999997,,
1b0874c931,,21,10811.8,0.0,4,227047.8,0.0,,
1b09141e55,,19,790.46,0.0,2,15018.740000000002,0.0,,
1b0b3f97ad,,8,8991.0,9990.0,2,71928.0,89820090.0,,
1b0bd58aae,,1,2500.0,0.0,1,2500.0,0.0,,
1b0cbc6f7f,,1,2299.0,0.0,1,2299.0,0.0,,
1b0cbf7769,,3,767.0,0.0,2,2301.0,0.0,,
1b0d695206,,1102,8915.73,13205.0,7,9825134.459999999,117732214.64999999,,
1b0f46178e,,17,475.32,720.18,1,8080.44,342315.95759999997,,
1b0f9d73f1,,1,1690.0,0.0,1,1690.0,0.0,,
1b0fb7c689,,46,19946.65,0.0,12,917545.9,0.0,,
1b0fc4b439,,29,154.32,280.59,1,4475.28,43300.648799999995,,
1b10730dc7,,34,9834.85,13063.0,3,334384.9,128472645.55000001,,
1b13307e6d,,4,175.25,95.0,2,701.0,16648.75,,
1b134be041,,50,10498.0,0.0,1,524900.0,0.0,,
1b136ff460,,7,926.25,975.0,1,6483.75,903093.75,,
1b17884902,,3,375.0,0.0,1,1125.0,0.0,,
1b196c532f,,117,27888.0,0.0,19,3262896.0,0.0,,
1b1a7b21ec,,10,298.0,0.0,1,2980.0,0.0,,
1b1c2b0805,,100,85.0,0.0,1,8500.0,0.0,,
1b1e269bdd,,20,157.09,196.37,1,3141.8,30847.763300000002,,
1b1e8c0b07,,25,1448.8,0.0,3,36220.0,0.0,,
1b234e2d02,,1,11000.0,0.0,1,11000.0,0.0,,
1b23895ee7,,127,478.38,597.98,2,60754.26,286061.6724,,
1b245e838c,,33,472.2,0.0,1,15582.6,0.0,,
1b248985d3,,2,1368.0,0.0,2,2736.0,0.0,,
1b2946f476,,5,2607.69,0.0,1,13038.45,0.0,,
1b2acf0fd2,,183,6104.0,0.0,4,1117032.0,0.0,,
1b2cfe13b8,,295,1439.0,0.0,1,424505.0,0.0,,
1b2f1a476c,,34,158.95,289.0,1,5404.299999999999,45936.549999999996,,
1b30f8680e,,2,730.0,0.0,2,1460.0,0.0,,
1b31b7ae48,,9,7348.0,0.0,10,66132.0,0.0,,
1b31e1527e,,665,679.78,790.7,1,452053.69999999995,537502.046,,
1b3308d0cc,,166,35.75,65.0,1,5934.5,2323.75,,
1b333c3de7,,2,40600.0,0.0,2,81200.0,0.0,,
1b37baf4f3,,41,491.0,0.0,1,20131.0,0.0,,
1b39261eb9,,9,454.0,0.0,2,4086.0,0.0,,
1b3a1062cd,,10,19674.0,0.0,3,196740.0,0.0,,
1b3abde099,,1,3289.0,0.0,1,3289.0,0.0,,
1b3c7b513f,,38,20856.0,25400.0,4,792528.0,529742400.0,,
1b3c8ebd3b,,5,298.9,0.0,1,1494.5,0.0,,
1b405db4ce,,48,268.75,285.0,2,12900.0,76593.75,,
1b40955dcf,,1,50000.0,0.0,1,50000.0,0.0,,
1b42e34f6f,,2,8999.0,0.0,2,17998.0,0.0,,
1b44d174d6,,2,1760.0,0.0,2,3520.0,0.0,,
1b44d606c0,,5,3313.0,0.0,5,16565.0,0.0,,
