seller_nickname,stock,price,regular_price,Products,total_amount,regular_total_amount,Kmeans,AgC
6588c9ced0,169,261.0,450.0,3,44109.0,117450.0,1,3
659327e46c,4028,6299.1,7255.0,7,25372774.8,45699970.5,0,2
6593cf293b,75,2271.8199999999997,4242.0,4,170386.49999999997,9637060.44,1,1
659a0b18c0,3,999.18,1098.0,1,2997.54,1097099.64,1,3
659ab4e335,684,1138.26,1225.05,2,778569.84,1394425.413,1,3
659bb70f81,48,258.14,561.18,1,12390.72,144863.00519999999,1,3
659f72ff4d,6,168.84,469.0,1,1013.04,79185.96,1,3
65a0e9ca14,2253,8554.18,9393.0,26,19272567.54,80349412.74000001,0,2
65b529c317,41,9397.2,9997.0,3,385285.2,93943808.4,3,0
65bb7a83cf,47,179.6,289.69,1,8441.199999999999,52028.324,1,3
65be62009c,1029,13104.77,15119.23,43,13484808.33,198134031.7271,2,0
65c2a688fa,500,1111.32,1237.96,2,555660.0,1375769.7072,1,3
65c96fd0df,1,2759.14,4676.5,1,2759.14,12903118.209999999,1,3
65d0248832,1337,786.0699999999999,1340.0,7,1050975.5899999999,1053333.7999999998,1,3
65d418b3a8,174,664.6,817.0,3,115640.40000000001,542978.2000000001,1,3
65d5b25e4c,33,72.0,120.0,1,2376.0,8640.0,1,3
65d9fe3a14,102,1504.0,1899.0,1,153408.0,2856096.0,1,3
65da608af9,2,231.8,244.0,1,463.6,56559.200000000004,1,3
65db466dce,5,479.81,841.77,1,2399.05,403889.6637,1,3
65de48f2e9,17,493.0,580.0,1,8381.0,285940.0,1,3
65e565c188,1269,3850.45,5194.0,6,4886221.05,19999237.3,3,1
65e9451792,37,1456.38,1798.0,2,53886.060000000005,2618571.24,1,3
65f15d67a9,164,906.01,953.6999999999999,2,148585.63999999998,864061.737,1,3
65f6b5a168,125,112.24,318.0,1,14030.0,35692.32,1,3
65fcd5e763,298,4400.1,5449.0,3,1311229.8,23976144.900000002,3,1
65ff71e98a,70,513.7,1014.99,4,35959.0,521400.36300000007,1,3
65ff79385c,1195,1887.06,2002.85,3,2255036.6999999997,3779498.121,1,3
660d17c245,238,1705.6,1889.0,3,405932.8,3221878.4,1,3
660f8f14f3,17706,281.05,298.99,1,4976271.3,84031.1395,0,2
66101ebfa7,13,122.9,168.35,1,1597.7,20690.215,1,3
6616c20bc2,576,296.46000000000004,446.93,2,170760.96000000002,132496.8678,1,3
661a6deacf,2,15120.0,18900.0,1,30240.0,285768000.0,2,0
6628638460,826,2306.45,2428.03,6,1905127.7,5600129.7935,1,1
662b7857a3,54,266.66,398.0,1,14399.640000000001,106130.68000000001,1,3
662df21cf4,20,949.05,999.0,1,18981.0,948100.95,1,3
662e5cedca,8500,1273.51,1407.43,4,10824835.0,1792376.1793,0,2
6635b9731e,170,793.05,933.0,3,134818.5,739915.6499999999,1,3
663b0160eb,25,1723.5,2298.0,1,43087.5,3960603.0,1,3
663c14e0d9,2,1213.1799999999998,1499.0,2,2426.3599999999997,1818556.8199999998,1,3
663f89cb29,21,1661.55,1749.0,1,34892.549999999996,2906050.9499999997,1,3
6640584b7a,3,79.8,84.0,1,239.39999999999998,6703.2,1,3
6640f87924,142,199.2,250.0,2,28286.399999999998,49800.0,1,3
66464eac41,16,164.25,219.0,1,2628.0,35970.75,1,3
664bbc5889,13,655.6400000000001,838.03,2,8523.320000000002,549445.9892000001,1,3
664e1b06eb,22,3316.4,3760.0,2,72960.8,12469664.0,1,1
664f202fec,226,283.1,298.0,1,63980.600000000006,84363.8,1,3
665722b2e4,490,239.62,252.34,1,117413.8,60465.7108,1,3
6659546342,29,149.65,187.06,1,4339.85,27993.529000000002,1,3
665c3d6a5a,117,246.05,259.0,1,28787.850000000002,63726.950000000004,1,3
665e5c45e5,31,815.15,959.0,1,25269.649999999998,781728.85,1,3
66617e5424,48,356.25,375.0,1,17100.0,133593.75,1,3
6662bda9a3,49,576.89,641.05,1,28267.61,369815.33449999994,1,3
6663fc3a4e,114,111.11,370.38,1,12666.539999999999,41152.9218,1,3
6664e9ceb5,1,284.04,298.99,1,284.04,84925.1196,1,3
66679bc2e5,2,597.08,649.0,1,1194.16,387504.92000000004,1,3
66683b92af,3,7837.95,11589.0,2,23513.85,90834002.55,3,0
6672f4a398,14,13264.21,15163.96,5,185698.94,201137949.87159997,3,0
667d609eab,768,1521.0,1690.0,1,1168128.0,2570490.0,1,3
668bf2b643,129,524.99,687.0,3,67723.71,360668.13,1,3
668e1362b2,50,207.64,318.0,1,10382.0,66029.51999999999,1,3
6694c35407,173,12259.75,12905.0,27,2120936.75,158212073.75,2,0
6694df3789,51,1499.4,2499.0,1,76469.40000000001,3747000.6,1,3
66a54168b1,28,127.05,154.0,2,3557.4,19565.7,1,3
66a5665d4f,53,2470.13,2861.65,5,130916.89,7068647.5145000005,1,1
66aa251309,918,406.86,542.47,1,373497.48000000004,220709.34420000002,1,3
66aac48b98,521,149.65,280.59,1,77967.65000000001,41990.2935,1,3
66afb2c197,154,502.44,966.35,1,77375.76,485532.89400000003,1,3
66b7f7049a,328,972.71,1870.6,1,319048.88,1819551.326,1,3
66b935f6fb,70,1335.2,1540.0,1,93464.0,2056208.0,1,3
66bdbc2cd7,30,926.6,1348.0,3,27798.0,1249056.8,1,3
66bf7b58d6,4,650.0,1000.0,1,2600.0,650000.0,1,3
66cc358160,10,697.9,997.0,1,6979.0,695806.2999999999,1,3
66cf308527,97,872.2,980.0,1,84603.40000000001,854756.0,1,3
66d3343913,990,983.18,1199.0,1,973348.2,1178832.8199999998,1,3
66d6d39a17,65,869.74,1553.11,1,56533.1,1350801.8913999998,1,3
66d6ee64bb,42,224.24,298.99,1,9418.08,67045.5176,1,3
66d9659692,10494,2334.45,3365.0,6,24497718.299999997,7855424.249999999,0,2
66d9c59148,3,987.99,1039.99,2,2963.9700000000003,1027499.7201,1,3
66deba3370,30,341.05,359.0,1,10231.5,122436.95,1,3
66dff7dbda,401,16315.77,28353.0,11,6542623.7700000005,462601026.81,2,0
66e0465ee1,2,3799.05,3999.0,1,7598.1,15192400.950000001,1,1
66e26a59b2,13,5486.7,7868.0,3,71327.09999999999,43169355.6,3,1
66ec41f097,202,650.4100000000001,888.54,3,131382.82,577915.3014,1,3
66f1ad954c,35,405.13,468.69,4,14179.55,189880.3797,1,3
66f49f06f5,580,848.23,1293.0,4,491973.4,1096761.3900000001,1,3
670bc49237,6,742.5,825.0,1,4455.0,612562.5,1,3
671ac0d6d2,157,591.0,1150.0,2,92787.0,679650.0,1,3
671e06e306,19,286.65,585.0,1,5446.349999999999,167690.25,1,3
672204758c,738,686.63,1286.37,2,506732.94,883260.2331,1,3
672aa785b7,2,1474.0,1675.0,1,2948.0,2468950.0,1,3
672add4ed1,5,8289.52,9210.58,1,41447.600000000006,76351287.1216,3,1
672c8c324d,35,2564.05,2699.0,7,89741.75,6920370.95,1,1
672d45d9b3,2,1079.1,1199.0,1,2158.2,1293840.9,1,3
6730904542,49,734.75,1091.0,2,36002.75,801612.25,1,3
673791bc8a,1100,3319.5699999999997,3494.6499999999996,4,3651526.9999999995,11600735.300499998,1,1
6743beaa1e,2550,2209.37,2326.27,6,5633893.5,5139591.1499,1,1
67449074f2,690,605.7,747.87,1,417933.00000000006,452984.85900000005,1,3
6745d96060,21,2019.88,3366.7,2,42417.48,6800329.996,1,3
674f0da7e0,85,1346.84,1496.48,2,114481.4,2015519.1231999998,1,3
675e6dcbf2,796,6106.58,6426.8099999999995,7,4860837.68,39245829.40979999,3,1
676cc8dacc,174,1762.82,2329.0,4,306730.68,4105607.78,1,3
6772392ddd,196,4558.71,7236.98,4,893507.16,32991293.095799997,3,1
6774f60225,4341,2728.8,3060.0,6,11845720.8,8350128.000000001,0,1
6778575e5c,6,808.48,1616.94,2,4850.88,1307263.6512,1,3
677ee5356b,15,535.14,609.8,2,8027.099999999999,326328.372,1,3
678e22f14f,11,111.15,117.0,1,1222.65,13004.550000000001,1,3
6793b5a0d5,63,218.86,336.71,1,13788.18,73692.3506,1,3
6796965a23,538,774.1500000000001,1172.6399999999999,3,416492.70000000007,907799.256,1,3
6796fc1ad6,72,7061.52,12158.900000000001,2,508429.44000000006,85860315.52800001,3,0
67a93094a1,1,114.0,120.0,1,114.0,13680.0,1,3
67ac1642b1,46,1478.15,1598.0,2,67994.90000000001,2362083.7,1,3
67b21e01c5,3,1137.15,1197.0,2,3411.4500000000003,1361168.55,1,3
67b76eead1,5,1187.6999999999998,1312.0,2,5938.499999999999,1558262.3999999997,1,3
67b9c33084,1,1053.0,1350.0,1,1053.0,1421550.0,1,3
67c505ed03,10,979.4,1180.0,1,9794.0,1155692.0,1,3
67c6373d22,60,304.91,505.06,2,18294.600000000002,153997.8446,1,3
67c6e992d5,42,374.0,498.0,1,15708.0,186252.0,1,3
67c7e407a0,48,13000.6,14726.0,7,624028.8,191446835.6,3,0
67d3076d20,3,663.29,989.99,1,1989.87,656650.4671,1,3
67d3ce0a6f,26,1552.04,2431.7799999999997,2,40353.04,3774219.8311999994,1,3
67d5793485,19,738.7,822.69,2,14035.300000000001,607721.1030000001,1,3
67ec5f4e14,1986,1670.8200000000002,1758.3600000000001,2,3318248.5200000005,2937903.0552000003,1,1
67f8c41a71,1,1895.25,1995.0,1,1895.25,3781023.75,1,3
68091cbf9f,146,177.0,590.0,1,25842.0,104430.0,1,3
68105fa3b6,20,298.5,398.0,1,5970.0,118803.0,1,3
681d0e549b,1,3249.05,3499.0,2,3249.05,11368425.950000001,1,3
682081dc22,61,128.7,198.0,1,7850.699999999999,25482.6,1,3
6820c432c7,99,491.23,841.77,3,48631.770000000004,413502.67710000003,1,3
6824dc6064,505,496.03,586.8,3,250495.15,291070.404,1,3
6824e146fc,3,359.1,399.0,1,1077.3000000000002,143280.90000000002,1,3
68293808fd,9778,1212.1399999999999,1276.13,2,11852304.919999998,1546848.2182,0,2
682bb51bb4,250,599.1,868.0,3,149775.0,520018.80000000005,1,3
682d5d220e,5,7124.05,7499.0,1,35620.25,53423250.95,3,1
683a130547,85,1772.7,1866.0,3,150679.5,3307858.2,1,3
6853b0951a,1,13110.0,13800.0,1,13110.0,180918000.0,3,0
6855b9f787,257,13157.779999999999,17286.0,7,3381549.4599999995,227445385.07999998,2,0
6856e5b1a9,11,747.45,877.0,2,8221.95,655513.65,1,3
685a87e6d8,100,1616.8899999999999,3697.0,4,161689.0,5977642.329999999,1,3
685b8e657d,2100,413.96,435.85,1,869316.0,180424.46600000001,1,3
685e7ab254,140,1462.54,2416.55,6,204755.6,3534301.037,1,3
685eb0d259,7,6080.0,8000.0,1,42560.0,48640000.0,3,1
68635133b2,17,145.35,196.41,1,2470.95,28548.193499999998,1,3
6866aca8d4,3,211.38,234.95,1,634.14,49663.731,1,3
68677bc8f5,155,2739.79,2884.0,4,424667.45,7901554.36,1,3
686f7f7205,3,124.02,318.0,1,372.06,39438.36,1,3
687cbb01fd,16,3839.9700000000003,4938.38,2,61439.520000000004,18963231.048600003,1,1
687e5783b1,5921,1199.25,1599.0,1,7100759.25,1917600.75,0,1
68839de8a6,88,523.87,563.31,1,46100.56,295101.20969999995,1,3
6890b9e08f,3,290.69,484.49,1,872.0699999999999,140836.3981,1,3
68a52c4e36,7,2575.45,3528.0,2,18028.149999999998,9086187.6,1,3
68aa8c5ed1,18,180.53,375.5,2,3249.54,67789.015,1,3
68b8856d3d,198,5222.72,8978.88,4,1034098.56,46894176.1536,3,1
68b8ae5995,25,356.25,375.0,1,8906.25,133593.75,1,3
68bad084c3,199,332.03,654.71,2,66073.97,217383.3613,1,3
68c402ae62,30,561.18,1122.36,1,16835.399999999998,629845.9847999999,1,3
68cb9a2cd9,6798,684.72,768.0,2,4654726.5600000005,525864.96,0,1
68cd7dd3d9,45,285.0,300.0,1,12825.0,85500.0,1,3
68ce724617,100,214.0,225.41,1,21400.0,48237.74,1,3
68d195cad9,1317,426.87,960.74,2,562187.79,410111.0838,1,3
68d3444385,31,218.86,561.18,1,6784.660000000001,122819.8548,1,3
68d69ac169,7,1376.19,1699.0,1,9633.33,2338146.81,1,3
68dbf30ed9,19,134.0,200.0,1,2546.0,26800.0,1,3
68ddf57a78,100,189.24,249.0,1,18924.0,47120.76,1,3
68e3a09e8d,318,4206.81,5799.0,21,1337765.58,24395291.19,3,1
68e722e341,2,639.9,711.0,1,1279.8,454968.89999999997,1,3
68f1965468,76,2644.63,3327.0,3,200991.88,8798684.01,1,3
68f3f6cc8e,15,4404.469999999999,5466.0,4,66067.04999999999,24074833.019999996,3,1
68f69315a0,15,179.55,189.0,1,2693.25,33934.950000000004,1,3
68f7398889,65,708.2,1257.01,3,46033.0,890214.4820000001,1,3
68f7f4cb0f,0,294.41,499.0,1,0.0,146910.59000000003,1,3
68f941d45f,92,813.15,860.0999999999999,2,74809.8,699390.315,1,3
6900a19730,12,20040.239999999998,21095.0,5,240482.87999999998,422748862.79999995,2,0
6900a9f07c,16,179.1,199.0,1,2865.6,35640.9,1,3
6913f84000,1,294.62,654.71,1,294.62,192890.6602,1,3
6916f6bf65,7,978.5999999999999,1398.0,2,6850.199999999999,1368082.7999999998,1,3
691be860bf,5,553.85,583.0,2,2769.25,322894.55,1,3
691c1264d8,30,94.05,99.0,1,2821.5,9310.949999999999,1,3
691da20902,4,6960.65,8189.0,1,27842.6,57000762.849999994,3,1
692966255b,2,3200.8,3369.27,2,6401.6,10784359.416000001,1,3
692d8cc18a,5,1425.0,1500.0,1,7125.0,2137500.0,1,3
692de161e2,8,428.18,475.88,1,3425.44,203762.2984,1,3
69331b32cc,19,114.1,149.0,2,2167.9,17000.899999999998,1,3
6933dee99c,400,334.09,351.67,1,133636.0,117489.43029999999,1,3
693969e5a9,23,225.71,368.99,2,5191.33,83284.7329,1,3
693a3695e8,2,210.07,280.59,1,420.14,58943.54129999999,1,3
693d0b7793,37,328.35,398.0,2,12148.95,130683.3,1,3
6943cdc1d7,306,8270.67,12963.26,2,2530825.02,107214845.58420001,3,0
694816f88d,27,3076.1,3238.0,9,83054.7,9960411.799999999,1,1
694f80b83e,884,4663.7,4999.0,3,4122710.8,23313836.3,3,1
694f832861,1116,5753.42,6757.0,7,6420816.72,38875858.94,3,1
695310cf58,232,14373.2,22230.0,6,3334582.4000000004,319516236.0,2,0
6958aa09a6,98,121.59,243.18,1,11915.82,29568.256200000003,1,3
696034dd55,2,539.86,692.12,1,1079.72,373647.9032,1,3
6962db5575,28,1906.5,2095.0,3,53382.0,3994117.5,1,3
69683330bb,29,354.67,373.37,1,10285.43,132423.1379,1,3
6969a20009,500,2017.44,2974.4399999999996,3,1008720.0,6000754.233599999,1,3
6973a243c7,192,559.12,588.68,1,107351.04000000001,329142.76159999997,1,3
697cb57261,37,18998.6,27998.0,2,702948.2,531922802.79999995,2,0
697d2f1ec0,763,8795.74,10234.8,16,6711149.62,90022639.75199999,3,0
697e15066a,1,435.59000000000003,493.0,2,435.59000000000003,214745.87000000002,1,3
6982189b08,2,740.05,779.0,1,1480.1,576498.95,1,3
699087e6e2,5,1234.05,1299.0,1,6170.25,1603030.95,1,3
699a904e4b,18,236.55,249.0,1,4257.900000000001,58900.950000000004,1,3
69a017218e,15,841.5,901.0,2,12622.5,758191.5,1,3
69a9dbf9f6,7,473.1,498.0,2,3311.7000000000003,235603.80000000002,1,3
69abb1a294,211,175.84,374.12,1,37102.24,65785.2608,1,3
69b6398652,38,439.59,467.65,1,16704.42,205574.26349999997,1,3
69b9479481,6,1189.3,1699.0,1,7135.799999999999,2020620.7,1,3
69c576373e,4,1366.1,1438.01,2,5464.4,1964465.461,1,3
69c9fbff23,1,234.65,247.0,1,234.65,57958.55,1,3
69cafefb1a,100,393.2,413.96,1,39320.0,162769.072,1,3
69cfd3ed58,200,389.48,556.4100000000001,2,77896.0,216710.56680000003,1,3
69da0d4294,531,1774.23,2304.34,3,942116.13,4088429.1582000004,1,3
69e6b18c34,113,1010.1200000000001,1571.31,2,114143.56000000001,1587211.6572,1,3
69ee02d2c5,10,2799.3,3999.0,1,27993.0,11194400.700000001,1,3
69f54eddc2,10,664.05,699.0,1,6640.5,464170.94999999995,1,3
69f5a7f568,309,890.27,1007.0,2,275093.43,896501.89,1,3
69f6f4afa3,30,1146.0,1432.23,8,34380.0,1641335.58,1,3
69f9bb708d,39,420.89,561.18,1,16414.71,236195.05019999997,1,3
69fb47997a,20,1279.0,1448.0,1,25580.0,1851992.0,1,3
69fe1835bd,21,6070.98,7589.0,2,127490.57999999999,46072667.22,3,1
69fe266ae7,2,1325.25,1395.0,1,2650.5,1848723.75,1,3
6a05a83d2e,980,518.53,575.77,1,508159.39999999997,298554.0181,1,3
6a05bb06c5,16,142.5,315.32,2,2280.0,44933.1,1,3
6a06f75311,6,6261.2300000000005,7398.0,2,37567.380000000005,46320579.54000001,3,1
6a0745afe5,3500,417.14,477.19,2,1459990.0,199055.0366,1,1
6a0c929d69,141,1001.0,1300.0,1,141141.0,1301300.0,1,3
6a136d18ad,29,342.0,400.0,2,9918.0,136800.0,1,3
6a243c05f0,43,283.1,298.0,1,12173.300000000001,84363.8,1,3
6a2970cbf0,135,2150.49,2263.68,4,290316.14999999997,4868021.203199999,1,3
6a2a1920f8,3598,199.97,210.5,1,719492.0599999999,42093.685,1,1
6a2aaa07e0,59,203.55,295.0,1,12009.45,60047.25,1,3
6a2bd5d113,10,2287.05,2575.0,3,22870.5,5889153.750000001,1,3
6a322e05a1,4,380.0,400.0,1,1520.0,152000.0,1,3
6a3354209a,149,2852.87,5410.0,2,425077.63,15434026.7,1,1
6a349aca3b,48,2627.65,3397.0,3,126127.20000000001,8926127.05,1,3
6a36b176c9,36,2902.61,7314.05,2,104493.96,21229834.670500003,1,1
6a390b1445,39,389.67,419.0,1,15197.130000000001,163271.73,1,3
6a3ad95330,236,5964.42,6634.69,11,1407603.12,39572077.7298,3,1
6a3ba1027a,1,90.0,100.0,1,90.0,9000.0,1,3
6a46b1c334,293,2444.88,3685.08,4,716349.8400000001,9009578.3904,1,1
6a4854fdb2,12,1285.92,1368.0,2,15431.04,1759138.56,1,3
6a4e097e22,328,321.0,523.77,2,105288.0,168130.16999999998,1,3
6a505208d7,1189,583.05,1295.67,2,693246.45,755440.3935,1,3
6a5609bd38,487,147.4,268.0,1,71783.8,39503.200000000004,1,3
6a5dc807d9,51,11096.4,17894.0,6,565916.4,198558981.6,3,0
6a6492da46,362,668.56,1549.8,3,242018.71999999997,1036134.288,1,3
6a72a7905a,293,8035.1900000000005,9453.17,3,2354310.67,75958017.0523,3,1
6a7978cb63,5,1679.0,2300.0,1,8395.0,3861700.0,1,3
6a84afd2fc,59,2664.75,2805.0,3,157220.25,7474623.75,1,3
6a92df5213,592,3974.4700000000003,4184.34,8,2352886.24,16630533.799800001,3,1
6a96311f77,19,668.7,743.0,3,12705.300000000001,496844.10000000003,1,3
6a964a2e43,17,161.5,170.0,1,2745.5,27455.0,1,3
6a97800528,90,238.13,510.66999999999996,2,21431.7,121605.84709999998,1,3
6a995ae49a,5,107.37,153.39,1,536.85,16469.4843,1,3
6a9aa9d1c4,1396,538.9,1199.0,6,752304.4,646141.1,1,3
6a9b12c586,52,1666.93,2695.0,5,86680.36,4492376.350000001,1,3
6a9dbf7821,95,181.1,548.8,1,17204.5,99387.68,1,3
6aa0853de8,3208,5647.35,5944.96,4,18116698.8,33573269.856,0,2
6aa6f0d9a8,968,2939.84,3231.1,6,2845765.12,9498917.024,1,1
6aa85422c6,6047,2978.55,3135.1099999999997,7,18011291.85,9338081.8905,0,2
6aac5a15cc,6,3932.05,4139.0,3,23592.300000000003,16274754.950000001,1,1
6aacd07e9d,2385,204.25,215.0,1,487136.25,43913.75,1,3
6aad45869d,255,4469.0,5885.25,25,1139595.0,26301182.25,3,1
6aaef341c2,8,11958.22,12587.61,3,95665.76,150525409.6542,3,0
6aafba8319,197,1711.6599999999999,1801.75,4,337197.01999999996,3083983.405,1,3
6ab14f4a5a,34,371.68,563.72,2,12637.12,209523.44960000002,1,3
6ab48ded2b,2189,9953.95,11059.96,5,21789196.55,110090288.842,0,2
6abc3fa6fe,861,2494.45,2879.79,2,2147721.4499999997,7183492.165499999,1,3
6abee106ce,321,699.06,786.0,2,224398.25999999998,549461.1599999999,1,3
6abf4a96a0,9,3200.4,3556.0,1,28803.600000000002,11380622.4,1,3
6acd88b9f5,522,402.92999999999995,596.9,2,210329.45999999996,240508.91699999996,1,3
6acdc05979,961,166.4,320.0,1,159910.4,53248.0,1,3
6aceb39c45,399,517.22,666.49,2,206370.78,344721.95780000003,1,3
6acfd22899,20,370.76,598.0,1,7415.2,221714.47999999998,1,3
6ad5d5e723,24,1565.6,1648.0,2,37574.399999999994,2580108.8,1,3
6adb9e0c0b,3,1125.0,1250.0,1,3375.0,1406250.0,1,3
6ae3ee4d39,1297,14116.93,16845.34,8,18309658.21,237804485.6062,2,0
6ae78c29c5,757,3395.09,3627.0,3,2570083.13,12313991.43,1,1
6ae80137d3,181,6621.7,7374.0,14,1198527.7,48828415.8,3,1
6af13f8e70,200,439.78,559.87,1,87956.0,246219.6286,1,3
6af76e4c12,600,1821.9699999999998,2342.1800000000003,3,1093181.9999999998,4267381.6946,1,3
6af81e4f31,22,369.44,561.1800000000001,2,8127.68,207322.33920000002,1,3
6afe230cb5,59,247.34,298.0,1,14593.06,73707.32,1,3
6afe60bafe,2,759.05,799.0,1,1518.1,606480.95,1,3
6b007b3ffd,6,312.24,495.62,1,1873.44,154752.38880000002,1,3
6b041fed61,38,472.0,590.0,1,17936.0,278480.0,1,3
6b10fd72c0,666,2709.0,2852.11,6,1804194.0,7726365.99,1,1
6b1b8d407a,67,1809.23,3684.8999999999996,4,121218.41,6666831.626999999,1,3
6b305962a4,5,69.3,99.0,1,346.5,6860.7,1,3
6b38afdba2,19,1746.09,2087.63,8,33175.71,3645189.8667,1,1
6b3a9d13dd,10,5980.29,7383.08,1,59802.9,44152959.4932,3,1
6b3b3c05bc,15,555.0,750.0,1,8325.0,416250.0,1,3
6b3b87a85f,5,299.3,935.11,1,1496.5,279878.423,1,3
6b3bd50818,800,10266.24,14257.15,4,8212992.0,146367323.616,3,0
6b3db5b303,12,5384.85,6652.2,6,64618.200000000004,35821099.17,3,1
6b3f7461f5,15,126.0,180.0,1,1890.0,22680.0,1,3
6b4faa6b2a,2,152.9,169.89,1,305.8,25976.181,1,3
6b5a74645c,317,503.19,697.73,3,159511.23,351090.7587,1,3
6b5d2703be,125,1683.54,2805.9,1,210442.5,4723844.886,1,3
6b63510b11,47,1582.27,2434.97,3,74366.69,3852779.9818999995,1,3
6b67824757,1272,784.3399999999999,1426.1399999999999,2,997680.4799999999,1118578.6475999998,1,3
6b6c5cd655,39,4742.13,5998.0,3,184943.07,28443295.740000002,3,1
6b6f53ecbd,10,378.1,398.0,2,3781.0,150483.80000000002,1,3
6b70d71006,101,118.26,219.0,1,11944.26,25898.940000000002,1,3
6b747f8f04,2,2329.0,2819.0,1,4658.0,6565451.0,1,3
6b788a8794,200,313.14,383.29,1,62628.0,120023.4306,1,3
6b79fb9154,4,87.56,199.0,1,350.24,17424.44,1,3
6b7c845a42,174,1532.08,1729.0,5,266581.92,2648966.32,1,3
6b84192056,45,4275.8,4798.0,5,192411.0,20515288.400000002,3,1
6b8f63b722,6,559.55,589.0,1,3357.2999999999997,329574.94999999995,1,3
6b90de36ec,29,1527.35,1797.0,2,44293.149999999994,2744647.9499999997,1,3
6b91257596,2,2924.99,4499.99,1,5849.98,13162425.750099998,1,3
6b979d1445,13,7755.8,8164.0,6,100825.40000000001,63318351.2,3,1
6ba093030c,7,1093.81,1229.0,1,7656.67,1344292.49,1,3
6ba0eb10c7,70,6321.94,8879.0,3,442535.8,56132505.26,3,1
6ba244ab8d,30,1435.75,1648.0,2,43072.5,2366116.0,1,3
6ba9de8805,26466,464.52,488.97,4,12293986.32,227136.3444,0,2
6bb07072e1,230,1512.75,2545.55,6,347932.5,3850780.7625,1,1
6bb5ad2741,41,644.35,732.5799999999999,3,26418.350000000002,472037.92299999995,1,3
6bb750fe78,50,2512.4,2730.89,1,125620.0,6861088.036,1,3
6bbbe9c254,11,377.86,823.06,1,4156.46,311001.4516,1,3
6bbc99f3c6,16,331.1,368.0,2,5297.6,121844.8,1,3
6bbdd47c02,400,2844.81,3799.56,2,1137924.0,10809026.283599999,1,3
6bc6b144af,1,160.55,169.0,1,160.55,27132.95,1,3
6bc848ca71,10,1599.2,1999.0,1,15992.0,3196800.8000000003,1,3
6bceefe392,5,2543.14,2677.0,3,12715.699999999999,6807985.779999999,1,3
6bd164208f,270,262.62,406.0,2,70907.4,106623.72,1,3
6bd7e05c81,6,387.21,841.77,1,2323.2599999999998,325941.7617,1,3
6bd89e92aa,10,21599.1,23999.0,1,215991.0,518356800.9,2,0
6bdae83fae,5,1010.12,2244.72,1,5050.6,2267436.5664,1,3
6bdbca52df,260,2202.45,4395.72,3,572637.0,9681353.514,1,1
6be3dc7d19,1,2380.0,2800.0,1,2380.0,6664000.0,1,3
6be672d0d3,999,521.63,549.09,1,521108.37,286421.8167,1,3
6beb531047,8,6278.67,7746.0,3,50229.36,48634577.82,3,1
6bf81a28c3,3273,1329.96,1399.96,7,4352959.08,1861890.8016000001,1,1
6bf9d2430d,83,807.07,1036.0,4,66986.81,836124.52,1,3
6bfd91e938,5,585.65,689.0,1,2928.25,403512.85,1,3
6bff827930,21,148.75,175.0,1,3123.75,26031.25,1,3
6c030b81ef,234,481.67,592.03,3,112710.78,285163.0901,1,3
6c08d6517b,91,462.8,890.0,1,42114.8,411892.0,1,3
6c0f0e15ae,3998,1328.31,1398.46,3,5310583.38,1857588.4026,1,1
6c13260d17,10,1097.44,2758.0,2,10974.400000000001,3026739.52,1,3
6c143b9afa,4,1195.13,1309.4199999999998,3,4780.52,1564927.1246,1,3
6c1bfc9518,22,890.19,1099.0,1,19584.18,978318.81,1,3
6c1bfe49d1,0,463.14,498.0,1,0.0,230643.72,1,3
6c1cc058d3,46,839.25,1119.0,1,38605.5,939120.75,1,3
6c375a19fb,4366,4588.77,4829.89,6,20034569.82,22163254.335300002,0,2
6c3f38cc56,34,173.97,280.59,1,5914.98,48814.2423,1,3
6c3f4aab6a,5,3508.6499999999996,3798.0,2,17543.25,13325852.7,1,1
6c4178a950,8,1602.0,1780.0,1,12816.0,2851560.0,1,3
6c42c778ae,333,4620.38,4863.56,1,1538586.54,22471495.352800004,1,1
6c45ca2e23,20,473.1,498.0,2,9462.0,235603.80000000002,1,3
6c4773be63,3,551.0,580.0,1,1653.0,319580.0,1,3
6c51c3b317,20,6196.55,6679.0,3,123931.0,41386757.45,3,1
6c54680173,1,178.2,297.0,1,178.2,52925.399999999994,1,3
6c55f15a95,22,480.0,600.0,1,10560.0,288000.0,1,3
6c631740e2,28,495.38,799.0,1,13870.64,395808.62,1,3
6c651d4963,81,5495.07,9698.0,2,445100.67,53291188.86,3,1
6c67a9f256,15,249.9,490.0,1,3748.5,122451.0,1,3
6c6a052fe5,62,571.5,828.0,2,35433.0,473202.0,1,3
6c761e905a,2060,689.4,939.0,3,1420164.0,647346.6,1,1
6c81040ce7,92,2412.0,2680.0,1,221904.0,6464160.0,1,3
6c8a6cb6a8,720,497.8,524.0,3,358416.0,260847.2,1,3
6c966d14a1,931,15241.8,16044.0,5,14190115.799999999,244539439.2,2,0
6c96c546ba,82,1817.74,1916.42,4,149054.68,3483553.2908,1,3
6ca06c4510,6,1761.4,2642.0,2,10568.400000000001,4653618.8,1,3
6ca32779df,2439,893.21,1870.6,6,2178539.19,1670838.626,1,1
6ca905fa21,38,71.1,94.8,1,2701.7999999999997,6740.279999999999,1,3
6ca92def31,24,1033.06,1190.73,6,24793.44,1230095.5337999999,1,3
6caba0e011,87,83.16,99.0,1,7234.92,8232.84,1,3
