seller_nickname,stock,price,regular_price,Products,total_amount,regular_total_amount,Kmeans,AgC
1ea56d303a,9,16812.15,17697.0,3,151309.35,297524618.55,2,0
1ea584ddf6,2,483.55,509.0,1,967.1,246126.95,1,3
1ea94edfde,298,4511.66,5317.5,24,1344474.68,23990752.05,3,1
1eaa96fd42,53,261.88,430.24,1,13879.64,112671.2512,1,3
1eadcdb706,26,253.3,298.0,1,6585.8,75483.40000000001,1,3
1eafc0a051,101,8248.41,10536.9,15,833089.41,86912671.329,3,0
1eb18a07c3,602,2745.46,3229.98,6,1652766.92,8867780.8908,1,1
1eb7c91ad7,38,389.71,452.46000000000004,3,14808.98,176328.18660000002,1,3
1eb9aad440,300,1770.33,2840.31,2,531099.0,5028286.0023,1,3
1ebbf4929c,5,71.46,79.4,1,357.29999999999995,5673.924,1,3
1ebd6fc1ee,2329,724.85,1384.24,5,1688175.6500000001,1003366.3640000001,1,1
1ec7cb3a05,10,142.5,150.0,1,1425.0,21375.0,1,3
1ec7fd2739,8,256.5,285.0,1,2052.0,73102.5,1,3
1ed0d6f89e,307,1514.81,1707.0,3,465046.67,2585780.67,1,3
1ed0df43c8,25,99.2,124.0,1,2480.0,12300.800000000001,1,3
1ee504bb6f,12,811.6,898.0,5,9739.2,728816.8,1,3
1eec7a84fc,1,171.0,180.0,1,171.0,30780.0,1,3
1ef5b6596a,14,342.0,380.0,1,4788.0,129960.0,1,3
1ef65f6814,2,559.2,699.0,1,1118.4,390880.80000000005,1,3
1efac4d3c9,5,111.2,139.0,1,556.0,15456.800000000001,1,3
1efeed727b,18,817.0,860.0,1,14706.0,702620.0,1,3
1f0058dc41,118,226.85,397.99,1,26768.3,90284.0315,1,3
1f00cdd03c,2990,135.96,169.95,1,406520.4,23106.402,1,1
1f03d553d8,13,474.0,549.0,2,6162.0,260226.0,1,3
1f094209a8,66,1479.0900000000001,1840.49,5,97619.94,2722250.3541,1,3
1f0e0593c5,14,664.05,699.0,1,9296.699999999999,464170.94999999995,1,3
1f12d745a9,195,2480.45,2897.0,3,483687.74999999994,7185863.649999999,1,3
1f14f6c92d,76,164.51,283.64,1,12502.759999999998,46661.61639999999,1,3
1f15740d8e,6,132.0,220.0,1,792.0,29040.0,1,3
1f185bc501,245,568.66,805.8499999999999,2,139321.69999999998,458254.6609999999,1,3
1f25439baf,145,2053.3,2318.0,9,297728.5,4759549.4,1,1
1f386bf06e,54,12110.41,14164.0,5,653962.14,171531847.24,3,0
1f4241295a,1,783.3,1119.0,1,783.3,876512.7,1,3
1f433d67ac,420,3052.35,3213.0,11,1281987.0,9807200.549999999,3,1
1f4884eec7,8,5434.05,6393.0,1,43472.4,34739881.65,3,1
1f4ccbd36d,2,5225.0,5500.0,1,10450.0,28737500.0,1,1
1f5091cad0,1,4366.54,4695.21,1,4366.54,20501822.2734,1,1
1f50b09ba5,107,1295.19,1599.0,1,138585.33000000002,2071008.81,1,3
1f5c224500,24,107.28,298.0,1,2574.7200000000003,31969.44,1,3
1f5de2f024,190,59.4,180.0,1,11286.0,10692.0,1,3
1f698d4e8b,17913,1368.1599999999999,1440.37,2,24507850.08,1970656.6191999996,0,2
1f88583d67,108,2018.2,2543.46,4,217965.6,5133210.972,1,3
1f8a033afe,1,1517.28,1785.04,1,1517.28,2708405.4912,1,3
1f8e564c7d,85,139.12,148.0,1,11825.2,20589.760000000002,1,3
1f93ea8242,16,1981.37,2793.31,2,31701.92,5534580.634699999,1,3
1f940deb67,49,270.0,900.0,1,13230.0,243000.0,1,3
1f9e74f602,635,1278.39,1597.99,2,811777.65,2042854.4361000003,1,3
1f9fb60257,10,17248.26,20077.940000000002,3,172482.59999999998,346309529.3844,2,0
1fb14491bd,648,1280.62,1348.1399999999999,3,829841.7599999999,1726455.0467999997,1,3
1fb58aee31,85,245.18,299.0,1,20840.3,73308.82,1,3
1fb5b6fae9,4,224.1,249.0,1,896.4,55800.9,1,3
1fb962575d,2,495.0,550.0,1,990.0,272250.0,1,3
1fc4f1b5e3,4,404.1,449.0,1,1616.4,181440.90000000002,1,3
1fcf6d3383,147,269.37,448.94,1,39597.39,120930.9678,1,3
1fda6fe4ea,49,2738.4,3100.0,3,134181.6,8489040.0,1,3
1fe8bc3c95,46,13181.25,13875.0,15,606337.5,182889843.75,2,0
1feb35e052,938,767.0,880.0,4,719446.0,674960.0,1,3
1fed6b6a66,3,3779.0,4100.0,3,11337.0,15493900.0,1,1
200043b9b2,159,1528.05,3157.0,3,242959.94999999998,4824053.85,1,3
2001cad4e4,136,237.5,318.0,2,32300.0,75525.0,1,3
2006aff0f7,30,717.25,797.0,2,21517.5,571648.25,1,3
200742a288,1,1497.04,1825.66,1,1497.04,2733086.0464,1,3
20077ef0c4,62,724.1,1272.01,3,44894.200000000004,921062.441,1,3
200817aa49,934,416.44,725.4,3,388954.96,302085.576,1,3
2008a0dca2,8,140.88,148.3,1,1127.04,20892.504,1,3
200aae9789,1,99.75,105.0,1,99.75,10473.75,1,3
200e17679f,9399,1802.9,1898.09,4,16945457.1,3422066.461,0,2
201a8221b5,131,359.65,434.0,2,47114.149999999994,156088.09999999998,1,3
202c837b0a,93,957.8900000000001,1817.0,3,89083.77,1740486.1300000001,1,3
202f40347d,277,370.47,699.0,1,102620.19,258958.53000000003,1,3
20392738d3,514,9390.19,11900.0,25,4826557.66,111743261.0,2,0
2044a92baf,21,659.3,694.0,6,13845.3,457554.19999999995,1,3
20480b651b,11371,548.0,685.0,1,6231308.0,375380.0,0,2
204a3058c2,1,1232.5,1450.0,1,1232.5,1787125.0,1,3
204b6e38d9,107,389.08000000000004,467.65,2,41631.560000000005,181953.26200000002,1,3
2054e8665f,118,916.04,964.48,2,108092.72,883502.2592,1,3
2056ce21c6,2819,3135.0,3300.0,3,8837565.0,10345500.0,3,1
205bf1dc28,197,870.39,916.41,2,171466.83,797634.0998999999,1,3
206760b011,23,601.29,669.0,2,13829.669999999998,402263.00999999995,1,3
20677a3969,646,2421.3,3937.61,6,1564159.8,9534135.093,1,1
20683dc343,128,124.64999999999999,143.0,2,15955.199999999999,17824.949999999997,1,3
2068887eb9,665,3117.6200000000003,4364.92,8,2073217.3000000003,13608161.890400002,3,1
206ff78785,83,168.63,219.0,1,13996.289999999999,36929.97,1,3
20711ec037,40,14148.779999999999,15102.6,18,565951.2,213683364.82799998,2,0
207518a2ce,1,569.99,599.99,1,569.99,341988.3001,1,3
20778fa889,52,338.34,503.65999999999997,3,17593.68,170408.32439999998,1,3
207898ab53,154,6578.42,6992.0,7,1013076.68,45996312.64,3,1
2078cb6028,600,983.75,1430.08,3,590250.0,1406841.2,1,3
207c2e7098,23,940.6800000000001,1424.4,2,21635.640000000003,1339904.5920000002,1,3
2081110554,1563,10230.23,11123.0,47,15989849.49,113790848.28999999,2,0
208332a45f,2,246.5,290.0,1,493.0,71485.0,1,3
2088d317be,4398,601.96,1425.4,3,2647420.08,858033.7840000001,1,1
2089e00ac4,40,1926.54,3375.3100000000004,4,77061.6,6502669.7274,1,3
20950e665a,7,85.5,90.0,1,598.5,7695.0,1,3
20975d837e,74,992.1700000000001,2095.0699999999997,2,73420.58,2078665.6019,1,3
20a3119f9e,72,174.65,499.0,1,12574.800000000001,87150.35,1,3
20a63c4bcd,99,620.67,1066.24,2,61446.329999999994,661783.1808,1,3
20a8cfad71,3,559.2,699.0,1,1677.6000000000001,390880.80000000005,1,3
20aa5edfdd,3,157.29,241.99,1,471.87,38062.6071,1,3
20abd70d8f,251,587.55,939.4100000000001,2,147475.05,551950.3455,1,3
20b1678ee0,23,164.24,309.02,1,3777.5200000000004,50753.4448,1,3
20b3fd47ec,20,339.15,399.0,1,6783.0,135320.84999999998,1,3
20b6598f00,3,1282.5,1350.0,1,3847.5,1731375.0,1,3
20b67ff73c,5,1443.73,1739.47,1,7218.65,2511325.0231,1,3
20cb29706e,309,896.2,1394.0,2,276925.8,1249302.8,1,3
20cca88c24,37,683.27,759.19,2,25280.989999999998,518731.7513,1,3
20d2119029,11,594.15,699.0,1,6535.65,415310.85,1,3
20d253b587,297,855.0,900.0,1,253935.0,769500.0,1,3
20d7ce8795,34,1057.35,1113.0,3,35949.899999999994,1176830.5499999998,1,3
20d8eb3613,6,1187.12,1349.0,1,7122.719999999999,1601424.88,1,3
20dbabc975,3099,7816.900000000001,8327.0,16,24224573.1,65091326.300000004,0,2
20dc494ef9,222,759.62,1447.0,3,168635.64,1099170.14,1,3
20dd8873a9,472,1041.36,1107.96,1,491521.9199999999,1153785.2256,1,3
20e116d1cd,21,283.02,318.0,1,5943.42,90000.36,1,3
20ea77c2db,361,3741.0299999999997,5173.0,7,1350511.8299999998,19352348.189999998,3,1
20ee8f686e,965,373.56,718.87,3,360485.4,268541.0772,1,3
20ef081704,3397,2905.81,3517.0,10,9871036.57,10219733.77,0,1
20eff211cf,0,225.0,250.0,1,0.0,56250.0,1,3
20f0c8a11b,1,730.08,936.0,1,730.08,683354.88,1,3
20f435d76d,3,479.78000000000003,523.98,2,1439.3400000000001,251395.12440000003,1,3
20fee81002,1,3790.5,3990.0,1,3790.5,15124095.0,1,1
21045a77c7,45,245.7,273.0,1,11056.5,67076.09999999999,1,3
21097bb71d,1011,941.8499999999999,991.42,2,952210.3499999999,933768.9269999999,1,3
210db03e44,5,4416.0,4800.0,1,22080.0,21196800.0,1,1
211047130c,3,462.68,648.0,2,1388.04,299816.64,1,3
212017df77,23,1840.64,2020.44,2,42334.72,3718902.6816000002,1,3
212552beeb,495,984.5,1654.0,6,487327.5,1628363.0,1,3
2125b37505,16,92.57,159.61,1,1481.12,14775.0977,1,3
212dc7e42f,4,749.99,999.99,1,2999.96,749982.5001000001,1,3
213081304c,2178,4336.97,5817.1900000000005,5,9445920.66,25228978.514300004,3,1
213d0432e1,8814,1810.1699999999998,1905.58,3,15954838.379999999,3449423.7485999996,0,2
213f4962d9,33,834.22,1056.0,3,27529.260000000002,880936.3200000001,1,3
21420aabd3,4,2000.0,2500.0,1,8000.0,5000000.0,1,3
21464f89b7,15,3039.05,3199.0,2,45585.75,9721920.950000001,1,3
2148059965,46,1465.65,1937.0,2,67419.90000000001,2838964.0500000003,1,3
214da71a8d,82,299.0,598.0,1,24518.0,178802.0,1,3
2150cb79c7,2797,461.85,486.17,1,1291794.45,224537.61450000003,1,1
215396fbfc,20,1593.83,2691.0,6,31876.6,4288996.53,1,3
215cf6bca3,67,261.88,748.24,1,17545.96,195949.0912,1,3
216006868b,9,1235.0,1300.0,1,11115.0,1605500.0,1,3
21632eb6db,16076,127.2,374.12,1,2044867.2,47588.064,0,2
21670dbab9,2,1249.5,1785.0,1,2499.0,2230357.5,1,3
2167171723,428,1084.9,1142.0,4,464337.2,1238955.8,1,3
217f37b305,176,3262.65,4112.0,7,574226.4,13416016.8,1,1
2180ce1051,6648,333.76,894.0,3,2218836.48,298381.44,1,1
2185c339c0,11,157.7,166.0,1,1734.6999999999998,26178.199999999997,1,3
2188cf1880,1,764.15,899.0,1,764.15,686970.85,1,3
2190621a54,338,2824.89,3921.0,16,954812.82,11076393.69,3,1
2190a21fc4,6,21559.23,27999.0,1,129355.38,603636880.77,2,0
2194f02e3f,24,395.25,425.0,1,9486.0,167981.25,1,3
219854d055,45,13324.85,16193.79,6,599618.25,215779822.68150002,2,0
219dce5b88,50,427.06,449.51,1,21353.0,191967.7406,1,3
219e90726c,15,298.5,398.0,1,4477.5,118803.0,1,3
21a158c10c,18,679.2,1698.0,1,12225.6,1153281.6,1,3
21ab52cbac,16,1603.59,1687.99,4,25657.44,2706843.8841,1,3
21ac7b19a1,1,3136.57,3779.0,1,3136.57,11853098.030000001,1,3
21b3272f36,3068,5071.01,5338.5,8,15557858.680000002,27071586.885,0,2
21b8f09645,68,11735.210000000001,21193.9,3,797994.28,248714867.21900004,2,0
21c4b87fe6,2,2406.17,2899.0,1,4812.34,6975486.83,1,3
21ce31bb83,989,786.5699999999999,976.0,10,777917.73,767692.32,1,1
21d149eafe,6,423.3,498.0,2,2539.8,210803.4,1,3
21d29cd695,190,198.72,288.0,1,37756.8,57231.36,1,3
21db92cc93,2,170.0,250.0,1,340.0,42500.0,1,3
21deedd1ec,6,395.63,841.77,1,2373.7799999999997,333029.4651,1,3
21e68704c3,4,3664.01,3903.0,3,14656.04,14300631.030000001,1,1
21e92ac179,23,258.27,355.23,2,5940.209999999999,91745.2521,1,3
21ec7b34cb,91,148.99,297.98,1,13558.09,44396.0402,1,3
21ee7aae1f,27,1000.5,1070.0,2,27013.5,1070535.0,1,3
21f9f7fca6,49,198.0,220.0,1,9702.0,43560.0,1,3
21ffab5eb9,400,644.24,713.44,2,257696.0,459626.58560000005,1,3
2201b3e61e,1937,84.6,94.0,1,163870.19999999998,7952.4,1,3
2201cd1326,15,3652.84,3886.0,4,54792.600000000006,14194936.24,1,1
22040a64c5,2218,284.25,379.0,1,630466.5,107730.75,1,3
220b4a4d51,41,211.58,298.0,1,8674.78,63050.840000000004,1,3
220d203f06,12,512.05,539.0,1,6144.599999999999,275994.94999999995,1,3
220f548199,984,339.75,453.38,1,334314.0,154035.855,1,3
2211d19a1a,81,3751.29,4018.46,11,303854.49,15074408.8134,3,1
22131d1ada,159,617.3,1870.6,1,98150.7,1154721.38,1,3
221482f11f,14,2877.65,3279.0,3,40287.1,9435814.35,1,3
221719535a,254,1210.3,1430.0,9,307416.2,1730729.0,1,1
221f650d92,141,224.47,748.24,2,31650.27,167957.4328,1,3
2222a6538b,8,69.55,128.8,1,556.4,8958.04,1,3
222bb5a7f2,49,252.0,280.0,1,12348.0,70560.0,1,3
222bc50a03,4,70.55,125.99,1,282.2,8888.5945,1,3
223187abc9,1386,494.59,520.78,1,685501.74,257572.58019999997,1,3
2239ec9aa7,29,499.99,624.99,1,14499.710000000001,312488.7501,1,3
2242a2aa27,356,11396.82,14315.53,33,4057267.92,163151518.6146,2,0
2244c0ca62,500,888.35,1354.68,3,444175.0,1203429.9780000001,1,3
224a51effc,200,549.4,610.56,1,109880.0,335441.66399999993,1,3
2255dd770d,13,2923.37,3298.18,2,38003.81,9641800.466599999,1,3
22592b9a0c,225,128.64,268.0,1,28943.999999999996,34475.52,1,3
2260276ad0,12,929.1,978.0,1,11149.2,908659.8,1,3
226244655b,1,1125.0,1250.0,1,1125.0,1406250.0,1,3
22632bbd25,27,380.7,423.0,3,10278.9,161036.1,1,3
2268a159ec,101,57.99,187.06,1,5856.99,10847.609400000001,1,3
2269d890a6,396,579.34,698.0,2,229418.64,404379.32,1,3
226f0447e9,0,1017.4200000000001,1702.24,2,0.0,1731893.0208,1,3
226fda77a9,30,913.8199999999999,986.0,3,27414.6,901026.5199999999,1,3
2273307459,15,1061.15,1117.0,1,15917.250000000002,1185304.55,1,3
227424b462,39,527.51,658.26,1,20572.89,347238.7326,1,3
2275f30ef9,110,895.28,942.42,6,98480.8,843729.7775999999,1,3
2277e5c9ad,1324,14257.6,15008.0,5,18877062.400000002,213978060.8,2,0
227929f47d,69,239.44,292.0,1,16521.36,69916.48,1,3
227ae6435f,288,274.79,422.76,1,79139.52,116170.2204,1,3
227df8c57e,100,3838.47,4264.97,1,383847.0,16370959.3959,1,1
2283edda3e,3995,6572.93,8345.5,9,26258855.35,54854387.315000005,0,2
22852f392b,154,7240.5599999999995,9743.0,3,1115046.24,70544776.08,3,1
2285dcf673,3,992.75,1210.0,2,2978.25,1201227.5,1,3
22914f09cc,6,267.12,314.26,1,1602.72,83945.1312,1,3
229f0452d6,146,3118.3999999999996,3898.0,2,455286.39999999997,12155523.2,1,3
22a0ec7b41,5,122.55,129.0,1,612.75,15808.949999999999,1,3
22a6f24a41,7,75.16,79.12,1,526.12,5946.6592,1,3
22a836bebb,190,21381.0,23920.0,5,4062390.0,511433520.0,2,0
22aac388c7,725,13185.05,13879.0,8,9559161.25,182995308.95,2,0
22b56abe7e,48,3859.0,4540.0,1,185232.0,17519860.0,1,1
22bccf6e77,10,1016.1,1129.0,2,10161.0,1147176.9000000001,1,3
22be785294,8,198.28,508.62,1,1586.24,100849.1736,1,3
22c0ee6bbc,3,2849.05,2999.0,1,8547.150000000001,8544300.950000001,1,3
22c573bb5f,3740,2122.3,2234.0,6,7937402.000000001,4741218.2,0,1
22c5cfbfb2,10,1656.8,1744.0,4,16568.0,2889459.1999999997,1,3
22cd0d3483,199,1713.56,2706.0,4,340998.44,4636893.359999999,1,3
22d4464fd4,215,1251.8,1317.8400000000001,3,269137.0,1649672.1120000002,1,3
22d4d15acc,184,2476.0,3285.0,3,455584.0,8133660.0,1,3
22d50f96a5,385,3471.84,3654.03,8,1336658.4000000001,12686207.515200002,3,1
22d6153230,172,509.15,599.0,1,87573.8,304980.85,1,3
22db9e0c26,9,1225.62,1496.48,1,11030.579999999998,1834115.8176,1,3
22dd026bb4,62,114.0,120.0,1,7068.0,13680.0,1,3
22e1b77525,44,736.5699999999999,957.47,5,32409.079999999998,705243.6779,1,3
22e9b63d88,2955,217.55,229.0,1,642860.25,49818.950000000004,1,1
22ed19ba22,484,1303.06,3030.37,1,630681.0399999999,3948753.9321999997,1,3
22ee403ec3,49,257.39,804.36,1,12612.109999999999,207034.2204,1,3
22eee34b2e,6,1816.55,2049.0,2,10899.3,3722110.9499999997,1,3
22eeea1f85,29,442.4,555.54,2,12829.599999999999,245770.89599999998,1,3
22f5c45647,1500,988.8,1087.01,3,1483200.0,1074835.488,1,3
2303b5e0c6,1,791.28,1099.0,1,791.28,869616.72,1,3
23066f8312,43,7295.34,9727.12,1,313699.62,70962647.6208,3,1
23093f0349,191,2174.45,2288.9,3,415319.94999999995,4977098.6049999995,1,3
230ef26526,146,5506.2,5796.0,4,803905.2,31913935.2,3,1
230fd00c9e,2,1187.5,1250.0,1,2375.0,1484375.0,1,3
231495136c,3,745.45,877.0,1,2236.3500000000004,653759.65,1,3
231ebd58ad,3,1376.55,1449.0,1,4129.65,1994620.95,1,3
232a2d103d,54,520.2,705.0,3,28090.800000000003,366741.00000000006,1,3
232f04cdb9,705,2089.09,2365.56,5,1472808.4500000002,4941867.7404000005,1,1
23306f4320,42,7589.35,9493.0,7,318752.7,72045699.55,3,0
23382215e2,13,1009.25,1118.0,3,13120.25,1128341.5,1,3
2339b0e765,6,151.0,499.0,1,906.0,75349.0,1,3
233ad35f05,12,675.0,750.0,1,8100.0,506250.0,1,3
233b269fc9,244,3455.51,4914.0,5,843144.4400000001,16980376.14,1,1
233c713115,348,939.03,1552.6,5,326782.44,1457937.978,1,3
23418006f2,2860,529.0,1763.79,2,1512940.0,933044.91,1,1
234427291c,255,1040.25,1194.0,6,265263.75,1242058.5,1,3
23455f8bee,129,1090.12,1201.0,5,140625.47999999998,1309234.1199999999,1,3
23458d6cc5,4,8100.0,9000.0,1,32400.0,72900000.0,3,1
2348c4b06e,13,76.0,80.0,1,988.0,6080.0,1,3
234c7696e2,148,126.0,140.0,1,18648.0,17640.0,1,3
234f2525a8,89,283.1,298.0,1,25195.9,84363.8,1,3
2352404ea7,20,548.14,577.0,2,10962.8,316276.77999999997,1,3
235400f4e4,9,521.55,549.0,1,4693.95,286330.94999999995,1,3
23544d6690,224,319.75,368.0,2,71624.0,117668.0,1,3
2358bcbdf9,73,372.65999999999997,598.0,2,27204.179999999997,222850.68,1,3
2359549ace,2,2923.5,3898.0,1,5847.0,11395803.0,1,3
235de7624c,135,172.1,225.0,2,23233.5,38722.5,1,3
2360fbbfcd,58,4612.08,7238.0,2,267500.64,33382235.04,3,1
236a363761,69,71.2,89.0,1,4912.8,6336.8,1,3
23790991ca,17,228.0,240.0,1,3876.0,54720.0,1,3
237a7499a2,4163,3816.76,6458.62,4,15889171.88,24651002.4712,0,2
2381186ae4,13998,1516.69,1596.56,4,21230626.62,2421486.5864,0,2
23830e8332,74,272.7,428.0,2,20179.8,116715.59999999999,1,3
23853bf477,1962,4118.25,6689.0,6,8080006.5,27546974.25,3,1
238a8d5d5a,245,351.22,435.0,2,86048.90000000001,152780.7,1,3
238d0f5e2f,27,539.55,1199.0,1,14567.849999999999,646920.45,1,3
23929f485c,49,103.4,235.0,1,5066.6,24299.0,1,3
2397acc074,4096,709.1500000000001,746.37,2,2904678.4000000004,529288.2855000001,1,1
2398da85b8,8,5945.0,7250.0,1,47560.0,43101250.0,3,1
239962246a,19,522.5,550.0,1,9927.5,287375.0,1,3
239a4f9a4b,54,514.79,804.36,1,27798.659999999996,414076.48439999996,1,3
239bb44344,14,873.5,1495.0,2,12229.0,1305882.5,1,3
239bbb6fe5,42,521.5,596.0,2,21903.0,310814.0,1,3
239c35b2ed,391,644.98,860.1,2,252187.18,554747.2980000001,1,3
239ef09d22,197,199.5,399.0,1,39301.5,79600.5,1,3
23a7980834,12,76.05,169.0,1,912.5999999999999,12852.449999999999,1,3
23ada7e636,24,346.25,401.0,2,8310.0,138846.25,1,3
23b334c999,39,1230.3899999999999,1375.0,4,47985.20999999999,1691786.2499999998,1,3
23b4af3440,82,246.05,259.0,1,20176.100000000002,63726.950000000004,1,3
23b792107a,60,213.25,224.47,1,12795.0,47868.2275,1,3
23ca34d4c3,20,1149.0,1436.25,2,22980.0,1650251.25,1,3
23d6d0faef,100,515.54,542.66,1,51554.0,279762.93639999995,1,3
23e6b61007,1267,150.41,174.9,1,190569.47,26306.709,1,3
23ef8caf47,495,2048.31,2156.23,4,1013913.45,4416627.4713,1,3
23fc1d0cb0,3795,93.49,109.99,1,354794.55,10282.9651,1,1
23fcd26f2a,75,594.1,660.13,1,44557.5,392183.233,1,3
23fed042d6,2,1515.25,1595.0,1,3030.5,2416823.75,1,3
2400f79219,433,289.19,304.53,1,125219.27,88067.03069999999,1,3
24013eddc3,1,474.05,499.0,1,474.05,236550.95,1,3
24068360d7,75,89.25,119.0,1,6693.75,10620.75,1,3
2409ab12c3,688,498.12,882.5,4,342706.56,439590.9,1,3
240c8e927f,28,179.1,199.0,1,5014.8,35640.9,1,3
2413272018,1502,1655.3000000000002,3122.02,9,2486260.6,5167879.706,1,1
24160d9fbb,1,765.0,850.0,1,765.0,650250.0,1,3
24164ac748,16,222.9,397.97,2,3566.4,88707.513,1,3
2418424458,13,803.7,846.0,4,10448.1,679930.2000000001,1,3
241d3e03e7,999,769.5,879.0,1,768730.5,676390.5,1,3
241d519710,2,355.23,935.11,1,710.46,332179.1253,1,3
24213c865f,175,423.0,1050.0,2,74025.0,444150.0,1,3
2421ecdb7a,13,1683.0,2244.0,1,21879.0,3776652.0,1,3
24289397de,127,4521.2,5080.0,2,574192.4,22967696.0,1,1
242a45b0f7,38,1026.21,2171.76,2,38995.98,2228681.8296000003,1,3
242cac909f,16,2394.39,2921.51,6,38310.24,6995234.3289,1,1
242dd0ccb7,92,11355.0,14595.0,5,1044660.0,165726225.0,3,0
242f121b16,91,78.31,191.0,1,7126.21,14957.210000000001,1,3
2436d8642e,61,724.04,935.0,8,44166.439999999995,676977.4,1,3
24381922ed,104,197.72,290.88,1,20562.88,57512.7936,1,3
243f0b4099,519,292.56,636.0,1,151838.64,186068.16,1,3
24405c9acb,282,204.27,243.18,1,57604.14,49674.378600000004,1,3
24472e21c9,8,1965.16,2348.0,2,15721.28,4614195.680000001,1,3
244dce53d2,44,497.8,524.0,1,21903.2,260847.2,1,3
245116ab4d,118,139.36,296.68,1,16444.480000000003,41345.3248,1,3
24513eb160,94,75.05,79.0,1,7054.7,5928.95,1,3
24541ea8f2,10,559.2,699.0,1,5592.0,390880.80000000005,1,3
245a6f88c3,177,10696.029999999999,11259.0,20,1893197.3099999998,120426601.76999998,3,0
245cfb6d4b,53,189.05,199.0,1,10019.650000000001,37620.950000000004,1,3
24612f23a6,52,582.08,652.0,3,30268.160000000003,379516.16000000003,1,3
2462476bdb,9,124.21,149.65,1,1117.8899999999999,18588.0265,1,3
24669df8f1,288,352.61,371.13,1,101551.68000000001,130864.1493,1,3
246cc7e9dd,434,18797.66,23791.61,3,8158184.4399999995,447226595.6326,2,0
24745fa711,170,400.40000000000003,436.0,2,68068.0,174574.40000000002,1,3
2477977bb6,6,161.49,169.99,1,968.94,27451.685100000002,1,3
247b23a630,62,110.6,158.0,1,6857.2,17474.8,1,3
247b8b073c,42,4348.0,5998.0,2,182616.0,26079304.0,1,1
247f042684,18,4842.17,6495.0,5,87159.06,31449894.150000002,3,1
247f3a4463,902,150.0,170.0,1,135300.0,25500.0,1,3
248655808a,17,408.5,430.0,1,6944.5,175655.0,1,3
2488ff456a,979,379.05,399.0,1,371089.95,151240.95,1,3
2490862fe3,0,768.0699999999999,1344.97,2,0.0,1033031.1079,1,3
249938fcee,1,312.55,329.0,1,312.55,102828.95,1,3
249bf9214a,4,522.5,550.0,1,2090.0,287375.0,1,3
24a554008b,405,1601.7,1686.0,2,648688.5,2700466.2,1,3
24a6c799e9,16,15550.1,18986.0,9,248801.6,295234198.6,2,0
24ab78cc41,78,421.04999999999995,545.0,2,32841.899999999994,229472.24999999997,1,3
24ad6b1304,260,368.51,576.14,2,95812.59999999999,212313.35139999999,1,3
24adc8ee98,0,438.09,584.56,1,0.0,256089.89039999997,1,3
24ae15212e,19,1207.45,1271.0,2,22941.55,1534668.95,1,3
24b5b0c810,99,93.53,168.35,1,9259.47,15745.7755,1,3
24b5ba0082,9,229.59,241.68,1,2066.31,55487.311200000004,1,3
24babe5b98,192,560.0,1600.0,1,107520.0,896000.0,1,3
24bb30c59f,18,149.25,199.0,1,2686.5,29700.75,1,3
24bb599bec,13,523.76,748.24,2,6808.88,391898.1824,1,3
24c024b3e6,986,293.51,599.0,1,289400.86,175812.49,1,3
24c452a007,40,156.56,164.8,1,6262.4,25801.088000000003,1,3
24c69d7197,11,150.58,161.99,1,1656.38,24392.454200000004,1,3
24c90b5db2,0,195.29,336.71,1,0.0,65756.0959,1,3
24cd3fb047,1,283.1,298.0,1,283.1,84363.8,1,3
24cf5fbdaa,64,198.55,209.0,1,12707.2,41496.950000000004,1,3
24d0a70173,15,3054.75,3347.0,3,45821.25,10224248.25,1,3
24d9132a7e,16,1066.06,1122.17,1,17056.96,1196300.5502,1,3
24dd325caf,4500,1048.6599999999999,1248.63,3,4718969.999999999,1309388.3358,1,1
24df01acf3,49,799.87,1122.3700000000001,5,39193.63,897750.0919000001,1,3
24e078748c,132,236.55,249.0,1,31224.600000000002,58900.950000000004,1,3
24ebc0eea8,327,130.9,154.0,1,42804.3,20158.600000000002,1,3
24ef905dc8,10,56.08,67.57,1,560.8,3789.3255999999997,1,3
24f53ba428,174,1934.3500000000001,2229.0,9,336576.9,4311666.15,1,1
24f95a7039,12,2548.3,2998.0,2,30579.600000000002,7639803.4,1,3
24fbf7237f,13,577.9300000000001,688.0,2,7513.090000000001,397615.84,1,3
24fc8b0dfe,52,1209.42,2572.0,3,62889.840000000004,3110628.24,1,3
24fd228a1a,10090,560.63,1470.0,5,5656756.7,824126.1,0,1
2500063e9e,123,278.69,959.0,1,34278.87,267263.71,1,3
25071ab849,504,2007.34,2281.2,1,1011699.36,4579144.007999999,1,3
2509051154,100,376.93,579.89,1,37693.0,218577.9377,1,3
250d3ee68a,3960,1474.82,1807.67,4,5840287.2,2665987.8694,1,1
2510c57858,23,547.71,897.89,1,12597.330000000002,491783.33190000005,1,3
2514db5493,8,1333.42,2299.0,1,10667.36,3065532.58,1,3
2521c9b5cf,30,4385.91,4635.0,5,131577.3,20328692.849999998,3,1
2521d63f76,82,876.09,1794.0,3,71839.38,1571705.46,1,3
25269daec3,369,2648.82,2989.88,6,977414.5800000001,7919653.9416000005,1,1
25374960e9,617,1130.59,1851.8899999999999,3,697574.0299999999,2093728.3150999998,1,3
25380cb72d,50,178.8,298.0,1,8940.0,53282.4,1,3
253b5f63a2,1,3989.05,4199.0,1,3989.05,16750020.950000001,1,1
253e080274,7,661.2,696.0,2,4628.400000000001,460195.2,1,3
