,seller_nickname,stock,price,Products,total_amount,Kmeans,AgC
20739,7ca1703a15,6,899.0,1,5394.0,0,3
20740,7ca331bd31,14,800.0,1,11200.0,0,3
20741,7ca6d5599f,691,6451.17,6,4457758.47,1,3
20742,7ca9898f2b,492,5234.120000000001,6,2575187.0400000005,1,3
20743,7cad321bff,29,108.8,1,3155.2,0,3
20744,7caed3dd9b,20,2700.0,1,54000.0,0,3
20745,7cb2a7c457,1,2350.0,1,2350.0,0,3
20746,7cb4b5dc24,3,235.12,3,705.36,0,3
20747,7cb69a63c5,10,2198.0,2,21980.0,0,3
20748,7cb7657b0e,113,7649.46,10,864388.98,1,0
20749,7cb8906656,7,50.0,1,350.0,0,3
20750,7cb90c9a26,4,89.0,1,356.0,0,3
20751,7cb936a72b,1,4290.0,1,4290.0,0,3
20752,7cbe150091,62,531.2,2,32934.4,0,3
20753,7cbf3b6516,5689,1429.74,3,8133790.86,1,0
20754,7cbfa6f3f2,3,1737.0,3,5211.0,0,3
20755,7cc1e284ad,14,2138.05,2,29932.700000000004,0,3
20756,7cc91ab21f,8,935.0,4,7480.0,0,3
20757,7cc9926113,50,8650.0,1,432500.0,0,3
20758,7ccee1009f,1,2499.0,1,2499.0,0,3
20759,7ccf565f30,1,149.0,1,149.0,0,3
20760,7cd0df5d9b,29,720.0,1,20880.0,0,3
20761,7cd2c2f1d8,2,4299.0,2,8598.0,0,3
20762,7cd34cd8e1,22,897.1099999999999,3,19736.42,0,3
20763,7cd715503f,48,322.87,1,15497.76,0,3
20764,7cd9e59211,23,299.0,1,6877.0,0,3
20765,7cda813f4c,149,741.72,3,110516.28,0,3
20766,7cdb80a46e,0,4457.64,1,0.0,0,3
20767,7cdbfa4109,2,790.0,1,1580.0,0,3
20768,7cdc6a6beb,13,1399.0,1,18187.0,0,3
20769,7cdcb862b6,1,599.0,1,599.0,0,3
20770,7cdd7ad1b4,1,11999.01,1,11999.01,0,3
20771,7cdf46049c,140,3338.0,3,467320.0,0,3
20772,7ce0ca4c2c,22,289.0,1,6358.0,0,3
20773,7ce41fd5ef,5,1650.0,2,8250.0,0,3
20774,7ce515ffd4,7,879.0,1,6153.0,0,3
20775,7ce81bdb11,4,52700.0,4,210800.0,0,3
20776,7ce90e5e6b,20,873.85,2,17477.0,0,3
20777,7cea8ced70,89,2033.75,3,181003.75,0,3
20778,7ceb31efae,2,1050.0,1,2100.0,0,3
20779,7cec4590ee,5,313.0,2,1565.0,0,3
20780,7ceecfa35e,11,570.0,2,6270.0,0,3
20781,7cef07273e,20,449.0,1,8980.0,0,3
20782,7cf17435f3,2,1650.0,2,3300.0,0,3
20783,7cf3570754,1,3200.0,1,3200.0,0,3
20784,7cf6fbe191,14,336.75,1,4714.5,0,3
20785,7cf762268f,91,30598.55,11,2784468.05,1,0
20786,7cf7a9640e,1,300.0,1,300.0,0,3
20787,7cfbe56f96,41,1301.5,4,53361.5,0,3
20788,7cfccab298,14,449.0,1,6286.0,0,3
20789,7cfd72128b,16,1394.0,2,22304.0,0,3
20790,7d015e444a,2,8400.0,2,16800.0,0,3
20791,7d01b0ac63,54,10144.0,17,547776.0,1,0
20792,7d02190e10,156,522.6,4,81525.6,0,3
20793,7d0358b129,10,480.0,1,4800.0,0,3
20794,7d05a4cfda,33,557.0,2,18381.0,0,3
20795,7d067b8aa7,112,955.0,3,106960.0,0,3
20796,7d08c4d53c,247,277.22,1,68473.34000000001,0,3
20797,7d08e9a45a,11,329.85,3,3628.3500000000004,0,3
20798,7d08f550b6,1,3000.0,1,3000.0,0,3
20799,7d09579dc1,7,69.0,1,483.0,0,3
20800,7d0a7dfdfd,142,31377.45,4,4455597.9,1,3
20801,7d0cea51fb,32,1116.0,3,35712.0,0,3
20802,7d0d74c9d1,37,219.0,1,8103.0,0,3
20803,7d119e9cde,1,2500.0,1,2500.0,0,3
20804,7d1260b9a2,2,1350.0,2,2700.0,0,3
20805,7d12662e7e,63,711.0,6,44793.0,0,3
20806,7d1484b52f,8,5690.0,1,45520.0,0,3
20807,7d14cd2fc2,1,290.0,1,290.0,0,3
20808,7d154146d7,1,739.0,1,739.0,0,3
20809,7d18c10147,1,1399.0,1,1399.0,0,3
20810,7d1a397556,23,5480.0,1,126040.0,0,3
20811,7d1a3ad603,37,119.7,1,4428.900000000001,0,3
20812,7d1b8f92cd,0,596.35,1,0.0,0,3
20813,7d1db3d9b9,7999,480.79,1,3845839.21,3,0
20814,7d1efd7577,4,2249.0,2,8996.0,0,3
20815,7d20793668,196,50.0,1,9800.0,0,3
20816,7d20f9e303,1,1990.0,1,1990.0,0,3
20817,7d23d0d4bc,0,4299.0,1,0.0,0,3
20818,7d26c4965e,27,995.5999999999999,2,26881.199999999997,0,3
20819,7d280764d9,54,3764.6,4,203288.4,0,3
20820,7d28b92c56,800,1771.26,3,1417008.0,0,3
20821,7d2a82182e,1,2500.0,1,2500.0,0,3
20822,7d2ae44fbd,1,110.25,1,110.25,0,3
20823,7d2b793b86,8,6122.3,4,48978.4,0,3
20824,7d2b84d535,9,2421.55,2,21793.95,0,3
20825,7d2c12ed79,95,299.0,1,28405.0,0,3
20826,7d2c7d3d73,4,620.0,1,2480.0,0,3
20827,7d2cb52f03,1,899.0,1,899.0,0,3
20828,7d2e091b15,1,269.0,1,269.0,0,3
20829,7d2e5c73e7,3,1868.0,3,5604.0,0,3
20830,7d2ed29797,10,499.0,1,4990.0,0,3
20831,7d2f2dee46,2180,3354.0,6,7311720.0,1,0
20832,7d31ddf88c,1,407.73,1,407.73,0,3
20833,7d3240e47d,37,1091.49,3,40385.13,0,3
20834,7d329f69d2,16,1999.8600000000001,3,31997.760000000002,0,3
20835,7d351af9c8,5,554.1,2,2770.5,0,3
20836,7d39a444b3,20,5940.0,2,118800.0,0,3
20837,7d3a376c2c,288,39976.0,24,11513088.0,5,1
20838,7d3b9c037c,12,158.4,2,1900.8000000000002,0,3
20839,7d3ea137dc,1,3000.0,1,3000.0,0,3
20840,7d41449dbd,9,553.99,2,4985.91,0,3
20841,7d44d8014e,120,570.0,2,68400.0,0,3
20842,7d4539f122,1,14500.0,1,14500.0,0,3
20843,7d46299553,3,3050.0,3,9150.0,0,3
20844,7d46537643,197,495.0,1,97515.0,0,3
20845,7d47814eed,80,545.0,1,43600.0,0,3
20846,7d48b301b1,1,1999.0,1,1999.0,0,3
20847,7d49111818,21,1330.0,2,27930.0,0,3
20848,7d497e7d07,63,4531.9,8,285509.69999999995,0,3
20849,7d4a387080,7,295.0,1,2065.0,0,3
20850,7d4aeb99f3,1,3100.0,1,3100.0,0,3
20851,7d4bfef464,10,238.4,1,2384.0,0,3
20852,7d4c37117f,1,1400.0,1,1400.0,0,3
20853,7d4c940806,6,18200.0,6,109200.0,0,3
20854,7d4d7525d3,1,4590.0,1,4590.0,0,3
20855,7d50c5a69a,6000,4486.64,11,26919840.000000004,3,1
20856,7d516ec925,71,862.0,2,61202.0,0,3
20857,7d5261cf37,1,810.0,1,810.0,0,3
20858,7d543335c0,53,509.0,1,26977.0,0,3
20859,7d55e41a36,29,219.0,1,6351.0,0,3
20860,7d56da12ac,372,3043.48,5,1132174.56,0,3
20861,7d59d64f7f,7,380.0,1,2660.0,0,3
20862,7d5a4faba6,27,52899.0,22,1428273.0,1,0
20863,7d5aeb8e68,590,1405.38,3,829174.2000000001,0,3
20864,7d5b477cdb,454,468.0,1,212472.0,0,3
20865,7d5b79b5dd,1,5900.0,1,5900.0,0,3
20866,7d5c9510f7,203,820.0,1,166460.0,0,3
20867,7d5cbe6d5a,1939,3899.0,1,7560161.0,1,0
20868,7d5d171baf,5,1000.0,1,5000.0,0,3
20869,7d5f99ac53,76,389.0,1,29564.0,0,3
20870,7d6008bf12,59,6334.0,4,373706.0,0,3
20871,7d61a7a596,3,68998.0,2,206994.0,0,3
20872,7d6ac3fa6c,198,593.17,1,117447.65999999999,0,3
20873,7d6c0e3069,59,1854.99,9,109444.41,1,0
20874,7d6cfe02f5,6161,4007.38,7,24689468.18,3,1
20875,7d6d8cb83b,669,950.44,4,635844.36,0,3
20876,7d6f074d6f,1,5100.0,1,5100.0,0,3
20877,7d70de5259,9,882.5,2,7942.5,0,3
20878,7d7153e1da,991,157.99,2,156568.09,0,3
20879,7d717ed88a,2,940.0,1,1880.0,0,3
20880,7d784ef9fc,25,21940.67,17,548516.75,1,0
20881,7d78606b80,1498,545.0,3,816410.0,0,3
20882,7d79a27039,1,80.0,1,80.0,0,3
20883,7d79fa4ba1,3,1827.0,3,5481.0,0,3
20884,7d7a436d1f,4,725.0,2,2900.0,0,3
20885,7d7a66f64f,91,1042.99,2,94912.09,0,3
20886,7d7b28c61c,178,2654.0,4,472412.0,0,3
20887,7d7d7df7ca,5700,1112.63,2,6341991.000000001,1,0
20888,7d7e4369e6,11,2797.0,3,30767.0,0,3
20889,7d80381d69,1,1799.0,1,1799.0,0,3
20890,7d8237415b,1,375.0,1,375.0,0,3
20891,7d8344191c,10,1690.0,1,16900.0,0,3
20892,7d85627a09,1,7000.0,1,7000.0,0,3
20893,7d85a1491a,0,5688.0,1,0.0,0,3
20894,7d86b99693,30,140.3,1,4209.0,0,3
20895,7d891c6763,1,655.0,1,655.0,0,3
20896,7d8c56b623,3,18000.0,1,54000.0,0,3
20897,7d8c99a931,1,860.0,1,860.0,0,3
20898,7d8ceeedf6,1,10990.0,1,10990.0,0,3
20899,7d8deeb4c0,149,161.5,1,24063.5,0,3
20900,7d900a7a60,45,4450.0,3,200250.0,0,3
20901,7d90c46a1f,3,1000.0,3,3000.0,0,3
20902,7d913f5ad1,6,440.0,2,2640.0,0,3
20903,7d91c25952,6,3746.3999999999996,3,22478.399999999998,0,3
20904,7d91de99cd,168,2541.0,3,426888.0,0,3
20905,7d92b17d04,81,79.55,1,6443.55,0,3
20906,7d9491f8bb,54,130.0,1,7020.0,0,3
20907,7d94a68ea2,8,1055.94,2,8447.52,0,3
20908,7d94b9d956,2,711.55,1,1423.1,0,3
20909,7d9636a4d8,16,949.0,1,15184.0,0,3
20910,7d9694c253,13,27978.0,2,363714.0,0,3
20911,7d96e8eaa5,48,109.0,1,5232.0,0,3
20912,7d9896ae8b,1,5500.0,1,5500.0,0,3
20913,7d98cc62ca,1797,12189.19,18,21903974.43,5,1
20914,7d9a156797,1,1699.0,1,1699.0,0,3
20915,7d9f0dbd72,12,38227.0,3,458724.0,0,3
20916,7da042e7e6,1485,2708.36,7,4021914.6,1,3
20917,7da0743139,17,389.0,1,6613.0,0,3
20918,7da138a458,1,3300.0,1,3300.0,0,3
20919,7da1e43c3c,6,4227.0,3,25362.0,0,3
20920,7da28658d2,25,547.0,3,13675.0,0,3
20921,7da400e870,8,4325.0,5,34600.0,0,3
20922,7da4cfc901,6,768.0,3,4608.0,0,3
20923,7da838dd7b,27,5145.0,4,138915.0,0,3
20924,7da9547c91,20,1250.1,1,25002.0,0,3
20925,7da9980e6a,1,2999.0,1,2999.0,0,3
20926,7daaec706d,5,448.0,1,2240.0,0,3
20927,7dab74967e,78,3429.48,3,267499.44,0,3
20928,7dab913981,22,298.0,1,6556.0,0,3
20929,7dac6bff50,0,2645.0,1,0.0,0,3
20930,7dadcc15b0,0,299.0,1,0.0,0,3
20931,7dae186d68,48,1421.97,4,68254.56,0,3
20932,7dae2138f0,787,19883.05,9,15647960.35,1,0
20933,7daf959201,456,2140.64,2,976131.84,0,3
20934,7db151b298,33,211.38,1,6975.54,0,3
20935,7db2fddb25,11,246.5,1,2711.5,0,3
20936,7db33d3924,2,90.0,1,180.0,0,3
20937,7db3545aaf,4454,3307.96,6,14733653.84,3,0
20938,7db52329de,202,2098.0,2,423796.0,0,3
20939,7db59b9fa8,3499,2214.6,5,7748885.399999999,1,0
20940,7db68ebada,2,1100.0,1,2200.0,0,3
20941,7db7848307,172,29399.79,9,5056763.88,1,0
20942,7db80c6e83,2,152.1,1,304.2,0,3
20943,7db8a9bd0c,29,5032.150000000001,3,145932.35,0,3
20944,7dbab0e4fb,26,2060.05,2,53561.3,0,3
20945,7dbb98edbf,341,22454.63,13,7657028.83,1,0
20946,7dbe217c57,18,3335.39,3,60037.02,0,3
20947,7dbf029d10,3342,1297.63,5,4336679.46,1,0
20948,7dbf4fde52,1000,169.0,1,169000.0,0,3
20949,7dc0097e69,58,12163.5,17,705483.0,1,0
20950,7dc0aeabe9,10,775.92,1,7759.2,0,3
20951,7dc1df9041,1,570.0,1,570.0,0,3
20952,7dc21a988f,3,320.0,2,960.0,0,3
20953,7dc247f32a,2,3600.0,2,7200.0,0,3
20954,7dc665a2ee,8,7235.0,5,57880.0,0,3
20955,7dc80c2b12,0,200.0,1,0.0,0,3
20956,7dc87a5cd7,187,499.99,1,93498.13,0,3
20957,7dcd8a739c,1,750.0,1,750.0,0,3
20958,7dce67f20a,5,119.72,1,598.6,0,3
20959,7dd15403f8,2,1709.0,2,3418.0,0,3
20960,7dd18ecf0b,43,169.0,1,7267.0,0,3
20961,7dd25d182a,153,540.98,3,82769.94,0,3
20962,7dd2692916,9,840.0,1,7560.0,0,3
20963,7dd340bc0e,1510,1417.36,6,2140213.5999999996,0,3
20964,7dd476f668,9,4692.0,9,42228.0,1,0
20965,7dd5c889cf,3,6597.0,3,19791.0,0,3
20966,7dd6fe0e0c,3,59000.0,1,177000.0,0,3
20967,7dd7370fd0,50,816.98,3,40849.0,0,3
20968,7dd94a21e3,130,1521.1,3,197743.0,0,3
20969,7dda04473f,15,4299.0,1,64485.0,0,3
20970,7ddd8dcc4c,102,2988.0,7,304776.0,0,3
20971,7ddf90f44f,21,10794.0,6,226674.0,0,3
20972,7de27309ec,428,176.0,1,75328.0,0,3
20973,7de2b84fbe,1,2200.0,1,2200.0,0,3
20974,7de2ca5179,12,7690.0,4,92280.0,0,3
20975,7de2f18141,9,350.0,1,3150.0,0,3
20976,7de3fc511c,0,321.56,1,0.0,0,3
20977,7de4005934,3975,170.0,1,675750.0,0,3
20978,7de53e5920,92,1880.1,2,172969.19999999998,0,3
20979,7de595076e,2,450.0,1,900.0,0,3
20980,7de60a80b3,16,163.95,2,2623.2,0,3
20981,7de65fadf9,27,2699.0,1,72873.0,0,3
20982,7de9ccbf46,12,299.0,1,3588.0,0,3
20983,7debd4feb3,217,98.26,1,21322.420000000002,0,3
20984,7defb45b57,1,804.46,1,804.46,0,3
20985,7df3e04e08,2,750.0,1,1500.0,0,3
20986,7df4549fd2,43,364.77,1,15685.109999999999,0,3
20987,7df97ebe22,0,11713.0,1,0.0,0,3
20988,7dfb84ece0,2,550.0,1,1100.0,0,3
20989,7dfd7e5ce1,20,1855.0,3,37100.0,0,3
20990,7dfe672c43,1,800.0,1,800.0,0,3
20991,7e002a6bf0,2,442.0,1,884.0,0,3
20992,7e01143401,99,400.0,1,39600.0,0,3
20993,7e02e1a4a8,20,4375.3,5,87506.0,0,3
20994,7e089bdd4b,10,10400.0,1,104000.0,0,3
20995,7e096ad8b9,3,819.0,1,2457.0,0,3
20996,7e0a232100,1,341.0,1,341.0,0,3
20997,7e0c7dd344,77,494.03000000000003,3,38040.310000000005,0,3
20998,7e0dd14b99,1,18974.0,1,18974.0,0,3
20999,7e0e286fab,35,2430.0,2,85050.0,0,3
21000,7e0ea772c0,139,18716.96,42,2601657.44,5,1
21001,7e0fae3fa8,7,1349.0,1,9443.0,0,3
21002,7e10f173d3,14,13671.0,5,191394.0,0,3
21003,7e111f48b7,58,32450.0,34,1882100.0,5,1
21004,7e16291014,1,707.0,1,707.0,0,3
21005,7e1c0f4242,298,299.0,1,89102.0,0,3
21006,7e1c12ed4d,1,499.99,1,499.99,0,3
21007,7e1c29adef,500,120.0,1,60000.0,0,3
21008,7e1d0caed2,1,5000.0,1,5000.0,0,3
21009,7e1d471258,50,12500.0,1,625000.0,0,3
21010,7e1dd4a567,376,2158.15,6,811464.4,0,3
21011,7e1e49d869,2,165.0,1,330.0,0,3
21012,7e1eb1b606,135,717.73,3,96893.55,0,3
21013,7e1fab0fe5,44,27000.0,11,1188000.0,1,0
21014,7e206841d7,95,825.3100000000001,2,78404.45000000001,0,3
21015,7e20dd9b4e,252,15174.88,9,3824069.76,1,0
21016,7e210ddfaa,64,674.23,3,43150.72,0,3
21017,7e244aab8d,2,590.0,1,1180.0,0,3
21018,7e2464881c,2,3379.0,2,6758.0,0,3
21019,7e2562cfd1,10,1899.0,1,18990.0,0,3
21020,7e283781f0,2882,149.0,1,429418.0,0,3
21021,7e290b533f,100,588.86,1,58886.0,0,3
21022,7e29625bfb,62,3478.0,3,215636.0,0,3
21023,7e2abdbe74,1,19999.0,1,19999.0,0,3
21024,7e2d0d1548,4,1494.36,1,5977.44,0,3
21025,7e2de038d3,1,648.0,1,648.0,0,3
21026,7e2e606e0c,686,199.0,1,136514.0,0,3
21027,7e2f9e4814,16,689.7,2,11035.2,0,3
21028,7e3040a14f,961,270.0,1,259470.0,0,3
21029,7e31795fcd,1,2600.0,1,2600.0,0,3
21030,7e327e8fcf,18,623.29,2,11219.22,0,3
21031,7e346ffc9a,1,3399.0,1,3399.0,0,3
21032,7e3481203f,1,1000.0,1,1000.0,0,3
21033,7e35dd1a6f,8,1130.0,5,9040.0,0,3
21034,7e366015fe,8204,1376.0,4,11288704.0,3,0
21035,7e37da6415,384,104.75,1,40224.0,0,3
21036,7e38efdcad,2,960.0,1,1920.0,0,3
21037,7e3a9557ea,18,1159.0,1,20862.0,0,3
21038,7e3b388ada,19,12950.0,6,246050.0,0,3
21039,7e3bac5206,2899,678.0,2,1965522.0,0,3
21040,7e3e267415,19,140.0,1,2660.0,0,3
21041,7e3f19b78f,14,2328.0,4,32592.0,0,3
21042,7e3f1d8939,5,1849.0,3,9245.0,0,3
21043,7e41b75b84,102,798.0,2,81396.0,0,3
21044,7e41c53c9f,405,2094.86,13,848418.3,1,0
21045,7e4360fe08,17,1339.94,6,22778.98,0,3
21046,7e43b0a644,1,400.0,1,400.0,0,3
21047,7e4411d092,72,975.96,4,70269.12,0,3
21048,7e449da05a,46,607.95,1,27965.7,0,3
21049,7e44db0beb,9,99999.0,1,899991.0,0,3
21050,7e451ac2eb,9,178.8,1,1609.2,0,3
21051,7e45a5a0b3,1,230000.0,1,230000.0,0,3
21052,7e462c408d,262,560.0,4,146720.0,0,3
21053,7e477abdf1,712,2333.2,10,1661238.4,1,3
21054,7e482afc11,307,1632.0300000000002,4,501033.2100000001,0,3
21055,7e48759b6b,1,4000.0,1,4000.0,0,3
21056,7e48e2014d,504,14481.17,22,7298509.68,1,1
21057,7e4c190230,24,34243.0,9,821832.0,1,0
21058,7e4eb834ee,9,1048.0,2,9432.0,0,3
21059,7e4efa10ee,600,1225.06,2,735036.0,0,3
21060,7e4f14b975,2,6190.0,2,12380.0,0,3
21061,7e520a3f45,2,125.0,1,250.0,0,3
21062,7e54ae7794,8,377.3,1,3018.4,0,3
21063,7e56d0aab8,2,549.0,1,1098.0,0,3
21064,7e57e1b03d,6,9923.68,5,59542.08,0,3
21065,7e58ff0af1,6,899.0,1,5394.0,0,3
21066,7e59348b5a,15,189.0,1,2835.0,0,3
21067,7e5c0067ef,3,1999.0,1,5997.0,0,3
21068,7e5f27da37,73,314.9,1,22987.699999999997,0,3
21069,7e62238e48,330,818.3,2,270039.0,0,3
21070,7e67121ecd,14,2600.0,1,36400.0,0,3
21071,7e67523d9d,3,459.0,1,1377.0,0,3
21072,7e692a9a0d,971,309.0,1,300039.0,0,3
21073,7e69faddaf,8,9097.0,3,72776.0,0,3
21074,7e6b5660bd,397,1162.0,2,461314.0,0,3
21075,7e6c6ad4f9,7652,1148.93,3,8791612.360000001,3,0
21076,7e6c949a72,22,1188.0,3,26136.0,0,3
21077,7e6e2624f8,3,2950.0,2,8850.0,0,3
21078,7e6e59562b,1,3900.0,1,3900.0,0,3
21079,7e6edb0d28,2,650.0,2,1300.0,0,3
21080,7e712f5507,2238,8485.0,10,18989430.0,1,1
21081,7e71e26afc,211,1164.98,6,245810.78,0,3
21082,7e72e120e9,8,800.0,1,6400.0,0,3
21083,7e735253df,117,5536.55,2,647776.35,0,3
21084,7e763d0b16,1500,981.5,3,1472250.0,0,3
21085,7e7707af92,8414,1589.0,3,13369846.0,3,0
21086,7e7724814b,110,894.75,1,98422.5,0,3
21087,7e791fd1b9,3,239.0,1,717.0,0,3
21088,7e79ddb425,196,3153.05,2,617997.8,0,3
21089,7e7a318a4e,1,700.0,1,700.0,0,3
21090,7e7a69f5bd,1,26263.04,1,26263.04,0,3
21091,7e7b18b3a1,1,12000.0,1,12000.0,0,3
21092,7e7b6c5b01,38,283.1,1,10757.800000000001,0,3
21093,7e7bf9a69e,2,2372.0,2,4744.0,0,3
21094,7e7ec779ee,10,830.0,2,8300.0,0,3
21095,7e7ef12937,1,260.0,1,260.0,0,3
21096,7e7f94fe68,5,1059.0,2,5295.0,0,3
21097,7e81589621,15,440.0,1,6600.0,0,3
21098,7e81d705e4,1,9621.0,1,9621.0,0,3
21099,7e82962ace,13,4407.77,3,57301.01000000001,0,3
21100,7e8368d433,1,790.0,1,790.0,0,3
21101,7e85397c37,4,3859.0,3,15436.0,0,3
21102,7e85cc83ba,7,1390.19,3,9731.33,0,3
21103,7e87b73447,0,1608.72,1,0.0,0,3
21104,7e880071f1,150,10316.0,5,1547400.0,0,3
21105,7e8ab073c0,101,278.0,1,28078.0,0,3
21106,7e8f2d82d3,1,3374.25,1,3374.25,0,3
21107,7e90f35c44,13,145.0,1,1885.0,0,3
21108,7e915a689b,2,598.0,2,1196.0,0,3
21109,7e92f58208,135,982.83,4,132682.05000000002,0,3
21110,7e97c1507a,21,1997.0,1,41937.0,0,3
21111,7e99511911,37,4018.4,2,148680.80000000002,0,3
21112,7e99b958cd,18,459.9,1,8278.199999999999,0,3
21113,7e9a2707c1,14,3628.0,13,50792.0,1,0
21114,7e9b160212,350,3015.0,4,1055250.0,0,3
21115,7e9b517185,1,3800.0,1,3800.0,0,3
21116,7e9cb3f546,5,1100.0,3,5500.0,0,3
21117,7e9ebb7335,1,490.0,1,490.0,0,3
21118,7e9f7824d4,6,1459.07,1,8754.42,0,3
21119,7ea0149d74,31,32844.0,14,1018164.0,1,0
21120,7ea1135ed0,55,1393.0,7,76615.0,0,3
21121,7ea378b6f1,295,625.0,3,184375.0,0,3
21122,7ea76a9aa3,2,819.0,1,1638.0,0,3
21123,7ea82b1604,313,10269.0,16,3214197.0,1,0
21124,7ea8b57e39,300,145.6,1,43680.0,0,3
21125,7eaa6e9626,5,2090.0,1,10450.0,0,3
21126,7eab959292,683,1895.26,4,1294462.58,0,3
21127,7eb0d4bb5e,1,149.0,1,149.0,0,3
21128,7eb270b50a,5,1325.0,5,6625.0,0,3
21129,7eb2aa27bc,1,6800.0,1,6800.0,0,3
21130,7eb30ff4be,2,38690.0,2,77380.0,0,3
21131,7eb5160025,200,550.89,1,110178.0,0,3
21132,7eb62e1f6a,7,395.0,1,2765.0,0,3
21133,7eb6f7e2d9,53,131.72,1,6981.16,0,3
21134,7eb83abe41,539,3608.46,18,1944959.94,1,0
21135,7ebcb95359,5,294.41,1,1472.0500000000002,0,3
21136,7ec03a3eb9,34,475.0,1,16150.0,0,3
21137,7ec0ec50ca,176,2134.52,6,375675.52,0,3
21138,7ec23ac315,4,938.0,3,3752.0,0,3
21139,7ec35c37ae,7,499.0,1,3493.0,0,3
21140,7ec43027cc,8,801.0,3,6408.0,0,3
21141,7ec4385eb6,16,3449.0,5,55184.0,0,3
21142,7ec59abbdf,1,349.0,1,349.0,0,3
21143,7ec6d45ec2,153,4394.78,16,672401.34,1,0
21144,7ec7539f2d,3410,1910.95,8,6516339.5,1,0
21145,7ec8bb4209,52,483.1,3,25121.2,0,3
21146,7eca4c335d,1,289.0,1,289.0,0,3
21147,7ecbc8a1ca,24000,697.92,1,16750079.999999998,3,4
21148,7eccb6edad,4,640.0,3,2560.0,0,3
21149,7ecce813ae,200,1064.0,2,212800.0,0,3
21150,7ecdc6b01c,6,1110.0,6,6660.0,0,3
21151,7ed15415e0,12,520.0,1,6240.0,0,3
21152,7ed15fc163,500,1778.94,4,889470.0,0,3
21153,7ed1de3b53,57,6833.02,25,389482.14,1,0
21154,7ed250c89d,17,175.0,1,2975.0,0,3
21155,7ed353db6b,1,6950.0,1,6950.0,0,3
21156,7ed58c70f4,1,599.0,1,599.0,0,3
21157,7ed62553f6,5,685.0,2,3425.0,0,3
21158,7ed6d821e5,996,150.0,1,149400.0,0,3
21159,7ed7e7fba2,47,6499.0,1,305453.0,0,3
21160,7ed82ddb54,106,745.1500000000001,3,78985.90000000001,0,3
21161,7ed8b8ab65,902,606.44,4,547008.88,0,3
21162,7ed95b4c1d,5,2635.44,3,13177.2,0,3
21163,7ed95c8db8,0,149.65,1,0.0,0,3
21164,7ed96ecf92,1,1799.0,1,1799.0,0,3
21165,7edbd24397,65,783.0,2,50895.0,0,3
21166,7edc6ae53a,2,3598.0,2,7196.0,0,3
21167,7edf8b5517,19,547.15,1,10395.85,0,3
21168,7ee0dc92e5,49,18538.22,5,908372.78,0,3
21169,7ee343dc27,27,4561.0,16,123147.0,1,0
21170,7ee35c93d4,5,183.0,1,915.0,0,3
21171,7ee36090df,5,6947.1,2,34735.5,0,3
21172,7ee41860f4,6,310.15,1,1860.8999999999999,0,3
21173,7ee7427bf0,2,1360.55,2,2721.1,0,3
21174,7ee7991bde,4809,2778.0,4,13359402.0,3,0
21175,7ee84e8a26,30,118.22,1,3546.6,0,3
21176,7eeb4b02a5,9,9500.0,1,85500.0,0,3
21177,7eed1e9f2f,15,2610.0,1,39150.0,0,3
21178,7eed36c3cc,6,17694.0,6,106164.0,0,3
21179,7eed8283fe,199,2220.0,4,441780.0,0,3
21180,7eedb45362,5,1500.0,1,7500.0,0,3
21181,7eeef76865,40,500.0,1,20000.0,0,3
21182,7eefb284da,1,1950.0,1,1950.0,0,3
21183,7eeff3fb50,47,264.07,1,12411.289999999999,0,3
21184,7ef041e208,8,7996.0,4,63968.0,0,3
21185,7ef077da68,2,118.75,1,237.5,0,3
21186,7ef0dbba9c,17,1270.0,2,21590.0,0,3
21187,7ef0f907e3,5,3609.8,3,18049.0,0,3
21188,7ef2f8612c,600,38689.0,11,23213400.0,5,1
21189,7efbe8b46e,2,4997.0,3,9994.0,0,3
21190,7f007cf3e9,10989,1574.49,3,17302070.61,3,4
21191,7f0183d57b,6094,3018.02,5,18391813.88,3,0
21192,7f08565fbb,4,10831.99,4,43327.96,0,3
21193,7f0be4fb15,38,2663.9700000000003,2,101230.86000000002,0,3
21194,7f0f9a2aa3,11,3628.0,3,39908.0,0,3
21195,7f1090897d,62,5621.0,7,348502.0,0,3
21196,7f10d29f16,6,4910.0,3,29460.0,0,3
21197,7f1129963e,18,731.0,1,13158.0,0,3
21198,7f11b127d4,247,1092.43,2,269830.21,0,3
21199,7f11faeb94,1,11000.0,1,11000.0,0,3
21200,7f1280d9d2,2,5900.0,2,11800.0,0,3
21201,7f12fdd210,13,889.5,2,11563.5,0,3
21202,7f140c6bd2,1,6749.0,1,6749.0,0,3
21203,7f151c3f9a,1,547.0,1,547.0,0,3
21204,7f1c386c69,8,4209.0,3,33672.0,0,3
21205,7f248e02b0,2,17000.0,1,34000.0,0,3
21206,7f252a16a0,13,178.2,1,2316.6,0,3
21207,7f26222cd1,187,1374.65,3,257059.55000000002,0,3
21208,7f27ea0295,12,101725.0,12,1220700.0,1,0
21209,7f28ff5fc2,44,180.0,1,7920.0,0,3
21210,7f2b55b3bb,10,4324.0,6,43240.0,0,3
21211,7f2bc42ce9,31,93.6,1,2901.6,0,3
21212,7f2c4efade,57,16500.0,3,940500.0,0,3
21213,7f2d5131a9,84,1395.0,1,117180.0,0,3
21214,7f35f0fcc0,67,6230.3,8,417430.10000000003,0,3
