,seller_nickname,stock,price,Products,total_amount,Kmeans,AgC
9031,3646eb7e63,299,1576.0,7,471224.0,0,3
9032,36471a9a7f,70,2501.0,3,175070.0,0,3
9033,36493a4016,3,650.0,1,1950.0,0,3
9034,3649b7b9dd,1,5690.0,1,5690.0,0,3
9035,364b50a4ce,1,331.55,1,331.55,0,3
9036,364b90242e,1,1290.0,1,1290.0,0,3
9037,364c891659,6,899.0,1,5394.0,0,3
9038,364da4f751,240,3844.09,5,922581.6000000001,0,3
9039,3650700ddf,1,1500.0,1,1500.0,0,3
9040,3653ac5ba1,3,348.0,1,1044.0,0,3
9041,3653e23787,6,7366.0,5,44196.0,0,3
9042,36544fe7de,171,137397.32,21,23494941.720000003,5,1
9043,36551778bc,66,259.86,1,17150.760000000002,0,3
9044,365a00792a,33,341.19,2,11259.27,0,3
9045,365b1e1e3d,1,1099.0,1,1099.0,0,3
9046,365b214d6b,4434,7294.4,11,32343369.599999998,3,1
9047,365e7d4a05,4,2848.75,1,11395.0,0,3
9048,365febed91,95,229.15,1,21769.25,0,3
9049,3666ca1b41,36,2832.8,8,101980.8,0,3
9050,3667fa684d,100,203.0,1,20300.0,0,3
9051,366806c77c,94,1828.52,2,171880.88,0,3
9052,366a12f473,16,866.0,4,13856.0,0,3
9053,366a1688ce,77,3393.0,7,261261.0,0,3
9054,366cb1867a,1,117668.0,1,117668.0,0,3
9055,366d79a3de,16,198.5,1,3176.0,0,3
9056,367011bcc3,326,4789.0,16,1561214.0,1,0
9057,3671937bb3,1,2600.0,1,2600.0,0,3
9058,3675046dc4,100,3367.45,1,336745.0,0,3
9059,3678124b17,84,1817.78,3,152693.52,0,3
9060,367caa9377,65,5430.0,4,352950.0,0,3
9061,368205cfdf,49,2647.0,3,129703.0,0,3
9062,36891639d4,5,299.0,1,1495.0,0,3
9063,368b69a270,100,449.0,1,44900.0,0,3
9064,368c243a8c,12,35055.0,3,420660.0,0,3
9065,368ce6c3f6,1,99.0,1,99.0,0,3
9066,368d6cd775,2,3350.0,2,6700.0,0,3
9067,368dbcb02a,8,3996.0,2,31968.0,0,3
9068,36922548cf,13,303.04,1,3939.5200000000004,0,3
9069,36934b1f6b,1,4000.0,1,4000.0,0,3
9070,3696258133,63,1225.92,2,77232.96,0,3
9071,3696ec02f6,5,225.66,1,1128.3,0,3
9072,369756a9c8,5991,1064.18,2,6375502.380000001,1,0
9073,36978868c8,13,10936.0,4,142168.0,0,3
9074,36979d8036,10,358.0,2,3580.0,0,3
9075,369b64b96c,10,2090.0,2,20900.0,0,3
9076,369d490653,17,9349.77,8,158946.09,0,3
9077,369fb5e304,273,456.0,1,124488.0,0,3
9078,36a0fa0ab5,22,5450.0,2,119900.0,0,3
9079,36a190759d,5,913.1,5,4565.5,0,3
9080,36a1aa0673,0,6275.0,1,0.0,0,3
9081,36a1f4ec57,4,3740.0,4,14960.0,0,3
9082,36a2da829d,34,21497.98,13,730931.32,1,0
9083,36a2ecfb16,1093,1499.0,1,1638407.0,0,3
9084,36a412d1db,52,4200.43,1,218422.36000000002,0,3
9085,36a4175242,9989,1348.0,3,13465172.0,3,0
9086,36a425ad55,33,210.0,1,6930.0,0,3
9087,36a63a52db,3,2500.0,1,7500.0,0,3
9088,36a84bf1e5,14,395.0,1,5530.0,0,3
9089,36a88a4c7a,1,1499.0,1,1499.0,0,3
9090,36a8a010d5,871,285.0,1,248235.0,0,3
9091,36a8e3be6b,10,24437.05,4,244370.5,0,3
9092,36a9b13551,3,119.0,1,357.0,0,3
9093,36a9be0fa3,1,4700.0,1,4700.0,0,3
9094,36aa972831,2,2900.0,2,5800.0,0,3
9095,36ab1ac794,1,5000.0,1,5000.0,0,3
9096,36acc58231,1014,450.0,1,456300.0,0,3
9097,36ae384b30,8,285.0,1,2280.0,0,3
9098,36b5c39f51,454,1248.0,2,566592.0,0,3
9099,36b880f176,69,3293.0,9,227217.0,1,0
9100,36b8e33a56,2,2498.0,2,4996.0,0,3
9101,36b9f3caf0,1,1650.0,1,1650.0,0,3
9102,36bcbcbc48,104,193.7,1,20144.8,0,3
9103,36bce8950b,2,9000.0,2,18000.0,0,3
9104,36bdad4521,1,1836.75,1,1836.75,0,3
9105,36be9f6bf2,199,2988.84,1,594779.16,0,3
9106,36c532046f,58,3004.0,8,174232.0,0,3
9107,36c6d9baf9,69,1990.0,1,137310.0,0,3
9108,36c8adc265,1,1399.2,1,1399.2,0,3
9109,36c934d9d0,111,24652.0,6,2736372.0,1,3
9110,36c9e69388,40,734.8,4,29392.0,0,3
9111,36ca314653,581,1352.8,8,785976.7999999999,1,3
9112,36ca835e28,2,1000.0,1,2000.0,0,3
9113,36caa2eec3,5,59000.0,1,295000.0,0,3
9114,36cb097e46,6,2910.0,2,17460.0,0,3
9115,36d26f4ef6,1,4855.0,1,4855.0,0,3
9116,36d6d7ea6c,43,768.65,4,33051.95,0,3
9117,36d97138b7,1,342.0,1,342.0,0,3
9118,36da031bb2,22,3334.0,1,73348.0,0,3
9119,36db38618c,233,112.2,1,26142.600000000002,0,3
9120,36de5716aa,12572,1497.97,5,18832478.84,3,4
9121,36de7eb26f,57,46852.0,4,2670564.0,0,3
9122,36e0fca896,1,7500.0,1,7500.0,0,3
9123,36e1509f53,2,2160.0,2,4320.0,0,3
9124,36e3b4c67d,1,159.0,1,159.0,0,3
9125,36e60407a2,8,3249.0,2,25992.0,0,3
9126,36e6177786,50,579.0,1,28950.0,0,3
9127,36e63cc192,1,3000.0,1,3000.0,0,3
9128,36e8175a48,2,180.0,1,360.0,0,3
9129,36ea58b37d,70,1897.0,2,132790.0,0,3
9130,36ed4fd99f,2,730.0,2,1460.0,0,3
9131,36eee3756f,300,2606.68,2,782004.0,0,3
9132,36f1ee0756,3,370.0,1,1110.0,0,3
9133,36f210d39f,8,2845.18,1,22761.44,0,3
9134,36f2b8db26,54,6625.0,7,357750.0,0,3
9135,36f3808352,19,1206.02,3,22914.38,0,3
9136,36f552f54d,21,593.99,2,12473.79,0,3
9137,36f5eba8eb,0,650.0,1,0.0,0,3
9138,36f76c5614,7,1393.35,2,9753.449999999999,0,3
9139,36f88f09da,1,6500.0,1,6500.0,0,3
9140,36fa570ce5,61,830.0,1,50630.0,0,3
9141,36fb1c1fd5,211,1981.0,5,417991.0,0,3
9142,36fb933a09,1,689.0,1,689.0,0,3
9143,36fbb416cc,477,53206.47,64,25379486.19,5,1
9144,36fd0a3d1f,38,512.2,3,19463.600000000002,0,3
9145,36fd9578d9,5,359.0,1,1795.0,0,3
9146,36fdb3768a,600,400.31,1,240186.0,0,3
9147,36fead378d,73,756.86,5,55250.78,0,3
9148,36ff8b289b,1,15500.0,1,15500.0,0,3
9149,370370af8b,1,3000.0,1,3000.0,0,3
9150,3703f4bbb7,5,39990.0,1,199950.0,0,3
9151,3704e13379,195,1140.0,4,222300.0,0,3
9152,37057666d0,5,1299.0,1,6495.0,0,3
9153,37064e9341,1,5400.0,1,5400.0,0,3
9154,3707ffc29d,5,929.0,2,4645.0,0,3
9155,370b7e80ef,111,220.58,1,24484.38,0,3
9156,370efe8a6e,39,12820.0,10,499980.0,1,0
9157,370fac5a5a,8,500.0,2,4000.0,0,3
9158,3712483e0d,100,3247.7,2,324770.0,0,3
9159,3712767ff8,0,187.06,1,0.0,0,3
9160,3716bfc5d4,3,2827.0,3,8481.0,0,3
9161,37184ad531,1,799.0,1,799.0,0,3
9162,37199a5be7,2,199.0,1,398.0,0,3
9163,371ad9f5e7,24,12799.0,24,307176.0,1,0
9164,371e0b51bf,1,179.0,1,179.0,0,3
9165,371ec2f813,51,28343.82,16,1445534.82,1,0
9166,3720da6244,301,6374.94,6,1918856.94,0,3
9167,372173b0dc,36,392.64,1,14135.039999999999,0,3
9168,3723bc47bf,13,870.5,2,11316.5,0,3
9169,3727cd6339,2,570.0,2,1140.0,0,3
9170,3729149eca,27,893.0,2,24111.0,0,3
9171,372ab5d9e5,5,2799.0,2,13995.0,0,3
9172,372b5606cf,17,533.6,1,9071.2,0,3
9173,372d41e135,9,2112.0,8,19008.0,0,3
9174,372f329de1,3,429.0,1,1287.0,0,3
9175,3730d727d3,1,350.0,1,350.0,0,3
9176,373149bb30,2,350.0,1,700.0,0,3
9177,3734d11221,2,11450.0,2,22900.0,0,3
9178,3735329c90,1,14499.0,1,14499.0,0,3
9179,37357b1b1f,12,2401.0,5,28812.0,0,3
9180,3735be96ec,1,299.0,1,299.0,0,3
9181,37388ca75c,1,185.0,1,185.0,0,3
9182,373a8b85f3,19,284.8,2,5411.2,0,3
9183,373b5ca607,1,519.0,1,519.0,0,3
9184,373d34ad9c,5,12018.0,2,60090.0,0,3
9185,373e272a8c,500,515.72,1,257860.0,0,3
9186,3740b5f4b9,0,557.0,1,0.0,0,3
9187,3740fdc19f,26,1209.35,3,31443.1,0,3
9188,374196661a,5,215.0,1,1075.0,0,3
9189,3741d98d85,22,2576.0,2,56672.0,0,3
9190,3742165963,90,149.0,1,13410.0,0,3
9191,3744a0b799,1,289.0,1,289.0,0,3
9192,37457b3e57,2116,1092.6200000000001,3,2311983.9200000004,0,3
9193,3746e29de3,2,40000.0,1,80000.0,0,3
9194,374831ed79,1,769.3,1,769.3,0,3
9195,374c444ccc,10,199.0,1,1990.0,0,3
9196,374e29d129,27,962.0,1,25974.0,0,3
9197,374f3af90f,292,104218.79,64,30431886.68,5,1
9198,374f96e02f,7,4250.0,7,29750.0,0,3
9199,37501e8da0,20,987.7,1,19754.0,0,3
9200,37518b822a,650,448.94,2,291811.0,0,3
9201,3751a8e85a,899,1556.53,3,1399320.47,0,3
9202,37531847fc,18,10864.0,6,195552.0,0,3
9203,3753583a54,456,1670.0,6,761520.0,0,3
9204,3753ae292d,15,18927.0,4,283905.0,0,3
9205,37559fa91e,3,998.89,1,2996.67,0,3
9206,3756e9eeac,1911,205.12,1,391984.32,0,3
9207,375726e0cc,8,2270.13,2,18161.04,0,3
9208,375740e113,1,55.0,1,55.0,0,3
9209,375a162cda,52,3826.05,7,198954.6,0,3
9210,375bff3fbb,1,1699.0,1,1699.0,0,3
9211,375cf419aa,153,1548.0,6,236844.0,0,3
9212,375d96a8d1,140,634.98,2,88897.2,0,3
9213,375ddac67d,1,21159.08,1,21159.08,0,3
9214,375e8d37bc,1,3999.0,1,3999.0,0,3
9215,3762047faf,13,289.0,1,3757.0,0,3
9216,376307cad7,1,1103.18,1,1103.18,0,3
9217,3763a0b0a1,3,5649.0,2,16947.0,0,3
9218,37666c5c03,1,500.0,1,500.0,0,3
9219,37682776a5,111,5499.45,1,610438.95,0,3
9220,376b7db238,274,380.67,2,104303.58,0,3
9221,377047d695,0,4399.0,1,0.0,0,3
9222,3770dff5c5,1,16950.0,1,16950.0,0,3
9223,377551ab9f,104,1198.03,2,124595.12,0,3
9224,3775564cf0,5,99.0,1,495.0,0,3
9225,37788750fc,9,3649.15,4,32842.35,0,3
9226,3779045a90,800,269.37,1,215496.0,0,3
9227,377b222c7f,478,2108.35,2,1007791.2999999999,0,3
9228,377d354ae0,95,6145.0,5,583775.0,0,3
9229,377d5a9d55,3,349.0,2,1047.0,0,3
9230,3780c2bffe,2,1900.0,1,3800.0,0,3
9231,37812a64ff,0,1690.0,1,0.0,0,3
9232,3781fa13fe,1157,1053.79,3,1219235.03,0,3
9233,3782584d78,6,3160.0,3,18960.0,0,3
9234,378336ad72,499,713.63,1,356101.37,0,3
9235,3783f18416,985,1997.0,1,1967045.0,0,3
9236,3783fb67eb,1,1850.0,1,1850.0,0,3
9237,37859799d2,10,1200.0,1,12000.0,0,3
9238,37868d18e4,133,9069.0,4,1206177.0,0,3
9239,37877a566d,8796,3762.55,13,33095389.8,3,4
9240,3789d7554a,1,1199.0,1,1199.0,0,3
9241,378a0892d0,2,1499.0,1,2998.0,0,3
9242,378ad455d8,599,7218.77,8,4324043.23,1,0
9243,3791e79260,1,5999.0,1,5999.0,0,3
9244,37927deb56,0,673.23,1,0.0,0,3
9245,3796c1db96,107,1369.0,2,146483.0,0,3
9246,37982e5ca4,74,17390.420000000002,12,1286891.08,1,0
9247,3798f6c89c,78,267.9,2,20896.199999999997,0,3
9248,3799b87ab6,2750,2395.67,4,6588092.5,1,0
9249,379fe2c038,99,298.0,1,29502.0,0,3
9250,379fea3d6c,1,2299.0,1,2299.0,0,3
9251,37a1d12e9f,1,725.0,1,725.0,0,3
9252,37a235becf,3098,1995.0,5,6180510.0,1,0
9253,37a601f61f,4,2380.0,2,9520.0,0,3
9254,37a6a2331d,296,169.0,1,50024.0,0,3
9255,37a7d46442,351,22521.0,19,7904871.0,1,0
9256,37aa3db22f,1,2600.0,1,2600.0,0,3
9257,37ab20bbe0,4,940.0,1,3760.0,0,3
9258,37abf1fa2c,20,255.0,1,5100.0,0,3
9259,37ac5fdf8a,3975,1042.3,2,4143142.5,0,3
9260,37ac9bb4de,4266,2170.27,3,9258371.82,1,0
9261,37ae02d2ce,1,16799.0,1,16799.0,0,3
9262,37ae4a0fd0,104,11336.0,5,1178944.0,0,3
9263,37ae84172b,3735,3695.65,3,13803252.75,1,0
9264,37aece45f3,33,379.05,1,12508.65,0,3
9265,37b25cafc1,49,1114.0,2,54586.0,0,3
9266,37b96f52a9,1,55.0,1,55.0,0,3
9267,37ba860839,1000,763.58,1,763580.0,0,3
9268,37bb1c4211,12,1357.0,1,16284.0,0,3
9269,37be87fd4f,3,298.0,1,894.0,0,3
9270,37c28014d2,38,8185.0,6,311030.0,0,3
9271,37c2ce26d5,26,1594.0,2,41444.0,0,3
9272,37c39a664a,600,752.85,2,451710.0,0,3
9273,37c5893a60,1,3100.0,1,3100.0,0,3
9274,37c823f34d,30,831.48,1,24944.4,0,3
9275,37c8fc1f61,1,399.0,1,399.0,0,3
9276,37c9c524fb,97,991.4200000000001,2,96167.74,0,3
9277,37c9d6ee53,400,3284.3999999999996,2,1313759.9999999998,0,3
9278,37c9e4046f,2,109.0,1,218.0,0,3
9279,37c9fb3679,10,7500.0,1,75000.0,0,3
9280,37cd04c3f9,3,679.0,1,2037.0,0,3
9281,37cdab6231,2,2749.0,2,5498.0,0,3
9282,37d0729228,4,340.0,1,1360.0,0,3
9283,37d0bb1a28,133,560.99,2,74611.67,0,3
9284,37d4aadb9a,881,9228.0,6,8129868.0,1,0
9285,37d540371d,5,2800.0,1,14000.0,0,3
9286,37dd96937c,247,1490.0,2,368030.0,0,3
9287,37dfd4b021,49,365.75,2,17921.75,0,3
9288,37e3079d89,1,6200.0,1,6200.0,0,3
9289,37e50b6b44,1933,959.62,4,1854945.46,0,3
9290,37e60faf0e,298,139.95,1,41705.1,0,3
9291,37e8bb9072,376,44461.11,44,16717377.36,5,1
9292,37e9641d52,20,1480.0,1,29600.0,0,3
9293,37e96454bf,9,965.0,2,8685.0,0,3
9294,37ecf7e22a,11,537.54,2,5912.94,0,3
9295,37ee5b5dac,5996,876.38,2,5254774.4799999995,0,0
9296,37f370adb4,766,540.3,2,413869.8,0,3
9297,37f75dba9b,1,500.0,1,500.0,0,3
9298,37f892fe2d,93,349.0,1,32457.0,0,3
9299,37fcb05818,46,11122.5,12,511635.0,1,0
9300,37fd01ef3a,101,11647.0,8,1176347.0,1,3
9301,37ff329a51,124,548.1500000000001,3,67970.6,0,3
9302,38006a4e58,2,592.54,1,1185.08,0,3
9303,3800e9b445,80,249.0,1,19920.0,0,3
9304,38014f135d,420,1048.0,2,440160.0,0,3
9305,3802049567,13,1074.5,4,13968.5,0,3
9306,3803240e84,3,5899.0,1,17697.0,0,3
9307,38038d8c2f,4,960.0,4,3840.0,0,3
9308,380541286d,7,610.0,1,4270.0,0,3
9309,380a58dd72,12,150.0,1,1800.0,0,3
9310,380ae45ea4,7,690.0,1,4830.0,0,3
9311,380bf981aa,1,590.0,1,590.0,0,3
9312,380c5746dd,1450,3006.0,2,4358700.0,0,3
9313,380d008a5e,1,269.5,1,269.5,0,3
9314,380ff5d634,19,6836.200000000001,4,129887.80000000002,0,3
9315,381052bab3,600,464.28,1,278568.0,0,3
9316,38119d8ab4,1,1050.0,1,1050.0,0,3
9317,3811d0c0c1,495,341.96,1,169270.19999999998,0,3
9318,3813c7ca00,1,4999.0,1,4999.0,0,3
9319,38155bd99b,10,980.0,2,9800.0,0,3
9320,3815d6fe73,20,1375.0,3,27500.0,0,3
9321,38194d2cb9,1,1299.0,1,1299.0,0,3
9322,38197e04a6,7,86.8,1,607.6,0,3
9323,381a210787,24,12305.0,5,295320.0,0,3
9324,381e957c4d,357,3064.94,11,1094183.58,1,0
9325,3820046543,32,280.70000000000005,2,8982.400000000001,0,3
9326,38211e2861,335,465.84000000000003,3,156056.40000000002,0,3
9327,38218d45ac,0,1099.0,1,0.0,0,3
9328,382538ab02,134,7300.5,10,978267.0,1,0
9329,3827102414,2,4083.1000000000004,2,8166.200000000001,0,3
9330,3827614925,24,2927.0,6,70248.0,0,3
9331,3828b2b621,1,1200.0,1,1200.0,0,3
9332,382ac6cc9a,195,472.15000000000003,3,92069.25,0,3
9333,382b01e99d,97,1028.31,2,99746.06999999999,0,3
9334,382bce45bb,652,14297.0,16,9321644.0,1,0
9335,382e571a00,3,643.5,1,1930.5,0,3
9336,382fe04a52,3,2040.0,1,6120.0,0,3
9337,38346a73fb,5,890.0,1,4450.0,0,3
9338,3834a0b612,0,469.0,1,0.0,0,3
9339,3834b60e56,67,220.0,1,14740.0,0,3
9340,383507500a,22,999.0,1,21978.0,0,3
9341,3835d1303b,142,2952.56,6,419263.52,0,3
9342,383a5a6454,459,655.0,1,300645.0,0,3
9343,383c35c6da,109,5642.18,15,614997.62,1,0
9344,383d18e994,60,1324.0,2,79440.0,0,3
9345,383e51ef4b,27,55730.0,6,1504710.0,0,3
9346,383e5a1f41,114,298.18,2,33992.520000000004,0,3
9347,383ede42c7,2,1600.0,1,3200.0,0,3
9348,38419b59cd,727,199.0,1,144673.0,0,3
9349,3845282c4c,198,5828.0,3,1153944.0,0,3
9350,38462dc152,206,628.0,3,129368.0,0,3
9351,3846bd6e06,1202,22094.66,29,26557781.32,5,1
9352,384834b675,1,250.0,1,250.0,0,3
9353,3848933e45,306,6872.73,3,2103055.38,0,3
9354,384dc172c7,1,250.0,1,250.0,0,3
9355,384e6e030b,1,1800.0,1,1800.0,0,3
9356,384f6905eb,2,1948.0,2,3896.0,0,3
9357,384ffbcc80,11094,1398.92,4,15519618.48,3,4
9358,3850038bdb,0,972.71,1,0.0,0,3
9359,3852185977,3,435.0,3,1305.0,0,3
9360,385288d420,23,441.65,2,10157.949999999999,0,3
9361,38571a04af,1998,526.95,2,1052846.1,0,3
9362,38576f636b,146,589.24,1,86029.04000000001,0,3
9363,38591071d0,1,11999.0,1,11999.0,0,3
9364,385a24101a,172,1691.02,3,290855.44,0,3
9365,385a850b5d,730,1365.25,6,996632.5,0,3
9366,385a9960b9,2,440.0,2,880.0,0,3
9367,385b328cc0,280,5186.7300000000005,9,1452284.4000000001,1,0
9368,3862643e09,120,130.94,1,15712.8,0,3
9369,3862f894f1,6,9452.8,4,56716.799999999996,0,3
9370,3863fe80d5,4,4024.0,2,16096.0,0,3
9371,3864018b1a,1,2500.0,1,2500.0,0,3
9372,3865c63acf,1,500.0,1,500.0,0,3
9373,3867b91769,2,1188.0,1,2376.0,0,3
9374,386a9838a8,22,28826.0,4,634172.0,0,3
9375,386d982689,3,474.05,1,1422.15,0,3
9376,386dc2cac1,1,3000.0,1,3000.0,0,3
9377,386ff71c8d,11,4349.0,2,47839.0,0,3
9378,387134fdb7,1,850.0,1,850.0,0,3
9379,387268669c,1,2400.0,1,2400.0,0,3
9380,3874fd9ad1,17,9153.2,11,155604.40000000002,1,0
9381,387876e490,100,440.9,1,44090.0,0,3
9382,387a0fbe31,1,1159.0,1,1159.0,0,3
9383,387a242277,33,27379.14,20,903511.62,1,0
9384,387a747e33,209,767.9,2,160491.1,0,3
9385,387f4afc6d,1,8300.0,1,8300.0,0,3
9386,387faea226,76,13211.9,3,1004104.4,0,3
9387,3882b83d54,1,174.0,1,174.0,0,3
9388,38865e0cde,71,7748.0,14,550108.0,1,0
9389,3886d362f0,110,234.76,1,25823.6,0,3
9390,3887621b37,56,683.52,2,38277.119999999995,0,3
9391,3889bffaaa,91,15160.0,15,1379560.0,1,0
9392,388c3c7868,1,12182.0,1,12182.0,0,3
9393,388dfa5441,8,3195.0,8,25560.0,0,3
9394,388f852f20,634,10066.13,15,6381926.42,1,0
9395,3891a7b2f3,54,9556.86,2,516070.44000000006,0,3
9396,389341fc20,6,3749.0,2,22494.0,0,3
9397,389384a4f9,116,9.5,1,1102.0,0,3
9398,38998cff82,200,267.0,1,53400.0,0,3
9399,389a0eeb1b,294,10746.699999999999,3,3159529.8,0,3
9400,389aedeec8,2,470.0,2,940.0,0,3
9401,389be02b4f,1124,3225.0,4,3624900.0,0,3
9402,389d01eb83,59,1119.98,2,66078.82,0,3
9403,389e41293d,484,580.0,1,280720.0,0,3
9404,38a57c07bf,3,1005.62,1,3016.86,0,3
9405,38a8155212,156,1380.0,1,215280.0,0,3
9406,38a9bb148a,27,2360.9,9,63744.3,1,0
9407,38af19befe,1,1532.27,1,1532.27,0,3
9408,38b0c14b10,10,329.0,1,3290.0,0,3
9409,38b4cabe4a,26,1600.5,2,41613.0,0,3
9410,38b6006b2b,1,2400.0,1,2400.0,0,3
9411,38b69af318,140,65154.8,11,9121672.0,1,0
9412,38ba099018,45,310.71,1,13981.949999999999,0,3
9413,38bab0996b,1,1599.0,1,1599.0,0,3
9414,38bb55348d,17,869.0,1,14773.0,0,3
9415,38be2948b6,120,1434.53,2,172143.6,0,3
9416,38be7feb98,2,1350.0,1,2700.0,0,3
9417,38bf6c23bb,252,1070.0,2,269640.0,0,3
9418,38c1446c6a,1,2400.0,1,2400.0,0,3
9419,38c6eef1f5,36,22476.0,3,809136.0,0,3
9420,38cc197e65,8,343.2,1,2745.6,0,3
9421,38cc6a4d05,23,599.0,1,13777.0,0,3
9422,38cc82d113,400,437.16,1,174864.0,0,3
9423,38ccc9a159,9,2869.3,9,25823.7,1,0
9424,38ced60c88,7,720.18,1,5041.259999999999,0,3
9425,38cf396657,5,555.93,1,2779.6499999999996,0,3
9426,38d438b8a6,16,2825.12,6,45201.92,0,3
9427,38d8fca53d,147,11126.23,16,1635555.8099999998,1,0
9428,38dbd7f163,18,449.9,1,8098.2,0,3
9429,38debe00d9,90,600.0,1,54000.0,0,3
9430,38e198a626,2,1209.69,2,2419.38,0,3
9431,38e34fe648,22,1501.1,4,33024.2,0,3
9432,38e55c9f87,52,39.9,1,2074.7999999999997,0,3
9433,38e83ca711,3,679.0,1,2037.0,0,3
9434,38e8a995fe,13,7635.0,6,99255.0,0,3
9435,38e9fe9ab4,1,1000.0,1,1000.0,0,3
9436,38eb907378,1,5500.0,1,5500.0,0,3
9437,38ec4d29b9,2,22495.0,2,44990.0,0,3
9438,38ee25d88b,47,59.0,1,2773.0,0,3
9439,38f0f1ae36,126,4474.72,2,563814.7200000001,0,3
9440,38f2c2a3b0,7012,2158.0,2,15131896.0,3,0
9441,38f3b8f62c,13,384.0,2,4992.0,0,3
9442,38f565b6e7,4085,2952.0,5,12058920.0,1,0
9443,38f8489175,1,2836.0,1,2836.0,0,3
9444,38f88a059a,8,780.0,1,6240.0,0,3
9445,38f905b3ec,1,32000.0,1,32000.0,0,3
9446,38f9916c2b,77,3007.2000000000003,9,231554.40000000002,1,0
9447,38fbb28c7d,1,299.0,1,299.0,0,3
9448,38fe77089a,1,400.0,1,400.0,0,3
9449,38ff614dc1,20,269.0,1,5380.0,0,3
9450,39006dabb2,60,9278.0,15,556680.0,1,0
9451,3901f5e079,357,760.4000000000001,2,271462.80000000005,0,3
9452,3904d902fd,67,1544.0,2,103448.0,0,3
9453,390787e17b,22,1778.0,2,39116.0,0,3
9454,3907e2234e,200,870.39,2,174078.0,0,3
9455,390a02957f,12,1949.0,1,23388.0,0,3
9456,390b83bdac,1,3400.0,1,3400.0,0,3
9457,390c0cb59d,1,250.0,1,250.0,0,3
9458,390ca536ad,10,2729.3,1,27293.0,0,3
9459,390e337a55,1,4700.0,1,4700.0,0,3
9460,39119ebf1a,596,19878.0,16,11847288.0,1,0
9461,39128e8c4c,1,599.0,1,599.0,0,3
9462,3912c485df,1,350.0,1,350.0,0,3
9463,3914b6caeb,8400,1253.3000000000002,2,10527720.000000002,3,0
9464,3914f4d474,1,1200.0,1,1200.0,0,3
9465,39152c97c5,53,770.9,4,40857.7,0,3
9466,39169385c0,52,1848.0,4,96096.0,0,3
9467,3918eb6d14,4,1500.0,1,6000.0,0,3
9468,391ac9a0ab,994,26381.6,15,26223310.4,5,1
9469,391b19b1c4,13,486.36,1,6322.68,0,3
9470,391ba67257,2,1402.95,1,2805.9,0,3
9471,391c49d72f,7,999.0,1,6993.0,0,3
9472,391dbd7e58,26,2299.0,1,59774.0,0,3
9473,392252fbdb,1,3300.0,1,3300.0,0,3
9474,3922fba7a0,1192,411.37,3,490353.04,0,3
9475,3924c5b0fd,69,793.0,4,54717.0,0,3
9476,39256f4323,10,899.0,1,8990.0,0,3
9477,3929b53d38,47,20775.3,1,976439.1,0,3
9478,392c3670b4,1,13000.0,1,13000.0,0,3
9479,393029a630,74,598.4,2,44281.6,0,3
9480,39303ffd2e,239,269.37,2,64379.43,0,3
9481,39330bb571,1,999.0,1,999.0,0,3
9482,39367e198b,1,799.0,1,799.0,0,3
9483,3938714262,96,817.0,4,78432.0,0,3
9484,393a18e0b6,433,1575.6,6,682234.7999999999,0,3
9485,393ae20509,198,638.0,1,126324.0,0,3
9486,393c785934,952,261.88,1,249309.76,0,3
9487,393cf8da4a,1,1700.0,1,1700.0,0,3
9488,3940e9a44f,3,190.0,1,570.0,0,3
9489,3945f30632,338,1001.33,1,338449.54000000004,0,3
9490,3946e332b8,8,119.0,1,952.0,0,3
9491,39476abb84,780,417.52,1,325665.6,0,3
9492,394af46107,4,3599.0,1,14396.0,0,3
9493,394c3539e3,3,16293.0,2,48879.0,0,3
9494,394ca46239,92,1689.0,1,155388.0,0,3
9495,394db8d226,23,2110.0,2,48530.0,0,3
9496,394de3b240,283,3229.4700000000003,8,913940.0100000001,1,3
9497,394f0d45c3,8,1871.16,3,14969.28,0,3
9498,394f39d8cb,1,320.0,1,320.0,0,3
9499,394fd6bdbf,245,9063.65,19,2220594.25,1,0
9500,39507a38b1,17,325.0,3,5525.0,0,3
9501,39508b6c66,4500,691.9300000000001,3,3113685.0000000005,0,3
9502,3952e6800d,1490,264.0,1,393360.0,0,3
9503,39555672ca,2,12050.0,2,24100.0,0,3
9504,3958f49f63,7,8678.6,2,60750.200000000004,0,3
9505,3959a886d4,1,299.0,1,299.0,0,3
9506,395a5400f8,3,37004.0,3,111012.0,0,3
9507,395cd61c22,3229,406.0,2,1310974.0,0,3
9508,395ce7a908,39,1196.81,2,46675.59,0,3
9509,395d15baf3,2,2800.0,2,5600.0,0,3
9510,395e4d5797,1578,9764.47,6,15408333.659999998,1,0
9511,39610defff,92,290.0,1,26680.0,0,3
9512,3961bea058,24,2551.0,5,61224.0,0,3
9513,39627f4b3c,5,145.91,1,729.55,0,3
9514,39652e75c8,3,899.0,1,2697.0,0,3
9515,3966e4177a,3985,729.1600000000001,2,2905702.6000000006,0,3
9516,396717ea63,1400,3875.7,7,5425980.0,1,0
9517,3969dad73e,1,925.0,1,925.0,0,3
9518,3969faf740,42,748.0,1,31416.0,0,3
9519,396afe8398,16,1126.92,4,18030.72,0,3
9520,396da2e77c,104,7453.55,8,775169.2000000001,1,3
9521,396f4a40b1,99,209.0,1,20691.0,0,3
9522,39705d7713,1998,367.95,1,735164.1,0,3
9523,397099c661,5,13000.0,1,65000.0,0,3
9524,3970f2b8d6,6,580.0,1,3480.0,0,3
